,date,units
109507,2012-08-07,200
109508,2012-08-08,2
109509,2012-08-08,62
109510,2012-08-08,197
109511,2012-08-09,5
109512,2012-08-09,63
109513,2012-08-09,263
109514,2012-08-10,1
109515,2012-08-10,31
109516,2012-08-10,202
109517,2012-08-10,1
109518,2012-08-11,6
109519,2012-08-11,52
109520,2012-08-11,246
109521,2012-08-11,1
109522,2012-08-12,3
109523,2012-08-12,63
109524,2012-08-12,322
109525,2012-08-12,2
109526,2012-08-13,3
109527,2012-08-13,54
109528,2012-08-13,233
109529,2012-08-14,3
109530,2012-08-14,53
109531,2012-08-14,242
109532,2012-08-15,11
109533,2012-08-15,56
109534,2012-08-15,248
109535,2012-08-16,1
109536,2012-08-16,40
109537,2012-08-16,195
109538,2012-08-16,1
109539,2012-08-17,4
109540,2012-08-17,23
109541,2012-08-17,181
109542,2012-08-18,34
109543,2012-08-18,191
109544,2012-08-19,2
109545,2012-08-19,43
109546,2012-08-19,207
109547,2012-08-20,2
109548,2012-08-20,36
109549,2012-08-20,188
109550,2012-08-20,2
109551,2012-08-21,1
109552,2012-08-21,55
109553,2012-08-21,180
109554,2012-08-22,3
109555,2012-08-22,50
109556,2012-08-22,170
109557,2012-08-22,1
109558,2012-08-23,2
109559,2012-08-23,52
109560,2012-08-23,171
109561,2012-08-24,37
109562,2012-08-24,204
109563,2012-08-25,3
109564,2012-08-25,55
109565,2012-08-25,200
109566,2012-08-25,1
109567,2012-08-26,1
109568,2012-08-26,61
109569,2012-08-26,224
109570,2012-08-27,2
109571,2012-08-27,46
109572,2012-08-27,192
109573,2012-08-28,53
109574,2012-08-28,163
109575,2012-08-29,46
109576,2012-08-29,157
109577,2012-08-30,45
109578,2012-08-30,188
109579,2012-08-31,65
109580,2012-08-31,248
109581,2012-08-31,1
109582,2012-09-01,1
109583,2012-09-01,60
109584,2012-09-01,224
109585,2012-09-01,1
109586,2012-09-02,120
109587,2012-09-02,304
109588,2012-09-02,2
109589,2012-09-03,99
109590,2012-09-03,370
109591,2012-09-03,1
109592,2012-09-04,58
109593,2012-09-04,190
109594,2012-09-05,94
109595,2012-09-05,268
109596,2012-09-05,1
109597,2012-09-06,86
109598,2012-09-06,234
109599,2012-09-07,60
109600,2012-09-07,194
109601,2012-09-07,1
109602,2012-09-08,91
109603,2012-09-08,258
109604,2012-09-08,1
109605,2012-09-09,123
109606,2012-09-09,324
109607,2012-09-09,1
109608,2012-09-10,50
109609,2012-09-10,180
109610,2012-09-11,61
109611,2012-09-11,218
109612,2012-09-12,91
109613,2012-09-12,218
109614,2012-09-12,1
109615,2012-09-13,58
109616,2012-09-13,135
109617,2012-09-13,1
109618,2012-09-14,74
109619,2012-09-14,239
109620,2012-09-14,1
109621,2012-09-15,83
109622,2012-09-15,298
109623,2012-09-16,83
109624,2012-09-16,273
109625,2012-09-17,59
109626,2012-09-17,202
109627,2012-09-17,1
109628,2012-09-18,51
109629,2012-09-18,148
109630,2012-09-18,1
109631,2012-09-19,44
109632,2012-09-19,154
109633,2012-09-20,38
109634,2012-09-20,119
109635,2012-09-21,40
109636,2012-09-21,173
109637,2012-09-22,56
109638,2012-09-22,194
109639,2012-09-23,53
109640,2012-09-23,218
109641,2012-09-23,1
109642,2012-09-24,31
109643,2012-09-24,172
109644,2012-09-25,44
109645,2012-09-25,150
109646,2012-09-25,2
109647,2012-09-26,25
109648,2012-09-26,132
109649,2012-09-26,1
109650,2012-09-27,36
109651,2012-09-27,149
109652,2012-09-28,26
109653,2012-09-28,142
109654,2012-09-29,50
109655,2012-09-29,224
109656,2012-09-29,3
109657,2012-09-30,49
109658,2012-09-30,216
109659,2012-10-01,32
109660,2012-10-01,172
109661,2012-10-02,75
109662,2012-10-02,295
109663,2012-10-03,82
109664,2012-10-03,253
109665,2012-10-04,65
109666,2012-10-04,154
109667,2012-10-05,75
109668,2012-10-05,243
109669,2012-10-05,1
109670,2012-10-06,130
109671,2012-10-06,333
109672,2012-10-07,72
109673,2012-10-07,252
109674,2012-10-07,1
109675,2012-10-08,96
109676,2012-10-08,242
109677,2012-10-08,2
109678,2012-10-09,86
109679,2012-10-09,243
109680,2012-10-10,62
109681,2012-10-10,153
109682,2012-10-11,68
109683,2012-10-11,217
109684,2012-10-12,84
109685,2012-10-12,226
109686,2012-10-13,69
109687,2012-10-13,270
109688,2012-10-14,125
109689,2012-10-14,325
109690,2012-10-15,101
109691,2012-10-15,281
109692,2012-10-15,2
109693,2012-10-16,41
109694,2012-10-16,148
109695,2012-10-16,1
109696,2012-10-17,36
109697,2012-10-17,129
109698,2012-10-18,43
109699,2012-10-18,136
109700,2012-10-19,39
109701,2012-10-19,142
109702,2012-10-20,39
109703,2012-10-20,211
109704,2012-10-20,3
109705,2012-10-21,51
109706,2012-10-21,199
109707,2012-10-21,1
109708,2012-10-22,42
109709,2012-10-22,139
109710,2012-10-22,2
109711,2012-10-23,38
109712,2012-10-23,172
109713,2012-10-24,34
109714,2012-10-24,134
109715,2012-10-25,32
109716,2012-10-25,171
109717,2012-10-25,2
109718,2012-10-26,32
109719,2012-10-26,142
109720,2012-10-27,37
109721,2012-10-27,270
109722,2012-10-27,1
109723,2012-10-28,35
109724,2012-10-28,213
109725,2012-10-28,1
109726,2012-10-29,50
109727,2012-10-29,144
109728,2012-10-30,32
109729,2012-10-30,159
109730,2012-10-31,40
109731,2012-10-31,138
109732,2012-10-31,1
109733,2012-11-01,25
109734,2012-11-01,132
109735,2012-11-02,60
109736,2012-11-02,257
109737,2012-11-03,70
109738,2012-11-03,371
109739,2012-11-03,1
109740,2012-11-04,44
109741,2012-11-04,274
109742,2012-11-04,1
109743,2012-11-05,60
109744,2012-11-05,277
109745,2012-11-06,67
109746,2012-11-06,201
109747,2012-11-07,43
109748,2012-11-07,160
109749,2012-11-08,58
109750,2012-11-08,210
109751,2012-11-08,2
109752,2012-11-09,58
109753,2012-11-09,229
109754,2012-11-10,52
109755,2012-11-10,250
109756,2012-11-11,68
109757,2012-11-11,316
109758,2012-11-11,2
109759,2012-11-12,69
109760,2012-11-12,317
109761,2012-11-12,1
109762,2012-11-13,30
109763,2012-11-13,178
109764,2012-11-13,1
109765,2012-11-14,64
109766,2012-11-14,217
109767,2012-11-15,52
109768,2012-11-15,220
109769,2012-11-15,2
109770,2012-11-16,38
109771,2012-11-16,165
109772,2012-11-16,1
109773,2012-11-16,1
109774,2012-11-17,36
109775,2012-11-17,220
109776,2012-11-18,41
109777,2012-11-18,211
109778,2012-11-18,1
109779,2012-11-19,21
109780,2012-11-19,177
109781,2012-11-20,15
109782,2012-11-20,162
109783,2012-11-21,18
109784,2012-11-21,174
109785,2012-11-22,8
109786,2012-11-22,70
109787,2012-11-22,2
109788,2012-11-23,19
109789,2012-11-23,117
109790,2012-11-24,25
109791,2012-11-24,163
109792,2012-11-24,2
109793,2012-11-24,2
109794,2012-11-25,24
109795,2012-11-25,172
109796,2012-11-25,2
109797,2012-11-26,29
109798,2012-11-26,164
109799,2012-11-26,2
109800,2012-11-27,28
109801,2012-11-27,151
109802,2012-11-28,16
109803,2012-11-28,147
109804,2012-11-29,26
109805,2012-11-29,175
109806,2012-11-29,3
109807,2012-11-30,25
109808,2012-11-30,169
109809,2012-11-30,1
109810,2012-12-01,28
109811,2012-12-01,202
109812,2012-12-01,1
109813,2012-12-02,80
109814,2012-12-02,303
109815,2012-12-02,1
109816,2012-12-02,2
109817,2012-12-02,1
109818,2012-12-03,63
109819,2012-12-03,287
109820,2012-12-04,36
109821,2012-12-04,182
109822,2012-12-04,2
109823,2012-12-05,75
109824,2012-12-05,235
109825,2012-12-05,1
109826,2012-12-06,59
109827,2012-12-06,252
109828,2012-12-06,2
109829,2012-12-07,60
109830,2012-12-07,228
109831,2012-12-07,1
109832,2012-12-07,2
109833,2012-12-08,73
109834,2012-12-08,259
109835,2012-12-08,1
109836,2012-12-08,1
109837,2012-12-09,82
109838,2012-12-09,327
109839,2012-12-10,48
109840,2012-12-10,203
109841,2012-12-10,1
109842,2012-12-11,60
109843,2012-12-11,224
109844,2012-12-12,77
109845,2012-12-12,233
109846,2012-12-13,18
109847,2012-12-13,134
109848,2012-12-13,1
109849,2012-12-13,1
109850,2012-12-14,40
109851,2012-12-14,195
109852,2012-12-14,2
109853,2012-12-14,1
109854,2012-12-15,63
109855,2012-12-15,268
109856,2012-12-15,1
109857,2012-12-16,61
109858,2012-12-16,241
109859,2012-12-16,3
109860,2012-12-17,39
109861,2012-12-17,188
109862,2012-12-17,1
109863,2012-12-18,54
109864,2012-12-18,185
109865,2012-12-18,6
109866,2012-12-18,10
109867,2012-12-19,51
109868,2012-12-19,204
109869,2012-12-19,1
109870,2012-12-20,28
109871,2012-12-20,181
109872,2012-12-20,1
109873,2012-12-20,1
109874,2012-12-21,27
109875,2012-12-21,152
109876,2012-12-22,46
109877,2012-12-22,209
109878,2012-12-22,18
109879,2012-12-22,1
109880,2012-12-23,42
109881,2012-12-23,222
109882,2012-12-23,4
109883,2012-12-24,33
109884,2012-12-24,175
109885,2012-12-26,33
109886,2012-12-26,218
109887,2012-12-26,2
109888,2012-12-27,36
109889,2012-12-27,170
109890,2012-12-27,3
109891,2012-12-28,48
109892,2012-12-28,161
109893,2012-12-29,64
109894,2012-12-29,213
109895,2012-12-29,3
109896,2012-12-29,2
109897,2012-12-30,82
109898,2012-12-30,199
109899,2012-12-31,52
109900,2012-12-31,177
109901,2013-01-01,55
109902,2013-01-01,97
109903,2013-01-01,1
109904,2013-01-02,132
109905,2013-01-02,270
109906,2013-01-02,3
109907,2013-01-02,3
109908,2013-01-03,110
109909,2013-01-03,342
109910,2013-01-03,2
109911,2013-01-04,85
109912,2013-01-04,199
109913,2013-01-04,1
109914,2013-01-05,146
109915,2013-01-05,331
109916,2013-01-06,171
109917,2013-01-06,360
109918,2013-01-06,1
109919,2013-01-07,74
109920,2013-01-07,143
109921,2013-01-07,1
109922,2013-01-08,103
109923,2013-01-08,221
109924,2013-01-08,2
109925,2013-01-08,2
109926,2013-01-09,115
109927,2013-01-09,243
109928,2013-01-09,1
109929,2013-01-10,66
109930,2013-01-10,158
109931,2013-01-11,91
109932,2013-01-11,189
109933,2013-01-12,121
109934,2013-01-12,302
109935,2013-01-13,78
109936,2013-01-13,238
109937,2013-01-13,1
109938,2013-01-13,3
109939,2013-01-13,1
109940,2013-01-14,85
109941,2013-01-14,238
109942,2013-01-14,1
109943,2013-01-14,3
109944,2013-01-15,108
109945,2013-01-15,258
109946,2013-01-16,81
109947,2013-01-16,208
109948,2013-01-16,2
109949,2013-01-17,41
109950,2013-01-17,125
109951,2013-01-17,1
109952,2013-01-18,68
109953,2013-01-18,157
109954,2013-01-18,1
109955,2013-01-19,66
109956,2013-01-19,231
109957,2013-01-19,1
109958,2013-01-20,51
109959,2013-01-20,206
109960,2013-01-21,54
109961,2013-01-21,169
109962,2013-01-22,28
109963,2013-01-22,112
109964,2013-01-22,1
109965,2013-01-23,39
109966,2013-01-23,146
109967,2013-01-23,1
109968,2013-01-23,1
109969,2013-01-24,27
109970,2013-01-24,154
109971,2013-01-24,2
109972,2013-01-25,36
109973,2013-01-25,151
109974,2013-01-25,5
109975,2013-01-26,40
109976,2013-01-26,211
109977,2013-01-26,2
109978,2013-01-27,38
109979,2013-01-27,194
109980,2013-01-27,1
109981,2013-01-27,3
109982,2013-01-28,23
109983,2013-01-28,166
109984,2013-01-28,2
109985,2013-01-28,2
109986,2013-01-28,1
109987,2013-01-29,13
109988,2013-01-29,146
109989,2013-01-30,21
109990,2013-01-30,119
109991,2013-01-30,4
109992,2013-01-30,1
109993,2013-01-31,40
109994,2013-01-31,156
109995,2013-01-31,1
109996,2013-02-01,68
109997,2013-02-01,244
109998,2013-02-01,4
109999,2013-02-02,103
110000,2013-02-02,345
110001,2013-02-02,1
110002,2013-02-02,7
110003,2013-02-02,1
110004,2013-02-03,104
110005,2013-02-03,327
110006,2013-02-03,1
110007,2013-02-03,1
110008,2013-02-04,70
110009,2013-02-04,180
110010,2013-02-04,4
110011,2013-02-05,88
110012,2013-02-05,270
110013,2013-02-05,3
110014,2013-02-05,6
110015,2013-02-06,92
110016,2013-02-06,148
110017,2013-02-06,5
110018,2013-02-06,2
110019,2013-02-07,48
110020,2013-02-07,130
110021,2013-02-07,12
110022,2013-02-07,14
110023,2013-02-07,2
110024,2013-02-08,68
110025,2013-02-08,243
110026,2013-02-08,2
110027,2013-02-08,1
110028,2013-02-09,92
110029,2013-02-09,226
110030,2013-02-09,1
110031,2013-02-10,74
110032,2013-02-10,265
110033,2013-02-11,74
110034,2013-02-11,234
110035,2013-02-11,1
110036,2013-02-11,2
110037,2013-02-12,75
110038,2013-02-12,235
110039,2013-02-12,3
110040,2013-02-13,56
110041,2013-02-13,171
110042,2013-02-13,1
110043,2013-02-14,57
110044,2013-02-14,156
110045,2013-02-14,2
110046,2013-02-15,65
110047,2013-02-15,169
110048,2013-02-15,1
110049,2013-02-16,60
110050,2013-02-16,183
110051,2013-02-16,2
110052,2013-02-16,2
110053,2013-02-17,61
110054,2013-02-17,238
110055,2013-02-18,45
110056,2013-02-18,144
110057,2013-02-19,47
110058,2013-02-19,129
110059,2013-02-19,2
110060,2013-02-20,25
110061,2013-02-20,130
110062,2013-02-20,1
110063,2013-02-21,35
110064,2013-02-21,167
110065,2013-02-21,2
110066,2013-02-22,21
110067,2013-02-22,102
110068,2013-02-22,11
110069,2013-02-23,29
110070,2013-02-23,164
110071,2013-02-23,3
110072,2013-02-24,28
110073,2013-02-24,233
110074,2013-02-24,1
110075,2013-02-25,34
110076,2013-02-25,159
110077,2013-02-25,3
110078,2013-02-25,1
110079,2013-02-26,28
110080,2013-02-26,120
110081,2013-02-26,11
110082,2013-02-27,17
110083,2013-02-27,153
110084,2013-02-28,14
110085,2013-02-28,151
110086,2013-03-01,20
110087,2013-03-01,186
110088,2013-03-02,51
110089,2013-03-02,255
110090,2013-03-02,1
110091,2013-03-03,54
110092,2013-03-03,321
110093,2013-03-03,2
110094,2013-03-04,60
110095,2013-03-04,247
110096,2013-03-05,66
110097,2013-03-05,179
110098,2013-03-06,68
110099,2013-03-06,249
110100,2013-03-07,34
110101,2013-03-07,150
110102,2013-03-08,64
110103,2013-03-08,185
110104,2013-03-09,73
110105,2013-03-09,249
110106,2013-03-09,1
110107,2013-03-10,72
110108,2013-03-10,209
110109,2013-03-11,55
110110,2013-03-11,208
110111,2013-03-11,1
110112,2013-03-12,72
110113,2013-03-12,223
110114,2013-03-13,42
110115,2013-03-13,152
110116,2013-03-14,58
110117,2013-03-14,167
110118,2013-03-14,1
110119,2013-03-15,54
110120,2013-03-15,202
110121,2013-03-16,58
110122,2013-03-16,231
110123,2013-03-16,3
110124,2013-03-17,49
110125,2013-03-17,202
110126,2013-03-18,41
110127,2013-03-18,160
110128,2013-03-18,1
110129,2013-03-19,53
110130,2013-03-19,154
110131,2013-03-19,1
110132,2013-03-20,36
110133,2013-03-20,153
110134,2013-03-21,34
110135,2013-03-21,127
110136,2013-03-22,31
110137,2013-03-22,122
110138,2013-03-23,43
110139,2013-03-23,163
110140,2013-03-23,1
110141,2013-03-24,42
110142,2013-03-24,179
110143,2013-03-24,1
110144,2013-03-25,2
110145,2013-03-25,26
110146,2013-03-25,140
110147,2013-03-25,1
110148,2013-03-26,30
110149,2013-03-26,137
110150,2013-03-27,5
110151,2013-03-27,22
110152,2013-03-27,126
110153,2013-03-28,30
110154,2013-03-28,122
110155,2013-03-28,1
110156,2013-03-29,1
110157,2013-03-29,22
110158,2013-03-29,175
110159,2013-03-29,1
110160,2013-03-30,1
110161,2013-03-30,32
110162,2013-03-30,156
110163,2013-03-31,24
110164,2013-03-31,128
110165,2013-04-01,41
110166,2013-04-01,173
110167,2013-04-02,1
110168,2013-04-02,80
110169,2013-04-02,227
110170,2013-04-03,2
110171,2013-04-03,102
110172,2013-04-03,237
110173,2013-04-03,2
110174,2013-04-04,47
110175,2013-04-04,150
110176,2013-04-05,4
110177,2013-04-05,55
110178,2013-04-05,234
110179,2013-04-05,1
110180,2013-04-13,5
110181,2013-04-13,29
110182,2013-04-13,164
110183,2013-04-13,1
110184,2013-04-22,1
110185,2013-04-22,21
110186,2013-04-22,88
110187,2013-04-22,1
110188,2013-04-23,1
110189,2013-04-23,9
110190,2013-04-23,76
110191,2013-04-24,9
110192,2013-04-24,95
110193,2013-04-24,1
110194,2013-04-25,1
110195,2013-04-25,8
110196,2013-04-25,92
110197,2013-04-26,2
110198,2013-04-26,11
110199,2013-04-26,98
110200,2013-04-27,11
110201,2013-04-27,130
110202,2013-04-27,1
110203,2013-04-28,1
110204,2013-04-28,13
110205,2013-04-28,130
110206,2013-04-28,2
110207,2013-04-29,14
110208,2013-04-29,148
110209,2013-04-30,1
110210,2013-04-30,14
110211,2013-04-30,91
110212,2013-04-30,1
110213,2013-05-01,2
110214,2013-05-01,15
110215,2013-05-01,109
110216,2013-05-01,1
110217,2013-05-02,2
110218,2013-05-02,17
110219,2013-05-02,130
110220,2013-05-02,1
110221,2013-05-03,37
110222,2013-05-03,198
110223,2013-05-03,1
110224,2013-05-04,23
110225,2013-05-04,99
110226,2013-05-05,1
110227,2013-05-05,37
110228,2013-05-05,143
110229,2013-05-05,1
110230,2013-05-06,1
110231,2013-05-06,38
110232,2013-05-06,146
110233,2013-05-06,1
110234,2013-05-07,7
110235,2013-05-07,92
110236,2013-05-08,22
110237,2013-05-08,124
110238,2013-05-09,1
110239,2013-05-09,27
110240,2013-05-09,137
110241,2013-05-09,2
110242,2013-05-10,7
110243,2013-05-10,15
110244,2013-05-10,158
110245,2013-05-11,5
110246,2013-05-11,37
110247,2013-05-11,193
110248,2013-05-12,3
110249,2013-05-12,16
110250,2013-05-12,119
110251,2013-05-13,2
110252,2013-05-13,25
110253,2013-05-13,127
110254,2013-05-14,28
110255,2013-05-14,139
110256,2013-05-15,2
110257,2013-05-15,31
110258,2013-05-15,132
110259,2013-05-15,2
110260,2013-05-16,2
110261,2013-05-16,22
110262,2013-05-16,131
110263,2013-05-16,1
110264,2013-05-17,2
110265,2013-05-17,18
110266,2013-05-17,95
110267,2013-05-18,1
110268,2013-05-18,25
110269,2013-05-18,108
110270,2013-05-18,2
110271,2013-05-19,15
110272,2013-05-19,153
110273,2013-05-20,13
110274,2013-05-20,89
110275,2013-05-21,13
110276,2013-05-21,77
110277,2013-05-22,9
110278,2013-05-22,101
110279,2013-05-22,3
110280,2013-05-23,14
110281,2013-05-23,105
110282,2013-05-24,8
110283,2013-05-24,116
110284,2013-06-01,6
110285,2013-06-01,20
110286,2013-06-01,119
110287,2013-06-02,3
110288,2013-06-02,52
110289,2013-06-02,178
110290,2013-06-02,1
110291,2013-06-03,2
110292,2013-06-03,47
110293,2013-06-03,212
110294,2013-06-04,1
110295,2013-06-04,27
110296,2013-06-04,112
110297,2013-06-04,2
110298,2013-06-05,4
110299,2013-06-05,31
110300,2013-06-05,162
110301,2013-06-05,2
110302,2013-06-06,2
110303,2013-06-06,29
110304,2013-06-06,179
110305,2013-06-06,3
110306,2013-06-07,1
110307,2013-06-07,32
110308,2013-06-07,114
110309,2013-06-07,1
110310,2013-06-08,41
110311,2013-06-08,148
110312,2013-06-09,1
110313,2013-06-09,58
110314,2013-06-09,177
110315,2013-06-10,3
110316,2013-06-10,39
110317,2013-06-10,137
110318,2013-06-10,2
110319,2013-06-11,35
110320,2013-06-11,146
110321,2013-06-11,2
110322,2013-06-19,1
110323,2013-06-19,15
110324,2013-06-19,92
110325,2013-06-20,2
110326,2013-06-20,27
110327,2013-06-20,115
110328,2013-06-20,1
110329,2013-06-21,2
110330,2013-06-21,19
110331,2013-06-21,141
110332,2013-06-21,2
110333,2013-06-29,3
110334,2013-06-29,22
110335,2013-06-29,130
110336,2013-06-29,1
110337,2013-06-30,27
110338,2013-06-30,161
110339,2013-06-30,3
110340,2013-07-01,1
110341,2013-07-01,28
110342,2013-07-01,131
110343,2013-07-02,50
110344,2013-07-02,208
110345,2013-07-02,1
110346,2013-07-03,3
110347,2013-07-03,61
110348,2013-07-03,200
110349,2013-07-03,1
110350,2013-07-04,18
110351,2013-07-04,151
110352,2013-07-05,54
110353,2013-07-05,163
110354,2013-07-05,4
110355,2013-07-06,48
110356,2013-07-06,167
110357,2013-07-06,1
110358,2013-07-07,44
110359,2013-07-07,156
110360,2013-07-08,53
110361,2013-07-08,195
110362,2013-07-09,56
110363,2013-07-09,157
110364,2013-07-09,1
110365,2013-07-10,16
110366,2013-07-10,132
110367,2013-07-10,1
110368,2013-07-11,36
110369,2013-07-11,138
110370,2013-07-12,57
110371,2013-07-12,112
110372,2013-07-12,1
110373,2013-07-13,26
110374,2013-07-13,140
110375,2013-07-13,2
110376,2013-07-14,49
110377,2013-07-14,223
110378,2013-07-15,45
110379,2013-07-15,176
110380,2013-07-15,3
110381,2013-07-16,31
110382,2013-07-16,92
110383,2013-07-17,35
110384,2013-07-17,155
110385,2013-07-18,39
110386,2013-07-18,120
110387,2013-07-18,1
110388,2013-07-19,28
110389,2013-07-19,3
110390,2013-07-19,3
110391,2013-07-20,23
110392,2013-07-20,135
110393,2013-07-21,30
110394,2013-07-21,128
110395,2013-07-22,18
110396,2013-07-22,122
110397,2013-07-23,30
110398,2013-07-23,104
110399,2013-07-23,1
110400,2013-07-24,22
110401,2013-07-24,92
110402,2013-07-25,1
110403,2013-07-25,21
110404,2013-07-25,87
110405,2013-07-26,45
110406,2013-07-26,172
110407,2013-07-27,37
110408,2013-07-27,108
110409,2013-07-28,2
110410,2013-07-28,21
110411,2013-07-28,176
110412,2013-07-29,23
110413,2013-07-29,108
110414,2013-07-30,31
110415,2013-07-30,103
110416,2013-07-31,1
110417,2013-07-31,17
110418,2013-07-31,120
110419,2013-07-31,1
110420,2013-08-01,1
110421,2013-08-01,37
110422,2013-08-01,121
110423,2013-08-02,1
110424,2013-08-02,62
110425,2013-08-02,167
110426,2013-08-02,1
110427,2013-08-03,1
110428,2013-08-03,48
110429,2013-08-03,176
110430,2013-08-03,1
110431,2013-08-04,3
110432,2013-08-04,35
110433,2013-08-04,103
110434,2013-08-05,2
110435,2013-08-05,53
110436,2013-08-05,70
110437,2013-08-05,3
110438,2013-08-06,63
110439,2013-08-06,138
110440,2013-08-07,43
110441,2013-08-07,72
110442,2013-08-08,1
110443,2013-08-08,51
110444,2013-08-08,125
110445,2013-08-08,1
110446,2013-08-16,32
110447,2013-08-16,135
110448,2013-08-17,2
110449,2013-08-17,27
110450,2013-08-17,112
110451,2013-08-17,1
110452,2013-08-18,3
110453,2013-08-18,45
110454,2013-08-18,132
110455,2013-08-26,13
110456,2013-08-26,109
110457,2013-08-26,1
110458,2013-08-27,16
110459,2013-08-27,106
110460,2013-08-27,1
110461,2013-08-28,20
110462,2013-08-28,118
110463,2013-08-29,1
110464,2013-08-29,23
110465,2013-08-29,116
110466,2013-08-29,2
110467,2013-08-30,21
110468,2013-08-30,132
110469,2013-08-31,19
110470,2013-08-31,158
110471,2013-08-31,1
110472,2013-09-01,1
110473,2013-09-01,18
110474,2013-09-01,129
110475,2013-09-01,1
110476,2013-09-02,1
110477,2013-09-02,55
110478,2013-09-02,200
110479,2013-09-02,1
110480,2013-09-03,2
110481,2013-09-03,45
110482,2013-09-03,133
110483,2013-09-03,4
110484,2013-09-04,21
110485,2013-09-04,91
110486,2013-09-04,1
110487,2013-09-05,2
110488,2013-09-05,33
110489,2013-09-05,139
110490,2013-09-06,1
110491,2013-09-06,51
110492,2013-09-06,123
110493,2013-09-07,55
110494,2013-09-07,107
110495,2013-09-08,65
110496,2013-09-08,183
110497,2013-09-09,55
110498,2013-09-09,165
110499,2013-09-09,1
110500,2013-09-10,1
110501,2013-09-10,25
110502,2013-09-10,95
110503,2013-09-10,2
110504,2013-09-11,4
110505,2013-09-11,46
110506,2013-09-11,146
110507,2013-09-11,1
110508,2013-09-12,4
110509,2013-09-12,38
110510,2013-09-12,142
110511,2013-09-12,2
110512,2013-09-13,5
110513,2013-09-13,21
110514,2013-09-13,80
110515,2013-09-13,1
110516,2013-09-14,33
110517,2013-09-14,188
110518,2013-09-15,2
110519,2013-09-15,55
110520,2013-09-15,195
110521,2013-09-16,3
110522,2013-09-16,32
110523,2013-09-16,125
110524,2013-09-16,2
110525,2013-09-17,25
110526,2013-09-17,92
110527,2013-09-18,17
110528,2013-09-18,98
110529,2013-09-18,2
110530,2013-09-19,10
110531,2013-09-19,66
110532,2013-09-20,21
110533,2013-09-20,79
110534,2013-09-20,1
110535,2013-09-21,12
110536,2013-09-21,97
110537,2013-09-22,22
110538,2013-09-22,139
110539,2013-09-23,13
110540,2013-09-23,65
110541,2013-09-24,13
110542,2013-09-24,78
110543,2013-09-24,1
110544,2013-09-25,3
110545,2013-09-25,11
110546,2013-09-25,105
110547,2013-09-26,1
110548,2013-09-26,13
110549,2013-09-26,68
110550,2013-09-26,2
110551,2013-09-27,9
110552,2013-09-27,95
110553,2013-09-28,22
110554,2013-09-28,135
110555,2013-09-28,2
110556,2013-09-29,21
110557,2013-09-29,138
110558,2013-09-30,23
110559,2013-09-30,144
110560,2013-09-30,1
110561,2013-10-01,14
110562,2013-10-01,112
110563,2013-10-01,1
110564,2013-10-09,38
110565,2013-10-09,131
110566,2013-10-09,3
110567,2013-10-10,19
110568,2013-10-10,110
110569,2013-10-10,1
110570,2013-10-11,19
110571,2013-10-11,110
110572,2013-10-12,45
110573,2013-10-12,158
110574,2013-10-13,30
110575,2013-10-13,178
110576,2013-10-13,3
110577,2013-10-14,29
110578,2013-10-14,119
110579,2013-10-14,1
110580,2013-10-15,37
110581,2013-10-15,120
110582,2013-10-15,1
110583,2013-10-16,35
110584,2013-10-16,156
110585,2013-10-16,1
110586,2013-10-17,31
110587,2013-10-17,103
110588,2013-10-17,3
110589,2013-10-18,11
110590,2013-10-18,104
110591,2013-10-18,1
110592,2013-10-19,24
110593,2013-10-19,121
110594,2013-10-20,25
110595,2013-10-20,167
110596,2013-10-21,18
110597,2013-10-21,76
110598,2013-10-22,15
110599,2013-10-22,78
110600,2013-10-22,2
110601,2013-10-23,13
110602,2013-10-23,99
110603,2013-10-24,8
110604,2013-10-24,93
110605,2013-10-25,18
110606,2013-10-25,81
110607,2013-10-25,3
110608,2013-10-26,25
110609,2013-10-26,110
110610,2013-10-27,19
110611,2013-10-27,130
110612,2013-10-28,14
110613,2013-10-28,104
110614,2013-10-28,1
110615,2013-10-29,8
110616,2013-10-29,98
110617,2013-10-30,16
110618,2013-10-30,92
110619,2013-10-31,14
110620,2013-10-31,74
110621,2013-11-01,25
110622,2013-11-01,142
110623,2013-11-02,40
110624,2013-11-02,152
110625,2013-11-02,2
110626,2013-11-03,47
110627,2013-11-03,245
110628,2013-11-03,3
110629,2013-11-04,15
110630,2013-11-04,82
110631,2013-11-04,3
110632,2013-11-05,45
110633,2013-11-05,124
110634,2013-11-06,38
110635,2013-11-06,122
110636,2013-11-07,21
110637,2013-11-07,32
110638,2013-11-08,35
110639,2013-11-08,109
110640,2013-11-08,1
110641,2013-11-09,49
110642,2013-11-09,130
110643,2013-11-10,39
110644,2013-11-10,153
110645,2013-11-10,1
110646,2013-11-11,51
110647,2013-11-11,120
110648,2013-11-12,42
110649,2013-11-12,98
110650,2013-11-13,21
110651,2013-11-13,81
110652,2013-11-13,1
110653,2013-11-21,19
110654,2013-11-21,59
110655,2013-11-22,19
110656,2013-11-22,86
110657,2013-11-22,1
110658,2013-11-23,34
110659,2013-11-23,100
110660,2013-11-24,21
110661,2013-11-24,123
110662,2013-11-24,2
110663,2013-11-25,12
110664,2013-11-25,71
110665,2013-11-26,23
110666,2013-11-26,120
110667,2013-11-27,24
110668,2013-11-27,108
110669,2013-11-28,9
110670,2013-11-28,56
110671,2013-11-29,10
110672,2013-11-29,29
