,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
15834,18,2014-03-11,81,56,69,11,51,58,0, 4,0643,1831,Not_MO,0.0,0.00,29.16,29.67, 6.2,19,12.0
15835,19,2014-03-11,49,33,41, 8,32,37,24, 0,0611,1753,Not_MO,  T,0.06,29.00,29.74, 8.4,01,9.7
15836,20,2014-03-11,81,58,70,M,52,58,0, 5,-,-,Not_MO,0.0,0.00,28.96,29.67, 4.1,19,11.1
15837,1,2014-03-12,43,34,39,M,33,36,26, 0,-,-,Not_MO,M,0.38,29.34,29.43, 6.4,03,7.3
15838,2,2014-03-12,46,33,40, 7,31,36,25, 0,0605,1750,Not_MO,0.0,0.48,28.38,29.39, 6.4,03,8.0
15839,3,2014-03-12,59,37,48,-2,26,39,17, 0,0639,1827,MO,0.0,0.00,29.47,30.16,12.7,34,14.2
15840,4,2014-03-12,70,49,60,-1,28,44,5, 0,0645,1837,MO,0.0,0.00,29.49,30.15,10.9,35,11.2
15841,5,2014-03-12,M,M,M,M,34,M,M,M,0602,1747,MO,M,M,M,29.41, 1.2,05,M
15842,6,2014-03-12,67,38,53,-5,32,45,12, 0,0644,1836,MO,0.0,0.00,29.65,30.13,19.0,36,19.4
15843,7,2014-03-12,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.86,M,12.7,35,14.9
15844,8,2014-03-12,67,43,55,M,37,48,10, 0,-,-,MO,M,0.00,29.73,M,13.8,35,13.7
15845,9,2014-03-12,30,18,24,M,11,21,41, 0,-,-,MO,M,0.00,29.31,30.10, 6.8,33,9.6
15846,10,2014-03-12,83,64,74,M,57,63,0, 9,0640,1833,Not_MO,M,  T,29.70,29.72,12.9,24,15.2
15847,11,2014-03-12,80,57,69, 8,58,62,0, 4,0641,1833,Not_MO,0.0,0.26,29.68,29.72,10.4,25,12.8
15848,12,2014-03-12,82,60,71,M,56,62,0, 6,-,-,Not_MO,0.0,0.01,29.68,29.72,10.2,26,11.6
15849,13,2014-03-12,50,12,31,M,10,24,34, 0,-,-,MO,M,0.00,24.38,30.35, 4.7,18,6.1
15850,14,2014-03-12,59,37,48,-2,25,38,17, 0,0646,1834,MO,0.0,0.00,28.84,30.20,14.5,35,16.6
15851,15,2014-03-12,37,31,34, 2,32,33,31, 0,0604,1748,Not_MO,  T,0.78,29.12,29.44, 3.6,35,4.8
15852,16,2014-03-12,45,35,40,M,35,38,25, 0,-,-,Not_MO,M,0.34,29.36,29.39, 4.7,02,5.8
15853,17,2014-03-12,60,35,48,M,27,39,17, 0,-,-,MO,0.0,0.00,29.53,30.19, 8.2,35,8.4
15854,18,2014-03-12,63,45,54,-4,25,42,11, 0,0642,1832,MO,0.0,0.00,29.68,30.17,16.3,35,16.7
15855,19,2014-03-12,33,17,25,-9,11,20,40, 0,0609,1754,MO,0.0,0.00,29.25,29.98,15.5,02,16.2
15856,20,2014-03-12,63,44,54,M,25,42,11, 0,-,-,MO,0.0,0.00,29.47,30.15,16.8,34,17.2
15857,1,2014-03-13,34,14,24,M,8,17,41, 0,-,-,Not_MO,M,0.04,29.23,29.49,13.5,32,14.8
15858,2,2014-03-13,33,9,21,-12,5,13,44, 0,0603,1751,Not_MO,3.1,0.16,28.28,29.48,19.4,31,20.0
15859,3,2014-03-13,70,37,54, 4,21,41,11, 0,0638,1828,MO,0.0,0.00,29.34,30.08, 8.1,20,9.1
15860,4,2014-03-13,68,37,53,-8,28,44,12, 0,0644,1837,MO,0.0,0.00,29.51,30.22, 2.2,16,4.5
15861,5,2014-03-13,M,M,M,M,11,M,M,M,0600,1748,MO,M,M,M,29.46,16.9,31,M
15862,6,2014-03-13,66,35,51,-7,32,43,14, 0,0643,1837,MO,0.0,0.00,29.68,30.22, 3.5,18,5.8
15863,7,2014-03-13,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.69,M,12.6,20,13.2
15864,8,2014-03-13,66,34,50,M,37,45,15, 0,-,-,MO,M,0.00,29.88,M, 2.5,15,2.5
15865,9,2014-03-13,47,18,33,M,27,31,32, 0,-,-,Not_MO,M,0.00,28.94,29.77, 6.3,15,7.2
15866,10,2014-03-13,65,48,57,M,27,44,8, 0,0639,1833,MO,M,0.00,30.03,30.09,12.3,32,12.6
15867,11,2014-03-13,62,38,50,-11,29,42,15, 0,0639,1833,MO,0.0,0.00,30.02,30.10,10.8,32,11.1
15868,12,2014-03-13,64,44,54,M,28,43,11, 0,-,-,MO,0.0,0.00,30.01,30.09,13.7,33,13.9
15869,13,2014-03-13,60,23,42,M,12,32,23, 0,-,-,MO,M,0.00,24.16,29.95, 3.4,28,7.0
15870,14,2014-03-13,70,32,51, 1,20,39,14, 0,0644,1835,MO,0.0,0.00,28.69,30.10,10.8,20,11.6
15871,15,2014-03-13,32,12,22,-10,6,14,43, 0,0602,1749,Not_MO,2.5,0.15,29.03,29.50,16.1,31,16.5
15872,16,2014-03-13,35,15,25,M,10,18,40, 0,-,-,Not_MO,M,0.03,29.24,29.45,14.5,31,15.6
15873,17,2014-03-13,72,29,51,M,23,41,14, 0,-,-,MO,0.0,0.00,29.41,30.11, 5.9,21,6.3
15874,18,2014-03-13,69,39,54,-4,25,42,11, 0,0641,1833,MO,0.0,0.00,29.65,30.18, 6.0,18,6.5
15875,19,2014-03-13,38,14,26,-8,17,24,39, 0,0608,1755,MO,0.0,0.00,29.17,29.97,12.0,21,12.6
15876,20,2014-03-13,69,37,53,M,24,43,12, 0,-,-,MO,0.0,0.00,29.44,30.17, 4.6,19,6.9
15877,1,2014-03-14,37,12,25,M,7,21,40, 0,-,-,MO,M,0.00,29.88,30.04, 8.6,23,9.3
15878,2,2014-03-14,34,9,22,-12,8,19,43, 0,0602,1752,MO,0.0,0.00,28.89,30.03,13.4,23,15.2
15879,3,2014-03-14,73,49,61,10,28,45,4, 0,0636,1829,MO,0.0,0.00,29.22,29.94, 5.6,18,8.8
15880,4,2014-03-14,75,49,62, 1,51,56,3, 0,0642,1838,MO,0.0,0.00,29.34,30.03, 4.1,17,5.4
15881,5,2014-03-14,M,M,M,M,9,M,M,M,0559,1749,MO,M,M,M,30.06,13.6,22,M
15882,6,2014-03-14,74,42,58,-1,51,55,7, 0,0642,1838,MO,0.0,0.00,29.50,30.03, 7.2,18,7.7
15883,7,2014-03-14,M,M,M,M,M,M,M,M,-,-,MO,M,  T,28.57,M, 6.3,20,9.7
15884,8,2014-03-14,73,48,61,M,55,58,4, 0,-,-,MO,M,0.00,29.68,M, 2.6,17,2.6
15885,9,2014-03-14,42,26,34,M,25,32,31, 0,-,-,MO,M,0.00,28.94,29.73,14.6,30,15.7
15886,10,2014-03-14,71,43,57,M,42,50,8, 0,0638,1834,MO,M,0.00,30.24,30.25, 5.1,12,6.9
15887,11,2014-03-14,68,35,52,-10,42,47,13, 0,0638,1834,MO,0.0,0.00,30.22,30.26, 3.8,12,4.3
15888,12,2014-03-14,68,38,53,M,43,49,12, 0,-,-,MO,0.0,0.00,30.22,30.26, 4.1,10,4.7
15889,13,2014-03-14,59,25,42,M,19,33,23, 0,-,-,MO,M,0.00,24.17,29.94, 6.9,16,8.3
15890,14,2014-03-14,73,46,60,10,27,45,5, 0,0643,1836,MO,0.0,0.00,28.57,29.95, 5.2,20,6.7
15891,15,2014-03-14,34,5,20,-13,6,19,45, 0,0600,1751,MO,0.0,0.00,29.62,30.01, 3.9,20,5.7
15892,16,2014-03-14,38,10,24,M,8,22,41, 0,-,-,MO,M,0.00,29.91,30.02, 9.8,23,10.6
15893,17,2014-03-14,75,46,61,M,31,46,4, 0,-,-,MO,0.0,0.00,29.28,29.98, 4.6,20,5.9
15894,18,2014-03-14,72,48,60, 2,45,52,5, 0,0639,1834,MO,0.0,0.00,29.49,30.01,11.7,18,12.5
15895,19,2014-03-14,53,38,46,12,28,37,19, 0,0606,1756,MO,0.0,0.00,28.89,29.65,16.4,25,18.1
15896,20,2014-03-14,74,47,61,M,45,52,4, 0,-,-,MO,0.0,0.00,29.29,30.00, 9.2,17,9.5
15897,1,2014-03-15,54,35,45,M,27,36,20, 0,-,-,Not_MO,M,0.01,29.59,29.76,12.1,24,13.4
15898,2,2014-03-15,49,30,40, 6,28,35,25, 0,0560,1754,Not_MO,0.0,0.09,28.66,29.78,14.9,25,16.2
15899,3,2014-03-15,69,43,56, 5,47,52,9, 0,0635,1830,Not_MO,0.0,0.28,29.11,29.85, 4.8,16,7.5
15900,4,2014-03-15,74,62,68, 6,61,62,0, 3,0641,1838,Not_MO,0.0,0.07,29.10,29.82, 2.2,15,3.6
15901,5,2014-03-15,M,M,M,M,30,M,M,M,0557,1751,MO,M,M,M,29.79,14.1,24,M
15902,6,2014-03-15,76,58,67, 8,61,62,0, 2,0641,1838,Not_MO,0.0,0.05,29.26,29.82, 4.2,17,5.4
15903,7,2014-03-15,M,M,M,M,M,M,M,M,-,-,Not_MO,0.0,0.55,28.46,M, 5.5,16,8.8
15904,8,2014-03-15,78,64,71,M,66,66,0, 6,-,-,Not_MO,M,0.11,29.47,M, 1.2,16,1.3
15905,9,2014-03-15,31,20,26,M,12,22,39, 0,-,-,MO,M,0.00,29.49,30.21, 7.5,01,8.3
15906,10,2014-03-15,78,55,67,M,51,58,0, 2,0637,1835,MO,M,0.00,30.09,30.11, 4.3,17,6.0
15907,11,2014-03-15,77,46,62, 0,51,55,3, 0,0637,1835,MO,0.0,0.00,30.09,30.11, 3.4,21,5.0
15908,12,2014-03-15,77,48,63,M,51,56,2, 0,-,-,MO,0.0,0.00,30.09,30.12, 3.1,18,4.8
15909,13,2014-03-15,45,23,34,M,17,30,31, 0,-,-,MO,M,0.00,24.28,30.08, 9.6,35,12.8
15910,14,2014-03-15,64,48,56, 5,49,52,9, 0,0641,1837,Not_MO,0.0,0.49,28.45,29.82, 4.9,15,8.7
15911,15,2014-03-15,50,32,41, 8,25,34,24, 0,0559,1752,MO,0.0,  T,29.35,29.73, 7.3,25,10.7
15912,16,2014-03-15,55,36,46,M,29,38,19, 0,-,-,Not_MO,M,0.01,29.64,29.74, 9.9,25,11.6
15913,17,2014-03-15,68,41,55,M,48,51,10, 0,-,-,Not_MO,M,0.21,29.17,29.88, 2.8,17,3.4
15914,18,2014-03-15,67,53,60, 1,55,57,5, 0,0638,1834,Not_MO,0.0,1.27,29.30,29.83, 7.5,14,9.1
15915,19,2014-03-15,39,22,31,-4,20,27,34, 0,0604,1758,Not_MO,  T,  T,29.42,30.14, 8.1,03,12.4
15916,20,2014-03-15,67,52,60,M,56,58,5, 0,-,-,Not_MO,0.0,0.89,29.10,29.82, 5.8,14,7.2
15917,1,2014-03-16,35,19,27,M,3,21,38, 0,-,-,MO,M,0.00,29.89,30.09,12.0,29,13.2
15918,2,2014-03-16,30,19,25,-9,5,19,40, 0,0558,1755,MO,  T,  T,28.93,30.08,13.3,30,14.3
15919,3,2014-03-16,53,30,42,-9,35,38,23, 0,0633,1831,Not_MO,  T,0.81,29.31,30.00,18.0,35,18.3
15920,4,2014-03-16,64,48,56,-6,42,50,9, 0,0640,1839,MO,0.0,0.00,29.25,29.94,10.1,34,10.5
15921,5,2014-03-16,M,M,M,M,7,M,M,M,0555,1752,MO,M,M,M,30.09,13.8,29,M
15922,6,2014-03-16,65,48,57,-2,44,51,8, 0,0640,1839,MO,0.0,0.00,29.41,29.92,15.9,34,17.2
15923,7,2014-03-16,M,M,M,M,M,M,M,M,-,-,Not_MO,M,0.22,28.70,M,21.3,35,20.7
15924,8,2014-03-16,70,46,58,M,50,54,7, 0,-,-,Not_MO,M,0.17,29.53,M,11.7,34,14.1
15925,9,2014-03-16,25,11,18,M,5,16,47, 0,-,-,MO,M,0.00,29.52,30.36, 6.0,13,8.2
15926,10,2014-03-16,86,64,75,M,57,63,0,10,0636,1835,MO,M,  T,29.86,29.85, 8.0,19,12.7
15927,11,2014-03-16,84,57,71, 9,58,61,0, 6,0636,1835,Not_MO,0.0,0.02,29.84,29.85, 7.7,20,11.6
15928,12,2014-03-16,84,59,72,M,56,61,0, 7,-,-,MO,0.0,  T,29.85,29.86, 8.6,20,12.0
15929,13,2014-03-16,61,20,41,M,15,31,24, 0,-,-,MO,M,0.00,24.29,30.17, 3.2,28,7.5
15930,14,2014-03-16,53,35,44,-7,29,36,21, 0,0640,1838,Not_MO,  T,0.17,28.67,30.05,23.6,35,23.9
15931,15,2014-03-16,33,13,23,-10,6,19,42, 0,0557,1753,Not_MO,  T,  T,29.65,30.09,12.1,31,13.1
15932,16,2014-03-16,36,20,28,M,5,22,37, 0,-,-,MO,M,0.00,29.91,30.06,11.3,30,12.1
15933,17,2014-03-16,55,33,44,M,35,39,21, 0,-,-,Not_MO,M,0.92,29.36,30.03,10.6,36,11.3
15934,18,2014-03-16,56,42,49,-10,38,43,16, 0,0637,1835,MO,0.0,0.00,29.46,29.96,17.5,34,17.8
15935,19,2014-03-16,22,16,19,-16,9,17,46, 0,0602,1759,Not_MO,0.1,  T,29.56,30.35,14.5,05,14.9
15936,20,2014-03-16,57,42,50,M,38,44,15, 0,-,-,Not_MO,0.0,0.00,29.24,29.94,17.9,33,18.4
15937,1,2014-03-17,30,14,22,M,-6,15,43, 0,-,-,Not_MO,M,  T,29.98,30.16, 6.2,34,7.1
15938,2,2014-03-17,30,11,21,-14,-4,15,44, 0,0557,1756,MO,0.0,0.00,28.96,30.11, 4.1,02,5.0
15939,3,2014-03-17,56,24,40,-12,26,35,25, 0,0632,1832,MO,0.0,0.00,29.07,29.84, 5.0,16,7.9
15940,4,2014-03-17,68,41,55,-7,27,43,10, 0,0639,1840,MO,0.0,0.00,29.19,29.91, 1.5,33,5.8
15941,5,2014-03-17,M,M,M,M,-1,M,M,M,0553,1753,MO,M,M,M,30.13, 6.0,35,M
15942,6,2014-03-17,67,42,55,-5,30,43,10, 0,0638,1839,MO,0.0,0.00,29.36,29.91, 3.2,34,9.4
15943,7,2014-03-17,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.38,M,10.5,18,10.8
15944,8,2014-03-17,65,42,54,M,37,45,11, 0,-,-,MO,M,0.00,29.57,M, 3.9,34,6.3
15945,9,2014-03-17,35,23,29,M,20,26,36, 0,-,-,Not_MO,M,0.09,28.92,29.75,12.9,14,13.6
15946,10,2014-03-17,66,61,64,M,60,62,1, 0,0635,1836,Not_MO,M,2.38,29.72,29.73, 1.8,07,6.8
15947,11,2014-03-17,65,59,62, 0,61,61,3, 0,0635,1836,Not_MO,0.0,1.88,29.70,29.73, 1.3,08,5.7
15948,12,2014-03-17,66,60,63,M,60,61,2, 0,-,-,Not_MO,0.0,2.15,29.70,29.73, 1.9,09,4.9
15949,13,2014-03-17,68,36,52,M,12,35,13, 0,-,-,MO,M,0.00,23.82,29.48, 8.9,25,13.1
15950,14,2014-03-17,62,25,44,-7,27,38,21, 0,0639,1839,MO,0.0,0.00,28.36,29.81, 8.6,18,10.7
15951,15,2014-03-17,27,9,18,-16,-3,13,47, 0,0555,1754,MO,0.0,0.00,29.75,30.15, 7.3,32,7.7
15952,16,2014-03-17,31,15,23,M,0,16,42, 0,-,-,MO,M,0.00,30.01,30.13, 5.1,34,6.5
15953,17,2014-03-17,58,25,42,M,26,37,23, 0,-,-,Not_MO,0.0,0.00,29.13,29.86, 3.6,16,5.6
15954,18,2014-03-17,61,36,49,-10,27,40,16, 0,0635,1836,MO,0.0,0.00,29.33,29.88, 1.5,18,9.3
15955,19,2014-03-17,32,17,25,-10,15,23,40, 0,0601,1760,MO,0.0,0.00,29.15,29.96,11.2,14,11.9
15956,20,2014-03-17,63,34,49,M,28,41,16, 0,-,-,MO,0.0,0.00,29.13,29.87, 1.6,33,7.7
15957,1,2014-03-18,38,12,25,M,7,21,40, 0,-,-,MO,M,0.00,30.12,30.32, 2.1,03,3.5
15958,2,2014-03-18,37,14,26,-9,4,20,39, 0,0555,1757,MO,0.0,0.00,29.11,30.28, 2.8,06,4.5
15959,3,2014-03-18,75,43,59, 7,34,46,6, 0,0630,1832,MO,0.0,0.00,28.86,29.57,13.2,21,22.1
15960,4,2014-03-18,83,47,65, 3,43,53,0, 0,0638,1840,MO,0.0,0.00,29.07,29.76, 7.6,18,8.4
15961,5,2014-03-18,M,M,M,M,10,M,M,M,0552,1754,MO,M,M,M,30.31, 5.9,05,M
15962,6,2014-03-18,82,40,61, 1,46,53,4, 0,0637,1840,MO,0.0,0.00,29.23,29.75,13.3,18,13.6
15963,7,2014-03-18,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.27,M,10.6,23,22.9
15964,8,2014-03-18,81,44,63,M,53,57,2, 0,-,-,MO,M,0.00,29.42,M, 9.4,18,9.4
15965,9,2014-03-18,36,29,33,M,23,29,32, 0,-,-,Not_MO,M,0.10,29.00,29.76, 7.3,05,9.4
15966,10,2014-03-18,63,54,59,M,52,55,6, 0,0633,1837,Not_MO,M,0.61,29.85,29.91, 8.7,03,9.7
15967,11,2014-03-18,61,50,56,-6,52,53,9, 0,0633,1837,Not_MO,0.0,0.52,29.84,29.92, 5.9,03,7.4
15968,12,2014-03-18,63,53,58,M,51,53,7, 0,-,-,Not_MO,0.0,0.54,29.83,29.92, 7.4,03,8.5
15969,13,2014-03-18,36,20,28,M,15,25,37, 0,-,-,Not_MO,M,0.02,24.08,29.85,11.7,36,14.9
15970,14,2014-03-18,75,44,60, 8,28,44,5, 0,0637,1839,Not_MO,0.0,0.00,28.25,29.59,11.2,24,23.7
15971,15,2014-03-18,38,4,21,-13,3,17,44, 0,0553,1756,MO,0.0,0.00,29.89,30.31, 0.4,04,2.0
15972,16,2014-03-18,35,15,25,M,11,21,40, 0,-,-,MO,M,0.00,30.16,30.29, 1.8,09,6.1
15973,17,2014-03-18,77,45,61,M,33,46,4, 0,-,-,MO,0.0,0.00,28.93,29.61,10.4,21,15.2
15974,18,2014-03-18,82,49,66, 7,36,50,0, 1,0634,1837,Not_MO,0.0,0.00,29.16,29.67,11.2,19,17.1
15975,19,2014-03-18,41,29,35,-1,28,32,30, 0,0559,1801,Not_MO,0.0,0.00,29.05,29.85,12.8,13,13.4
15976,20,2014-03-18,82,48,65,M,38,51,0, 0,-,-,Not_MO,0.0,0.00,28.97,29.66, 9.0,18,13.5
15977,1,2014-03-19,42,19,31,M,22,29,34, 0,-,-,Not_MO,M,0.01,30.14,30.26, 3.4,10,4.9
15978,2,2014-03-19,42,23,33,-2,19,28,32, 0,0553,1758,Not_MO,  T,0.28,29.12,30.21, 6.4,11,7.8
15979,3,2014-03-19,61,39,50,-2,27,39,15, 0,0629,1833,MO,0.0,0.00,29.42,30.11,10.0,31,10.9
15980,4,2014-03-19,72,51,62,-1,34,48,3, 0,0636,1841,Not_MO,0.0,0.00,29.44,30.09, 4.2,02,6.4
15981,5,2014-03-19,M,M,M,M,23,M,M,M,0550,1755,MO,M,M,M,30.24, 8.1,10,M
15982,6,2014-03-19,70,43,57,-3,38,49,8, 0,0636,1841,Not_MO,0.0,0.00,29.59,30.08,10.0,01,11.5
15983,7,2014-03-19,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.80,M, 9.6,34,10.9
15984,8,2014-03-19,70,54,62,M,45,53,3, 0,-,-,Not_MO,M,0.00,29.71,M, 5.5,36,7.0
15985,9,2014-03-19,36,26,31,M,23,29,34, 0,-,-,Not_MO,M,0.01,29.16,29.91,11.0,31,11.7
15986,10,2014-03-19,63,55,59,M,52,55,6, 0,0632,1837,Not_MO,M,0.00,30.08,30.10, 4.9,06,5.7
15987,11,2014-03-19,61,48,55,-7,51,53,10, 0,0632,1837,Not_MO,0.0,  T,30.07,30.11, 2.6,03,3.3
15988,12,2014-03-19,62,49,56,M,51,53,9, 0,-,-,Not_MO,0.0,  T,30.06,30.11, 3.3,03,3.7
15989,13,2014-03-19,55,19,37,M,8,27,28, 0,-,-,MO,M,0.00,24.23,30.10, 2.1,19,7.1
15990,14,2014-03-19,61,37,49,-3,27,39,16, 0,0636,1840,MO,0.0,0.00,28.78,30.13,12.2,34,13.2
15991,15,2014-03-19,39,13,26,-8,21,26,39, 0,0552,1757,Not_MO,2.0,0.22,29.89,30.25, 4.2,11,4.7
15992,16,2014-03-19,41,17,29,M,24,29,36, 0,-,-,Not_MO,M,  T,30.16,30.24, 6.6,12,8.6
15993,17,2014-03-19,62,35,49,M,28,40,16, 0,-,-,MO,0.0,0.00,29.49,30.13, 4.8,32,6.4
15994,18,2014-03-19,66,46,56,-4,32,44,9, 0,0633,1837,Not_MO,0.0,0.00,29.64,30.12, 9.0,34,9.2
15995,19,2014-03-19,40,34,37, 1,31,35,28, 0,0557,1801,Not_MO,  T,0.07,29.01,29.74, 9.2,29,11.7
15996,20,2014-03-19,66,46,56,M,32,44,9, 0,-,-,Not_MO,0.0,0.00,29.42,30.11,10.7,34,10.9
15997,1,2014-03-20,49,34,42,M,30,37,23, 0,-,-,Not_MO,M,0.51,29.57,29.70, 8.4,28,10.9
15998,2,2014-03-20,45,30,38, 3,30,34,27, 0,0551,1759,Not_MO,M,0.28,28.62,29.70,10.6,28,13.5
15999,3,2014-03-20,72,37,55, 2,26,43,10, 0,0628,1834,MO,0.0,0.00,29.30,30.04,11.3,18,11.5
16000,4,2014-03-20,76,42,59,-4,37,49,6, 0,0635,1842,MO,0.0,0.00,29.41,30.12, 1.2,15,2.2
16001,5,2014-03-20,M,M,M,M,32,M,M,M,0548,1756,MO,M,M,M,29.71, 9.5,28,M
16002,6,2014-03-20,75,37,56,-4,39,48,9, 0,0635,1841,MO,0.0,0.00,29.58,30.12, 1.9,16,3.6
16003,7,2014-03-20,M,M,M,M,M,M,M,M,-,-,MO,M,0.00,28.64,M,14.3,19,14.9
16004,8,2014-03-20,74,45,60,M,45,52,5, 0,-,-,MO,M,0.00,29.78,M, 0.6,17,0.9
16005,9,2014-03-20,44,19,32,M,26,30,33, 0,-,-,Not_MO,M,0.00,29.20,29.99, 3.5,17,4.2
16006,10,2014-03-20,77,51,64,M,51,56,1, 0,0631,1838,Not_MO,M,  T,30.03,30.05, 2.7,16,5.3
16007,11,2014-03-20,76,47,62,-1,52,55,3, 0,0631,1838,Not_MO,0.0,0.00,30.02,30.06, 1.5,22,3.5
16008,12,2014-03-20,76,46,61,M,50,55,4, 0,-,-,Not_MO,0.0,0.00,30.02,30.06, 1.3,17,2.9
16009,13,2014-03-20,64,26,45,M,1,31,20, 0,-,-,MO,M,0.00,24.11,29.87, 2.3,11,6.4
16010,14,2014-03-20,73,32,53, 1,27,42,12, 0,0634,1841,MO,0.0,0.00,28.63,30.03,11.4,19,12.1
16011,15,2014-03-20,44,31,38, 3,29,34,27, 0,0550,1758,Not_MO,2.5,0.43,29.35,29.70, 7.5,28,8.5
16012,16,2014-03-20,50,35,43,M,32,38,22, 0,-,-,Not_MO,M,0.40,29.59,29.67, 7.1,28,10.2
16013,17,2014-03-20,74,30,52,M,27,42,13, 0,-,-,Not_MO,0.0,0.00,29.36,30.07, 5.4,19,5.6
16014,18,2014-03-20,72,41,57,-3,30,46,8, 0,0631,1838,MO,0.0,0.00,29.57,30.10, 3.7,18,6.3
16015,19,2014-03-20,45,28,37, 1,23,31,28, 0,0555,1802,Not_MO,0.0,0.00,29.26,30.01, 4.9,28,8.5
16016,20,2014-03-20,73,40,57,M,31,46,8, 0,-,-,MO,0.0,0.00,29.37,30.10, 2.8,16,5.7
16017,1,2014-03-21,43,30,37,M,20,31,28, 0,-,-,MO,M,0.00,29.67,29.86,13.1,26,13.7
16018,2,2014-03-21,37,26,32,-4,20,28,33, 0,0550,1800,MO,0.0,0.00,28.74,29.89,16.8,28,17.1
16019,3,2014-03-21,77,48,63,10,35,48,2, 0,0626,1835,MO,0.0,0.00,29.16,29.87, 3.2,18,13.2
16020,4,2014-03-21,80,54,67, 4,53,58,0, 2,0634,1842,Not_MO,0.0,0.00,29.22,29.93, 4.8,17,6.6
16021,5,2014-03-21,M,M,M,M,20,M,M,M,0547,1757,MO,M,M,M,29.89,17.7,28,M
16022,6,2014-03-21,81,48,65, 4,54,58,0, 0,0634,1842,Not_MO,0.0,  T,29.39,29.93, 9.6,17,9.8
16023,7,2014-03-21,73,49,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.51,M, 2.7,22,M
16024,8,2014-03-21,79,54,67,M,60,63,0, 2,-,-,Not_MO,M,0.00,29.59,M, 7.4,18,7.7
16025,9,2014-03-21,45,23,34,M,26,31,31, 0,-,-,MO,M,  T,29.15,29.90, 8.0,30,15.6
16026,10,2014-03-21,78,57,68,M,48,57,0, 3,0630,1839,MO,M,0.00,30.06,30.08, 4.3,08,7.1
16027,11,2014-03-21,75,51,63, 0,46,54,2, 0,0630,1839,MO,0.0,0.00,30.05,30.09, 4.6,08,5.4
16028,12,2014-03-21,73,53,63,M,49,56,2, 0,-,-,MO,0.0,0.00,30.05,30.10, 4.4,06,5.1
16029,13,2014-03-21,46,22,34,M,16,29,31, 0,-,-,MO,M,0.00,24.24,30.05, 4.2,13,7.6
16030,14,2014-03-21,76,48,62,10,34,48,3, 0,0633,1842,MO,0.0,0.00,28.50,29.86, 1.7,28,14.3
16031,15,2014-03-21,39,21,30,-5,20,28,35, 0,0548,1759,MO,0.0,0.00,29.42,29.84, 9.7,28,10.6
16032,16,2014-03-21,44,31,38,M,20,31,27, 0,-,-,MO,M,0.00,29.70,29.84,13.1,27,13.4
16033,17,2014-03-21,79,45,62,M,37,50,3, 0,-,-,MO,0.0,0.00,29.21,29.90, 1.3,14,8.2
16034,18,2014-03-21,80,53,67, 7,48,57,0, 2,0630,1839,MO,0.0,0.00,29.35,29.88,12.2,17,12.8
16035,19,2014-03-21,41,26,34,-3,29,33,31, 0,0554,1804,Not_MO,0.0,  T,29.11,29.89, 3.7,15,9.1
16036,20,2014-03-21,80,55,68,M,49,57,0, 3,-,-,MO,0.0,0.00,29.15,29.88, 9.5,18,9.6
16037,1,2014-03-22,55,25,40,M,22,32,25, 0,-,-,Not_MO,M,0.01,29.73,29.89, 6.9,25,9.1
16038,2,2014-03-22,51,23,37, 1,23,31,28, 0,0548,1802,Not_MO,0.0,  T,28.77,29.88,11.9,27,15.1
16039,3,2014-03-22,58,37,48,-6,27,40,17, 0,0625,1836,MO,0.0,0.03,29.47,30.16,14.4,02,14.8
16040,4,2014-03-22,77,61,69, 6,61,64,0, 4,0633,1843,Not_MO,0.0,0.00,29.27,29.95, 0.9,18,3.5
16041,5,2014-03-22,M,M,M,M,23,M,M,M,0545,1759,MO,M,M,M,29.89,11.0,26,M
16042,6,2014-03-22,77,60,69, 8,62,65,0, 4,0632,1843,Not_MO,0.0,  T,29.44,29.94, 2.1,16,6.2
16043,7,2014-03-22,55,41,48,M,24,39,17, 0,-,-,MO,0.0,0.00,28.79,30.15,14.9,03,14.7
16044,8,2014-03-22,82,65,74,M,67,69,0, 9,-,-,Not_MO,M,0.00,29.59,M, 1.2,18,2.6
16045,9,2014-03-22,23,9,16,M,4,14,49, 0,-,-,MO,M,0.00,29.67,30.42,15.1,32,15.2
16046,10,2014-03-22,83,66,75,M,61,65,0,10,0628,1839,MO,M,0.00,29.99,30.01, 3.1,20,6.2
16047,11,2014-03-22,82,56,69, 6,62,64,0, 4,0628,1839,Not_MO,0.0,0.00,29.98,30.01, 1.3,21,5.2
16048,12,2014-03-22,83,60,72,M,62,65,0, 7,-,-,Not_MO,0.0,0.07,29.98,30.01, 2.1,19,5.1
16049,13,2014-03-22,34,24,29,M,21,25,36, 0,-,-,Not_MO,M,0.02,24.31,30.21, 3.0,35,9.4
16050,14,2014-03-22,56,43,50,-3,26,40,15, 0,0632,1843,MO,0.0,  T,28.77,30.12,16.5,03,16.7
