,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dayofweek,is_holiday
15787,11,2014-03-09,75,42,59,-2,48,53,6, 0,0644,1831,MO,0.0,0.00,30.10,30.14, 4.7,29,5.8,Sun,holiday
15788,12,2014-03-09,77,45,61,M,47,53,4, 0,-,-,MO,0.0,0.00,30.10,30.14, 1.2,29,4.7,Sun,holiday
15789,13,2014-03-09,71,34,53,M,10,35,12, 0,-,-,MO,M,0.00,24.29,30.09, 7.8,23,10.2,Sun,holiday
15790,14,2014-03-09,63,28,46,-3,25,37,19, 0,0650,1832,MO,0.0,0.00,28.82,30.23, 1.8,26,5.5,Sun,holiday
15791,15,2014-03-09,34,20,27,-4,9,22,38, 0,0609,1745,MO,0.0,0.00,29.52,29.90, 8.1,31,8.6,Sun,holiday
15792,16,2014-03-09,39,25,32,M,10,26,33, 0,-,-,MO,M,0.00,29.77,29.88, 8.2,31,8.6,Sun,holiday
15793,17,2014-03-09,62,29,46,M,36,41,19, 0,-,-,"BR,HZ",0.0,0.00,29.54,30.25, 1.7,19,2.4,Sun,holiday
15794,18,2014-03-09,63,37,50,-7,37,44,15, 0,0646,1830,HZ,0.0,0.00,29.72,30.24, 4.7,34,7.1,Sun,holiday
15795,19,2014-03-09,41,18,30,-2,21,27,35, 0,0614,1750,MO,0.0,0.00,29.18,30.01,14.0,23,14.3,Sun,holiday
15796,20,2014-03-09,63,38,51,M,37,44,14, 0,-,-,HZ,0.0,0.00,29.52,30.23, 4.7,34,6.4,Sun,holiday
15797,1,2014-03-10,42,27,35,M,21,30,30, 0,-,-,"SN,BR",M,  T,29.62,29.77, 3.6,22,5.6,Mon,holiday
15798,2,2014-03-10,38,25,32, 0,20,28,33, 0,0608,1748,AN,  T,  T,28.65,29.75, 7.2,23,8.2,Mon,holiday
15799,3,2014-03-10,77,41,59, 9,32,46,6, 0,0642,1825,MO,0.0,0.00,29.13,29.90,10.3,19,10.9,Mon,holiday
15800,4,2014-03-10,71,50,61, 1,51,55,4, 0,0647,1835,"RA,BR",0.0,0.01,29.33,30.07, 1.8,20,2.5,Mon,holiday
15801,5,2014-03-10,M,M,M,M,22,M,M,M,0605,1745,MO,M,M,M,29.77, 5.7,20,M,Mon,holiday
15802,6,2014-03-10,73,45,59, 1,52,55,6, 0,0647,1835,RA,0.0,  T,29.49,30.06, 4.7,20,4.9,Mon,holiday
15803,7,2014-03-10,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.51,M,14.6,20,15.1,Mon,holiday
15804,8,2014-03-10,74,46,60,M,54,56,5, 0,-,-,BR,M,0.00,29.70,M, 1.8,18,2.1,Mon,holiday
15805,9,2014-03-10,50,28,39,M,31,36,26, 0,-,-,BR,M,0.00,28.91,29.69, 3.6,30,4.3,Mon,holiday
15806,10,2014-03-10,81,58,70,M,49,57,0, 5,0643,1832,MO,M,0.00,30.02,30.03, 1.8,21,5.4,Mon,holiday
15807,11,2014-03-10,80,49,65, 4,50,56,0, 0,0643,1831,MO,0.0,0.00,30.01,30.03, 4.5,25,6.2,Mon,holiday
15808,12,2014-03-10,78,53,66,M,48,56,0, 1,-,-,MO,0.0,0.00,30.01,30.04, 0.4,22,5.1,Mon,holiday
15809,13,2014-03-10,69,36,53,M,11,37,12, 0,-,-,MO,M,0.00,24.06,29.75, 3.4,21,5.6,Mon,holiday
15810,14,2014-03-10,78,35,57, 8,30,44,8, 0,0648,1833,MO,0.0,0.00,28.50,29.92,12.4,20,13.3,Mon,holiday
15811,15,2014-03-10,41,23,32, 1,21,28,33, 0,0607,1746,"SN,BR",1.5,0.08,29.38,29.75, 2.1,16,3.2,Mon,holiday
15812,16,2014-03-10,43,27,35,M,24,30,30, 0,-,-,AN,M,0.03,29.66,29.75, 3.2,21,7.6,Mon,holiday
15813,17,2014-03-10,79,31,55,M,33,46,10, 0,-,-,BR,0.0,0.00,29.21,29.94, 6.9,21,7.1,Mon,holiday
15814,18,2014-03-10,78,43,61, 4,43,52,4, 0,0644,1831,HZ,0.0,0.00,29.44,30.01, 6.6,19,7.2,Mon,holiday
15815,19,2014-03-10,55,39,47,14,32,39,18, 0,0613,1752,MO,0.0,0.00,28.90,29.68, 9.8,25,9.9,Mon,holiday
15816,20,2014-03-10,78,47,63,M,45,53,2, 0,-,-,HZ,0.0,0.00,29.24,30.01, 4.7,18,6.1,Mon,holiday
15817,1,2014-03-11,54,33,44,M,28,37,21, 0,-,-,BR,M,  T,29.42,29.59, 4.3,24,6.9,Tue,holiday
15818,2,2014-03-11,52,33,43,10,27,36,22, 0,0607,1749,MO,0.0,0.00,28.48,29.60,11.9,26,12.7,Tue,holiday
15819,3,2014-03-11,82,46,64,14,44,52,1, 0,0640,1826,MO,0.0,0.00,28.91,29.60, 6.1,21,19.2,Tue,holiday
15820,4,2014-03-11,83,56,70, 9,53,59,0, 5,0646,1836,BR,0.0,0.00,29.02,29.73, 3.1,19,5.0,Tue,holiday
15821,5,2014-03-11,M,M,M,M,29,M,M,M,0604,1746,MO,M,M,M,29.61,10.9,25,M,Tue,holiday
15822,6,2014-03-11,79,56,68,10,55,59,0, 3,0646,1836,BR,0.0,0.00,29.18,29.73, 10.0,20,10.9,Tue,holiday
15823,7,2014-03-11,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.33,M, 7.1,27,21.0,Tue,holiday
15824,8,2014-03-11,76,54,65,M,58,60,0, 0,-,-,BR,M,0.00,29.39,M, 4.0,21,4.2,Tue,holiday
15825,9,2014-03-11,42,30,36,M,24,33,29, 0,-,-,MO,M,  T,29.13,29.88,11.1,33,11.4,Tue,holiday
15826,10,2014-03-11,82,57,70,M,53,60,0, 5,0642,1832,RA,M,0.00,29.88,29.88, 3.9,18,6.1,Tue,holiday
15827,11,2014-03-11,82,53,68, 7,53,59,0, 3,0642,1832,RA,0.0,0.00,29.86,29.88, 4.1,23,5.8,Tue,holiday
15828,12,2014-03-11,81,53,67,M,52,59,0, 2,-,-,MO,0.0,0.00,29.86,29.89, 3.0,20,6.0,Tue,holiday
15829,13,2014-03-11,49,17,33,M,21,28,32, 0,-,-,AN,M,0.04,24.23,30.00, 8.3,01,11.1,Tue,holiday
15830,14,2014-03-11,82,46,64,15,41,51,1, 0,0647,1833,MO,0.0,0.00,28.31,29.64, 7.2,28,21.9,Tue,holiday
15831,15,2014-03-11,51,24,38, 7,28,34,27, 0,0606,1747,"FG,BR",1.0,0.06,29.18,29.58, 2.8,30,4.5,Tue,holiday
15832,16,2014-03-11,55,33,44,M,30,38,21, 0,-,-,"BR,HZ",M,  T,29.46,29.57, 4.7,24,8.2,Tue,holiday
15833,17,2014-03-11,84,46,65,M,45,53,0, 0,-,-,MO,0.0,0.00,28.97,29.65, 4.6,23,11.4,Tue,holiday
15834,18,2014-03-11,81,56,69,11,51,58,0, 4,0643,1831,"BR,HZ",0.0,0.00,29.16,29.67, 6.2,19,12.0,Tue,holiday
15835,19,2014-03-11,49,33,41, 8,32,37,24, 0,0611,1753,AN,  T,0.06,29.00,29.74, 8.4,01,9.7,Tue,holiday
15836,20,2014-03-11,81,58,70,M,52,58,0, 5,-,-,BR,0.0,0.00,28.96,29.67, 4.1,19,11.1,Tue,holiday
15837,1,2014-03-12,43,34,39,M,33,36,26, 0,-,-,"RA,BR",M,0.38,29.34,29.43, 6.4,03,7.3,Wed,holiday
15838,2,2014-03-12,46,33,40, 7,31,36,25, 0,0605,1750,AN,0.0,0.48,28.38,29.39, 6.4,03,8.0,Wed,holiday
15839,3,2014-03-12,59,37,48,-2,26,39,17, 0,0639,1827,MO,0.0,0.00,29.47,30.16,12.7,34,14.2,Wed,holiday
15840,4,2014-03-12,70,49,60,-1,28,44,5, 0,0645,1837,MO,0.0,0.00,29.49,30.15,10.9,35,11.2,Wed,holiday
15841,5,2014-03-12,M,M,M,M,34,M,M,M,0602,1747,MO,M,M,M,29.41, 1.2,05,M,Wed,holiday
15842,6,2014-03-12,67,38,53,-5,32,45,12, 0,0644,1836,MO,0.0,0.00,29.65,30.13,19.0,36,19.4,Wed,holiday
15843,7,2014-03-12,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.86,M,12.7,35,14.9,Wed,holiday
15844,8,2014-03-12,67,43,55,M,37,48,10, 0,-,-,MO,M,0.00,29.73,M,13.8,35,13.7,Wed,holiday
15845,9,2014-03-12,30,18,24,M,11,21,41, 0,-,-,MO,M,0.00,29.31,30.10, 6.8,33,9.6,Wed,holiday
15846,10,2014-03-12,83,64,74,M,57,63,0, 9,0640,1833,RA,M,  T,29.70,29.72,12.9,24,15.2,Wed,holiday
15847,11,2014-03-12,80,57,69, 8,58,62,0, 4,0641,1833,RA,0.0,0.26,29.68,29.72,10.4,25,12.8,Wed,holiday
15848,12,2014-03-12,82,60,71,M,56,62,0, 6,-,-,RA,0.0,0.01,29.68,29.72,10.2,26,11.6,Wed,holiday
15849,13,2014-03-12,50,12,31,M,10,24,34, 0,-,-,MO,M,0.00,24.38,30.35, 4.7,18,6.1,Wed,holiday
15850,14,2014-03-12,59,37,48,-2,25,38,17, 0,0646,1834,MO,0.0,0.00,28.84,30.20,14.5,35,16.6,Wed,holiday
15851,15,2014-03-12,37,31,34, 2,32,33,31, 0,0604,1748,AN,  T,0.78,29.12,29.44, 3.6,35,4.8,Wed,holiday
15852,16,2014-03-12,45,35,40,M,35,38,25, 0,-,-,AN,M,0.34,29.36,29.39, 4.7,02,5.8,Wed,holiday
15853,17,2014-03-12,60,35,48,M,27,39,17, 0,-,-,MO,0.0,0.00,29.53,30.19, 8.2,35,8.4,Wed,holiday
15854,18,2014-03-12,63,45,54,-4,25,42,11, 0,0642,1832,MO,0.0,0.00,29.68,30.17,16.3,35,16.7,Wed,holiday
15855,19,2014-03-12,33,17,25,-9,11,20,40, 0,0609,1754,MO,0.0,0.00,29.25,29.98,15.5,02,16.2,Wed,holiday
15856,20,2014-03-12,63,44,54,M,25,42,11, 0,-,-,MO,0.0,0.00,29.47,30.15,16.8,34,17.2,Wed,holiday
15857,1,2014-03-13,34,14,24,M,8,17,41, 0,-,-,AN,M,0.04,29.23,29.49,13.5,32,14.8,Thi,holiday
15858,2,2014-03-13,33,9,21,-12,5,13,44, 0,0603,1751,"FG,BR",3.1,0.16,28.28,29.48,19.4,31,20.0,Thi,holiday
15859,3,2014-03-13,70,37,54, 4,21,41,11, 0,0638,1828,MO,0.0,0.00,29.34,30.08, 8.1,20,9.1,Thi,holiday
15860,4,2014-03-13,68,37,53,-8,28,44,12, 0,0644,1837,MO,0.0,0.00,29.51,30.22, 2.2,16,4.5,Thi,holiday
15861,5,2014-03-13,M,M,M,M,11,M,M,M,0600,1748,MO,M,M,M,29.46,16.9,31,M,Thi,holiday
15862,6,2014-03-13,66,35,51,-7,32,43,14, 0,0643,1837,MO,0.0,0.00,29.68,30.22, 3.5,18,5.8,Thi,holiday
15863,7,2014-03-13,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.69,M,12.6,20,13.2,Thi,holiday
15864,8,2014-03-13,66,34,50,M,37,45,15, 0,-,-,MO,M,0.00,29.88,M, 2.5,15,2.5,Thi,holiday
15865,9,2014-03-13,47,18,33,M,27,31,32, 0,-,-,HZ,M,0.00,28.94,29.77, 6.3,15,7.2,Thi,holiday
15866,10,2014-03-13,65,48,57,M,27,44,8, 0,0639,1833,MO,M,0.00,30.03,30.09,12.3,32,12.6,Thi,holiday
15867,11,2014-03-13,62,38,50,-11,29,42,15, 0,0639,1833,MO,0.0,0.00,30.02,30.10,10.8,32,11.1,Thi,holiday
15868,12,2014-03-13,64,44,54,M,28,43,11, 0,-,-,MO,0.0,0.00,30.01,30.09,13.7,33,13.9,Thi,holiday
15869,13,2014-03-13,60,23,42,M,12,32,23, 0,-,-,MO,M,0.00,24.16,29.95, 3.4,28,7.0,Thi,holiday
15870,14,2014-03-13,70,32,51, 1,20,39,14, 0,0644,1835,MO,0.0,0.00,28.69,30.10,10.8,20,11.6,Thi,holiday
15871,15,2014-03-13,32,12,22,-10,6,14,43, 0,0602,1749,AN,2.5,0.15,29.03,29.50,16.1,31,16.5,Thi,holiday
15872,16,2014-03-13,35,15,25,M,10,18,40, 0,-,-,AN,M,0.03,29.24,29.45,14.5,31,15.6,Thi,holiday
15873,17,2014-03-13,72,29,51,M,23,41,14, 0,-,-,MO,0.0,0.00,29.41,30.11, 5.9,21,6.3,Thi,holiday
15874,18,2014-03-13,69,39,54,-4,25,42,11, 0,0641,1833,MO,0.0,0.00,29.65,30.18, 6.0,18,6.5,Thi,holiday
15875,19,2014-03-13,38,14,26,-8,17,24,39, 0,0608,1755,MO,0.0,0.00,29.17,29.97,12.0,21,12.6,Thi,holiday
15876,20,2014-03-13,69,37,53,M,24,43,12, 0,-,-,MO,0.0,0.00,29.44,30.17, 4.6,19,6.9,Thi,holiday
15877,1,2014-03-14,37,12,25,M,7,21,40, 0,-,-,MO,M,0.00,29.88,30.04, 8.6,23,9.3,Fri,holiday
15878,2,2014-03-14,34,9,22,-12,8,19,43, 0,0602,1752,MO,0.0,0.00,28.89,30.03,13.4,23,15.2,Fri,holiday
15879,3,2014-03-14,73,49,61,10,28,45,4, 0,0636,1829,MO,0.0,0.00,29.22,29.94, 5.6,18,8.8,Fri,holiday
15880,4,2014-03-14,75,49,62, 1,51,56,3, 0,0642,1838,MO,0.0,0.00,29.34,30.03, 4.1,17,5.4,Fri,holiday
15881,5,2014-03-14,M,M,M,M,9,M,M,M,0559,1749,MO,M,M,M,30.06,13.6,22,M,Fri,holiday
15882,6,2014-03-14,74,42,58,-1,51,55,7, 0,0642,1838,MO,0.0,0.00,29.50,30.03, 7.2,18,7.7,Fri,holiday
15883,7,2014-03-14,M,M,M,M,M,M,M,M,-,-,MO,M,  T,28.57,M, 6.3,20,9.7,Fri,holiday
15884,8,2014-03-14,73,48,61,M,55,58,4, 0,-,-,MO,M,0.00,29.68,M, 2.6,17,2.6,Fri,holiday
15885,9,2014-03-14,42,26,34,M,25,32,31, 0,-,-,MO,M,0.00,28.94,29.73,14.6,30,15.7,Fri,holiday
15886,10,2014-03-14,71,43,57,M,42,50,8, 0,0638,1834,MO,M,0.00,30.24,30.25, 5.1,12,6.9,Fri,holiday
15887,11,2014-03-14,68,35,52,-10,42,47,13, 0,0638,1834,MO,0.0,0.00,30.22,30.26, 3.8,12,4.3,Fri,holiday
15888,12,2014-03-14,68,38,53,M,43,49,12, 0,-,-,MO,0.0,0.00,30.22,30.26, 4.1,10,4.7,Fri,holiday
15889,13,2014-03-14,59,25,42,M,19,33,23, 0,-,-,MO,M,0.00,24.17,29.94, 6.9,16,8.3,Fri,holiday
15890,14,2014-03-14,73,46,60,10,27,45,5, 0,0643,1836,MO,0.0,0.00,28.57,29.95, 5.2,20,6.7,Fri,holiday
15891,15,2014-03-14,34,5,20,-13,6,19,45, 0,0600,1751,MO,0.0,0.00,29.62,30.01, 3.9,20,5.7,Fri,holiday
15892,16,2014-03-14,38,10,24,M,8,22,41, 0,-,-,MO,M,0.00,29.91,30.02, 9.8,23,10.6,Fri,holiday
15893,17,2014-03-14,75,46,61,M,31,46,4, 0,-,-,MO,0.0,0.00,29.28,29.98, 4.6,20,5.9,Fri,holiday
15894,18,2014-03-14,72,48,60, 2,45,52,5, 0,0639,1834,MO,0.0,0.00,29.49,30.01,11.7,18,12.5,Fri,holiday
15895,19,2014-03-14,53,38,46,12,28,37,19, 0,0606,1756,MO,0.0,0.00,28.89,29.65,16.4,25,18.1,Fri,holiday
15896,20,2014-03-14,74,47,61,M,45,52,4, 0,-,-,MO,0.0,0.00,29.29,30.00, 9.2,17,9.5,Fri,holiday
15897,1,2014-03-15,54,35,45,M,27,36,20, 0,-,-,RA,M,0.01,29.59,29.76,12.1,24,13.4,Sat,holiday
15898,2,2014-03-15,49,30,40, 6,28,35,25, 0,0560,1754,RA,0.0,0.09,28.66,29.78,14.9,25,16.2,Sat,holiday
15899,3,2014-03-15,69,43,56, 5,47,52,9, 0,0635,1830,"RA,BR",0.0,0.28,29.11,29.85, 4.8,16,7.5,Sat,holiday
15900,4,2014-03-15,74,62,68, 6,61,62,0, 3,0641,1838,AN,0.0,0.07,29.10,29.82, 2.2,15,3.6,Sat,holiday
15901,5,2014-03-15,M,M,M,M,30,M,M,M,0557,1751,MO,M,M,M,29.79,14.1,24,M,Sat,holiday
15902,6,2014-03-15,76,58,67, 8,61,62,0, 2,0641,1838,AN,0.0,0.05,29.26,29.82, 4.2,17,5.4,Sat,holiday
15903,7,2014-03-15,M,M,M,M,M,M,M,M,-,-,RA,0.0,0.55,28.46,M, 5.5,16,8.8,Sat,holiday
15904,8,2014-03-15,78,64,71,M,66,66,0, 6,-,-,AN,M,0.11,29.47,M, 1.2,16,1.3,Sat,holiday
15905,9,2014-03-15,31,20,26,M,12,22,39, 0,-,-,MO,M,0.00,29.49,30.21, 7.5,01,8.3,Sat,holiday
15906,10,2014-03-15,78,55,67,M,51,58,0, 2,0637,1835,MO,M,0.00,30.09,30.11, 4.3,17,6.0,Sat,holiday
15907,11,2014-03-15,77,46,62, 0,51,55,3, 0,0637,1835,MO,0.0,0.00,30.09,30.11, 3.4,21,5.0,Sat,holiday
15908,12,2014-03-15,77,48,63,M,51,56,2, 0,-,-,MO,0.0,0.00,30.09,30.12, 3.1,18,4.8,Sat,holiday
15909,13,2014-03-15,45,23,34,M,17,30,31, 0,-,-,MO,M,0.00,24.28,30.08, 9.6,35,12.8,Sat,holiday
15910,14,2014-03-15,64,48,56, 5,49,52,9, 0,0641,1837,"RA,BR",0.0,0.49,28.45,29.82, 4.9,15,8.7,Sat,holiday
15911,15,2014-03-15,50,32,41, 8,25,34,24, 0,0559,1752,MO,0.0,  T,29.35,29.73, 7.3,25,10.7,Sat,holiday
15912,16,2014-03-15,55,36,46,M,29,38,19, 0,-,-,RA,M,0.01,29.64,29.74, 9.9,25,11.6,Sat,holiday
15913,17,2014-03-15,68,41,55,M,48,51,10, 0,-,-,"RA,BR",M,0.21,29.17,29.88, 2.8,17,3.4,Sat,holiday
15914,18,2014-03-15,67,53,60, 1,55,57,5, 0,0638,1834,"RA,BR",0.0,1.27,29.30,29.83, 7.5,14,9.1,Sat,holiday
15915,19,2014-03-15,39,22,31,-4,20,27,34, 0,0604,1758,AN,  T,  T,29.42,30.14, 8.1,03,12.4,Sat,holiday
15916,20,2014-03-15,67,52,60,M,56,58,5, 0,-,-,"RA,HZ,BR",0.0,0.89,29.10,29.82, 5.8,14,7.2,Sat,holiday
15917,1,2014-03-16,35,19,27,M,3,21,38, 0,-,-,MO,M,0.00,29.89,30.09,12.0,29,13.2,Sun,holiday
15918,2,2014-03-16,30,19,25,-9,5,19,40, 0,0558,1755,MO,  T,  T,28.93,30.08,13.3,30,14.3,Sun,holiday
15919,3,2014-03-16,53,30,42,-9,35,38,23, 0,0633,1831,AN,  T,0.81,29.31,30.00,18.0,35,18.3,Sun,holiday
15920,4,2014-03-16,64,48,56,-6,42,50,9, 0,0640,1839,MO,0.0,0.00,29.25,29.94,10.1,34,10.5,Sun,holiday
15921,5,2014-03-16,M,M,M,M,7,M,M,M,0555,1752,MO,M,M,M,30.09,13.8,29,M,Sun,holiday
15922,6,2014-03-16,65,48,57,-2,44,51,8, 0,0640,1839,MO,0.0,0.00,29.41,29.92,15.9,34,17.2,Sun,holiday
15923,7,2014-03-16,M,M,M,M,M,M,M,M,-,-,RA,M,0.22,28.70,M,21.3,35,20.7,Sun,holiday
15924,8,2014-03-16,70,46,58,M,50,54,7, 0,-,-,"RA,BR",M,0.17,29.53,M,11.7,34,14.1,Sun,holiday
15925,9,2014-03-16,25,11,18,M,5,16,47, 0,-,-,MO,M,0.00,29.52,30.36, 6.0,13,8.2,Sun,holiday
15926,10,2014-03-16,86,64,75,M,57,63,0,10,0636,1835,MO,M,  T,29.86,29.85, 8.0,19,12.7,Sun,holiday
15927,11,2014-03-16,84,57,71, 9,58,61,0, 6,0636,1835,RA,0.0,0.02,29.84,29.85, 7.7,20,11.6,Sun,holiday
15928,12,2014-03-16,84,59,72,M,56,61,0, 7,-,-,MO,0.0,  T,29.85,29.86, 8.6,20,12.0,Sun,holiday
15929,13,2014-03-16,61,20,41,M,15,31,24, 0,-,-,MO,M,0.00,24.29,30.17, 3.2,28,7.5,Sun,holiday
15930,14,2014-03-16,53,35,44,-7,29,36,21, 0,0640,1838,"RA,BR",  T,0.17,28.67,30.05,23.6,35,23.9,Sun,holiday
15931,15,2014-03-16,33,13,23,-10,6,19,42, 0,0557,1753,AN,  T,  T,29.65,30.09,12.1,31,13.1,Sun,holiday
15932,16,2014-03-16,36,20,28,M,5,22,37, 0,-,-,MO,M,0.00,29.91,30.06,11.3,30,12.1,Sun,holiday
15933,17,2014-03-16,55,33,44,M,35,39,21, 0,-,-,AN,M,0.92,29.36,30.03,10.6,36,11.3,Sun,holiday
15934,18,2014-03-16,56,42,49,-10,38,43,16, 0,0637,1835,MO,0.0,0.00,29.46,29.96,17.5,34,17.8,Sun,holiday
15935,19,2014-03-16,22,16,19,-16,9,17,46, 0,0602,1759,AN,0.1,  T,29.56,30.35,14.5,05,14.9,Sun,holiday
15936,20,2014-03-16,57,42,50,M,38,44,15, 0,-,-,AN,0.0,0.00,29.24,29.94,17.9,33,18.4,Sun,holiday
15937,1,2014-03-17,30,14,22,M,-6,15,43, 0,-,-,AN,M,  T,29.98,30.16, 6.2,34,7.1,Mon,holiday
15938,2,2014-03-17,30,11,21,-14,-4,15,44, 0,0557,1756,MO,0.0,0.00,28.96,30.11, 4.1,02,5.0,Mon,holiday
15939,3,2014-03-17,56,24,40,-12,26,35,25, 0,0632,1832,MO,0.0,0.00,29.07,29.84, 5.0,16,7.9,Mon,holiday
15940,4,2014-03-17,68,41,55,-7,27,43,10, 0,0639,1840,MO,0.0,0.00,29.19,29.91, 1.5,33,5.8,Mon,holiday
15941,5,2014-03-17,M,M,M,M,-1,M,M,M,0553,1753,MO,M,M,M,30.13, 6.0,35,M,Mon,holiday
15942,6,2014-03-17,67,42,55,-5,30,43,10, 0,0638,1839,MO,0.0,0.00,29.36,29.91, 3.2,34,9.4,Mon,holiday
15943,7,2014-03-17,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.38,M,10.5,18,10.8,Mon,holiday
15944,8,2014-03-17,65,42,54,M,37,45,11, 0,-,-,MO,M,0.00,29.57,M, 3.9,34,6.3,Mon,holiday
15945,9,2014-03-17,35,23,29,M,20,26,36, 0,-,-,AN,M,0.09,28.92,29.75,12.9,14,13.6,Mon,holiday
15946,10,2014-03-17,66,61,64,M,60,62,1, 0,0635,1836,"RA,BR",M,2.38,29.72,29.73, 1.8,07,6.8,Mon,holiday
15947,11,2014-03-17,65,59,62, 0,61,61,3, 0,0635,1836,"TS,RA,BR",0.0,1.88,29.70,29.73, 1.3,08,5.7,Mon,holiday
15948,12,2014-03-17,66,60,63,M,60,61,2, 0,-,-,"RA,BR",0.0,2.15,29.70,29.73, 1.9,09,4.9,Mon,holiday
15949,13,2014-03-17,68,36,52,M,12,35,13, 0,-,-,MO,M,0.00,23.82,29.48, 8.9,25,13.1,Mon,holiday
15950,14,2014-03-17,62,25,44,-7,27,38,21, 0,0639,1839,MO,0.0,0.00,28.36,29.81, 8.6,18,10.7,Mon,holiday
15951,15,2014-03-17,27,9,18,-16,-3,13,47, 0,0555,1754,MO,0.0,0.00,29.75,30.15, 7.3,32,7.7,Mon,holiday
15952,16,2014-03-17,31,15,23,M,0,16,42, 0,-,-,MO,M,0.00,30.01,30.13, 5.1,34,6.5,Mon,holiday
15953,17,2014-03-17,58,25,42,M,26,37,23, 0,-,-,BR,0.0,0.00,29.13,29.86, 3.6,16,5.6,Mon,holiday
15954,18,2014-03-17,61,36,49,-10,27,40,16, 0,0635,1836,MO,0.0,0.00,29.33,29.88, 1.5,18,9.3,Mon,holiday
15955,19,2014-03-17,32,17,25,-10,15,23,40, 0,0601,1760,MO,0.0,0.00,29.15,29.96,11.2,14,11.9,Mon,holiday
15956,20,2014-03-17,63,34,49,M,28,41,16, 0,-,-,MO,0.0,0.00,29.13,29.87, 1.6,33,7.7,Mon,holiday
15957,1,2014-03-18,38,12,25,M,7,21,40, 0,-,-,MO,M,0.00,30.12,30.32, 2.1,03,3.5,Tue,holiday
15958,2,2014-03-18,37,14,26,-9,4,20,39, 0,0555,1757,MO,0.0,0.00,29.11,30.28, 2.8,06,4.5,Tue,holiday
15959,3,2014-03-18,75,43,59, 7,34,46,6, 0,0630,1832,MO,0.0,0.00,28.86,29.57,13.2,21,22.1,Tue,holiday
15960,4,2014-03-18,83,47,65, 3,43,53,0, 0,0638,1840,MO,0.0,0.00,29.07,29.76, 7.6,18,8.4,Tue,holiday
15961,5,2014-03-18,M,M,M,M,10,M,M,M,0552,1754,MO,M,M,M,30.31, 5.9,05,M,Tue,holiday
15962,6,2014-03-18,82,40,61, 1,46,53,4, 0,0637,1840,MO,0.0,0.00,29.23,29.75,13.3,18,13.6,Tue,holiday
15963,7,2014-03-18,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.27,M,10.6,23,22.9,Tue,holiday
15964,8,2014-03-18,81,44,63,M,53,57,2, 0,-,-,MO,M,0.00,29.42,M, 9.4,18,9.4,Tue,holiday
15965,9,2014-03-18,36,29,33,M,23,29,32, 0,-,-,"SN,BR",M,0.10,29.00,29.76, 7.3,05,9.4,Tue,holiday
15966,10,2014-03-18,63,54,59,M,52,55,6, 0,0633,1837,"RA,BR",M,0.61,29.85,29.91, 8.7,03,9.7,Tue,holiday
15967,11,2014-03-18,61,50,56,-6,52,53,9, 0,0633,1837,AN,0.0,0.52,29.84,29.92, 5.9,03,7.4,Tue,holiday
15968,12,2014-03-18,63,53,58,M,51,53,7, 0,-,-,"RA,BR,TS",0.0,0.54,29.83,29.92, 7.4,03,8.5,Tue,holiday
15969,13,2014-03-18,36,20,28,M,15,25,37, 0,-,-,AN,M,0.02,24.08,29.85,11.7,36,14.9,Tue,holiday
15970,14,2014-03-18,75,44,60, 8,28,44,5, 0,0637,1839,HZ,0.0,0.00,28.25,29.59,11.2,24,23.7,Tue,holiday
15971,15,2014-03-18,38,4,21,-13,3,17,44, 0,0553,1756,MO,0.0,0.00,29.89,30.31, 0.4,04,2.0,Tue,holiday
15972,16,2014-03-18,35,15,25,M,11,21,40, 0,-,-,MO,M,0.00,30.16,30.29, 1.8,09,6.1,Tue,holiday
15973,17,2014-03-18,77,45,61,M,33,46,4, 0,-,-,MO,0.0,0.00,28.93,29.61,10.4,21,15.2,Tue,holiday
15974,18,2014-03-18,82,49,66, 7,36,50,0, 1,0634,1837,AN,0.0,0.00,29.16,29.67,11.2,19,17.1,Tue,holiday
15975,19,2014-03-18,41,29,35,-1,28,32,30, 0,0559,1801,"BR,HZ",0.0,0.00,29.05,29.85,12.8,13,13.4,Tue,holiday
15976,20,2014-03-18,82,48,65,M,38,51,0, 0,-,-,HZ,0.0,0.00,28.97,29.66, 9.0,18,13.5,Tue,holiday
15977,1,2014-03-19,42,19,31,M,22,29,34, 0,-,-,"RA,BR",M,0.01,30.14,30.26, 3.4,10,4.9,Wed,holiday
15978,2,2014-03-19,42,23,33,-2,19,28,32, 0,0553,1758,"RA,BR",  T,0.28,29.12,30.21, 6.4,11,7.8,Wed,holiday
15979,3,2014-03-19,61,39,50,-2,27,39,15, 0,0629,1833,MO,0.0,0.00,29.42,30.11,10.0,31,10.9,Wed,holiday
15980,4,2014-03-19,72,51,62,-1,34,48,3, 0,0636,1841,HZ,0.0,0.00,29.44,30.09, 4.2,02,6.4,Wed,holiday
