,date,station_nbr,store_nbr,item_nbr,units,depart,codesum
110377,2014-08-04,2,16,77,1, 2, 
110378,2014-08-04,3,21,5,31,-3,HZ
110379,2014-08-04,3,21,44,66,-3,HZ
110380,2014-08-04,3,21,109,12,-3,HZ
110381,2014-08-04,3,29,8,12,-3,HZ
110382,2014-08-04,3,29,41,16,-3,HZ
110383,2014-08-04,3,29,45,53,-3,HZ
110384,2014-08-04,3,33,9,59,-3,HZ
110385,2014-08-04,3,33,44,249,-3,HZ
110386,2014-08-04,3,33,92,3,-3,HZ
110387,2014-08-04,4,8,5,4,-3, 
110388,2014-08-04,4,8,23,12,-3, 
110389,2014-08-04,4,8,59,1,-3, 
110390,2014-08-04,5,35,16,25,M, 
110391,2014-08-04,5,35,63,6,M, 
110392,2014-08-04,5,35,66,7,M, 
110393,2014-08-04,6,7,5,51,-1, 
110394,2014-08-04,6,7,7,1,-1, 
110395,2014-08-04,6,7,23,38,-1, 
110396,2014-08-04,6,7,95,43,-1, 
110397,2014-08-04,6,13,5,28,-1, 
110398,2014-08-04,6,13,36,66,-1, 
110399,2014-08-04,7,3,5,59,M,HZ
110400,2014-08-04,7,3,45,49,M,HZ
110401,2014-08-04,7,3,109,2,M,HZ
110402,2014-08-04,7,20,5,44,M,HZ
110403,2014-08-04,7,20,41,14,M,HZ
110404,2014-08-04,7,20,74,2,M,HZ
110405,2014-08-04,7,28,2,2,M,HZ
110406,2014-08-04,7,28,5,12,M,HZ
110407,2014-08-04,7,28,35,2,M,HZ
110408,2014-08-04,7,28,45,28,M,HZ
110409,2014-08-04,8,39,9,3,M,BR
110410,2014-08-04,8,39,36,7,M,BR
110411,2014-08-04,9,4,9,129,M, 
110412,2014-08-04,9,4,27,20,M, 
110413,2014-08-04,9,24,6,38,M, 
110414,2014-08-04,9,24,43,40,M, 
110415,2014-08-04,10,11,9,44,M,TS RA
110416,2014-08-04,10,11,68,14,M,TS RA
110417,2014-08-04,10,11,87,2,M,TS RA
110418,2014-08-04,10,11,110,5,M,TS RA
110419,2014-08-04,10,22,9,37,M,TS RA
110420,2014-08-04,10,22,54,1,M,TS RA
110421,2014-08-04,10,22,68,13,M,TS RA
110422,2014-08-04,10,27,9,52,M,TS RA
110423,2014-08-04,10,27,68,22,M,TS RA
110424,2014-08-04,11,12,16,39,-1,RA
110425,2014-08-04,11,12,37,11,-1,RA
110426,2014-08-04,11,12,79,3,-1,RA
110427,2014-08-04,11,43,16,68,-1,RA
110428,2014-08-04,11,43,37,12,-1,RA
110429,2014-08-04,12,5,16,28,M,TSRA RA BR VCTS
110430,2014-08-04,12,5,37,7,M,TSRA RA BR VCTS
110431,2014-08-04,12,10,5,82,M,TSRA RA BR VCTS
110432,2014-08-04,12,10,37,16,M,TSRA RA BR VCTS
110433,2014-08-04,12,41,16,41,M,TSRA RA BR VCTS
110434,2014-08-04,12,41,61,2,M,TSRA RA BR VCTS
110435,2014-08-04,12,41,68,11,M,TSRA RA BR VCTS
110436,2014-08-04,12,41,108,17,M,TSRA RA BR VCTS
110437,2014-08-04,12,44,5,44,M,TSRA RA BR VCTS
110438,2014-08-04,12,44,68,28,M,TSRA RA BR VCTS
110439,2014-08-04,13,15,5,68,M, 
110440,2014-08-04,13,15,45,58,M, 
110441,2014-08-04,13,15,61,1,M, 
110442,2014-08-04,13,25,9,116,M, 
110443,2014-08-04,13,25,45,78,M, 
110444,2014-08-04,13,32,9,25,M, 
110445,2014-08-04,13,32,45,47,M, 
110446,2014-08-04,13,37,5,16,M, 
110447,2014-08-04,13,37,38,8,M, 
110448,2014-08-04,13,37,45,44,M, 
110449,2014-08-04,13,40,5,29,M, 
110450,2014-08-04,13,40,45,39,M, 
110451,2014-08-04,13,40,55,1,M, 
110452,2014-08-04,14,2,5,55,-4, 
110453,2014-08-04,14,2,11,1,-4, 
110454,2014-08-04,14,2,44,90,-4, 
110455,2014-08-04,14,6,9,83,-4, 
110456,2014-08-04,14,6,14,1,-4, 
110457,2014-08-04,14,6,45,61,-4, 
110458,2014-08-04,14,6,107,3,-4, 
110459,2014-08-04,14,38,9,84,-4, 
110460,2014-08-04,14,38,45,80,-4, 
110461,2014-08-04,14,42,5,10,-4, 
110462,2014-08-04,14,42,45,56,-4, 
110463,2014-08-04,15,19,16,25, 2,TS FG+ FG BR
110464,2014-08-04,15,19,83,8, 2,TS FG+ FG BR
110465,2014-08-04,16,14,25,6,M,FG+ FG BR
110466,2014-08-04,16,45,4,2,M,FG+ FG BR
110467,2014-08-04,16,45,9,6,M,FG+ FG BR
110468,2014-08-04,16,45,22,2,M,FG+ FG BR
110469,2014-08-04,18,36,1,3,-3, 
110470,2014-08-04,18,36,9,23,-3, 
110471,2014-08-04,18,36,44,43,-3, 
110472,2014-08-04,19,30,16,22,-4,RA
110473,2014-08-04,19,30,44,100,-4,RA
110474,2014-08-04,20,17,9,81,M,BR HZ
110475,2014-08-04,20,17,37,48,M,BR HZ
110476,2014-08-04,20,17,71,1,M,BR HZ
110477,2014-08-05,1,1,9,53,M,BR
110478,2014-08-05,1,1,28,18,M,BR
110479,2014-08-05,1,1,47,19,M,BR
110480,2014-08-05,2,16,16,23, 4,RA
110481,2014-08-05,2,16,25,162, 4,RA
110482,2014-08-05,2,16,64,4, 4,RA
110483,2014-08-05,3,21,5,34,-3, 
110484,2014-08-05,3,21,44,87,-3, 
110485,2014-08-05,3,21,91,1,-3, 
110486,2014-08-05,3,21,109,3,-3, 
110487,2014-08-05,3,29,8,48,-3, 
110488,2014-08-05,3,29,41,51,-3, 
110489,2014-08-05,3,29,45,98,-3, 
110490,2014-08-05,3,33,9,158,-3, 
110491,2014-08-05,3,33,44,324,-3, 
110492,2014-08-05,3,33,92,2,-3, 
110493,2014-08-05,4,8,5,27,-1, 
110494,2014-08-05,4,8,23,7,-1, 
110495,2014-08-05,4,8,59,1,-1, 
110496,2014-08-05,5,35,16,29,M, 
110497,2014-08-05,5,35,63,1,M, 
110498,2014-08-05,5,35,66,14,M, 
110499,2014-08-05,6,7,5,24,-1, 
110500,2014-08-05,6,7,23,22,-1, 
110501,2014-08-05,6,7,95,51,-1, 
110502,2014-08-05,6,13,5,63,-1, 
110503,2014-08-05,6,13,36,55,-1, 
110504,2014-08-05,7,3,5,114,M,HZ
110505,2014-08-05,7,3,45,57,M,HZ
110506,2014-08-05,7,3,109,2,M,HZ
110507,2014-08-05,7,20,5,60,M,HZ
110508,2014-08-05,7,20,41,24,M,HZ
110509,2014-08-05,7,20,74,10,M,HZ
110510,2014-08-05,7,28,2,3,M,HZ
110511,2014-08-05,7,28,5,53,M,HZ
110512,2014-08-05,7,28,35,4,M,HZ
110513,2014-08-05,7,28,45,68,M,HZ
110514,2014-08-05,8,39,9,3,M,BR
110515,2014-08-05,8,39,36,10,M,BR
110516,2014-08-05,8,39,111,11,M,BR
110517,2014-08-05,9,4,9,127,M, 
110518,2014-08-05,9,4,27,15,M, 
110519,2014-08-05,9,4,101,1,M, 
110520,2014-08-05,9,24,6,23,M, 
110521,2014-08-05,9,24,43,61,M, 
110522,2014-08-05,9,24,76,2,M, 
110523,2014-08-05,10,11,9,32,M, 
110524,2014-08-05,10,11,68,22,M, 
110525,2014-08-05,10,11,87,3,M, 
110526,2014-08-05,10,11,110,2,M, 
110527,2014-08-05,10,22,9,54,M, 
110528,2014-08-05,10,22,68,34,M, 
110529,2014-08-05,10,27,9,15,M, 
110530,2014-08-05,10,27,68,14,M, 
110531,2014-08-05,11,12,16,33, 2, 
110532,2014-08-05,11,12,37,18, 2, 
110533,2014-08-05,11,43,16,53, 2, 
110534,2014-08-05,11,43,37,18, 2, 
110535,2014-08-05,12,5,16,31,M, 
110536,2014-08-05,12,5,37,6,M, 
110537,2014-08-05,12,10,5,44,M, 
110538,2014-08-05,12,10,37,24,M, 
110539,2014-08-05,12,41,16,38,M, 
110540,2014-08-05,12,41,68,24,M, 
110541,2014-08-05,12,41,108,6,M, 
110542,2014-08-05,12,44,5,34,M, 
110543,2014-08-05,12,44,62,1,M, 
110544,2014-08-05,12,44,68,28,M, 
110545,2014-08-05,13,15,5,43,M,RA
110546,2014-08-05,13,15,45,33,M,RA
110547,2014-08-05,13,15,61,1,M,RA
110548,2014-08-05,13,25,9,112,M,RA
110549,2014-08-05,13,25,45,41,M,RA
110550,2014-08-05,13,32,9,23,M,RA
110551,2014-08-05,13,32,45,34,M,RA
110552,2014-08-05,13,37,5,14,M,RA
110553,2014-08-05,13,37,38,5,M,RA
110554,2014-08-05,13,37,45,45,M,RA
110555,2014-08-05,13,40,5,29,M,RA
110556,2014-08-05,13,40,45,31,M,RA
110557,2014-08-05,13,40,55,1,M,RA
110558,2014-08-05,14,2,5,70,-3, 
110559,2014-08-05,14,2,44,175,-3, 
110560,2014-08-05,14,6,9,63,-3, 
110561,2014-08-05,14,6,45,84,-3, 
110562,2014-08-05,14,38,9,132,-3, 
110563,2014-08-05,14,38,45,100,-3, 
110564,2014-08-05,14,38,98,1,-3, 
110565,2014-08-05,14,42,5,81,-3, 
110566,2014-08-05,14,42,45,102,-3, 
110567,2014-08-05,15,19,16,68, 2,RA FG+ BR
110568,2014-08-05,15,19,83,9, 2,RA FG+ BR
110569,2014-08-05,16,14,9,2,M,BR
110570,2014-08-05,16,14,25,31,M,BR
110571,2014-08-05,16,45,9,19,M,BR
110572,2014-08-05,16,45,26,2,M,BR
110573,2014-08-05,18,36,9,22,-1, 
110574,2014-08-05,18,36,44,40,-1, 
110575,2014-08-05,19,30,16,25,-4, 
110576,2014-08-05,19,30,44,85,-4, 
110577,2014-08-05,19,30,65,1,-4, 
110578,2014-08-05,20,17,9,70,M,RA VCTS
110579,2014-08-05,20,17,37,62,M,RA VCTS
110580,2014-08-06,1,1,9,19,M, 
110581,2014-08-06,1,1,28,13,M, 
110582,2014-08-06,1,1,47,34,M, 
110583,2014-08-06,2,16,16,23, 0,RA
110584,2014-08-06,2,16,25,65, 0,RA
110585,2014-08-06,2,16,64,3, 0,RA
110586,2014-08-06,3,21,5,11, 1, 
110587,2014-08-06,3,21,44,55, 1, 
110588,2014-08-06,3,21,91,2, 1, 
110589,2014-08-06,3,21,109,9, 1, 
110590,2014-08-06,3,29,8,23, 1, 
110591,2014-08-06,3,29,41,32, 1, 
110592,2014-08-06,3,29,45,70, 1, 
110593,2014-08-06,3,33,9,152, 1, 
110594,2014-08-06,3,33,44,207, 1, 
110595,2014-08-06,4,8,5,16, 2, 
110596,2014-08-06,4,8,23,14, 2, 
110597,2014-08-06,4,8,100,3, 2, 
110598,2014-08-06,5,35,16,26,M, 
110599,2014-08-06,5,35,66,10,M, 
110600,2014-08-06,6,7,5,16, 0, 
110601,2014-08-06,6,7,23,29, 0, 
110602,2014-08-06,6,7,95,26, 0, 
110603,2014-08-06,6,13,5,51, 0, 
110604,2014-08-06,6,13,36,50, 0, 
110605,2014-08-06,7,3,2,1,M,RA HZ
110606,2014-08-06,7,3,5,62,M,RA HZ
110607,2014-08-06,7,3,45,56,M,RA HZ
110608,2014-08-06,7,3,102,1,M,RA HZ
110609,2014-08-06,7,3,109,4,M,RA HZ
110610,2014-08-06,7,20,5,120,M,RA HZ
110611,2014-08-06,7,20,41,19,M,RA HZ
110612,2014-08-06,7,28,2,6,M,RA HZ
110613,2014-08-06,7,28,5,23,M,RA HZ
110614,2014-08-06,7,28,35,1,M,RA HZ
110615,2014-08-06,7,28,45,52,M,RA HZ
110616,2014-08-06,8,39,9,2,M,BR
110617,2014-08-06,9,4,9,177,M, 
110618,2014-08-06,9,4,27,20,M, 
110619,2014-08-06,9,24,6,44,M, 
110620,2014-08-06,9,24,43,30,M, 
110621,2014-08-06,9,24,60,2,M, 
110622,2014-08-06,10,11,9,14,M,TSRA
110623,2014-08-06,10,11,68,26,M,TSRA
110624,2014-08-06,10,11,110,1,M,TSRA
110625,2014-08-06,10,22,9,64,M,TSRA
110626,2014-08-06,10,22,68,23,M,TSRA
110627,2014-08-06,10,22,78,1,M,TSRA
110628,2014-08-06,10,27,9,17,M,TSRA
110629,2014-08-06,10,27,68,24,M,TSRA
110630,2014-08-06,10,27,80,4,M,TSRA
110631,2014-08-06,11,12,16,32, 3, 
110632,2014-08-06,11,12,37,19, 3, 
110633,2014-08-06,11,12,79,2, 3, 
110634,2014-08-06,11,43,16,46, 3, 
110635,2014-08-06,11,43,37,19, 3, 
110636,2014-08-06,12,5,16,27,M,VCTS
110637,2014-08-06,12,5,37,12,M,VCTS
110638,2014-08-06,12,10,5,99,M,VCTS
110639,2014-08-06,12,10,37,12,M,VCTS
110640,2014-08-06,12,41,16,36,M,VCTS
110641,2014-08-06,12,41,68,13,M,VCTS
110642,2014-08-06,12,41,108,3,M,VCTS
110643,2014-08-06,12,44,5,12,M,VCTS
110644,2014-08-06,12,44,68,44,M,VCTS
110645,2014-08-06,13,15,5,48,M,TSRA
110646,2014-08-06,13,15,45,44,M,TSRA
110647,2014-08-06,13,25,9,126,M,TSRA
110648,2014-08-06,13,25,45,29,M,TSRA
110649,2014-08-06,13,32,9,34,M,TSRA
110650,2014-08-06,13,32,45,27,M,TSRA
110651,2014-08-06,13,37,5,19,M,TSRA
110652,2014-08-06,13,37,38,5,M,TSRA
110653,2014-08-06,13,37,45,28,M,TSRA
110654,2014-08-06,13,40,5,59,M,TSRA
110655,2014-08-06,13,40,45,38,M,TSRA
110656,2014-08-06,14,2,5,67, 1, 
110657,2014-08-06,14,2,44,92, 1, 
110658,2014-08-06,14,6,9,53, 1, 
110659,2014-08-06,14,6,45,83, 1, 
110660,2014-08-06,14,6,107,3, 1, 
110661,2014-08-06,14,38,9,130, 1, 
110662,2014-08-06,14,38,45,87, 1, 
110663,2014-08-06,14,42,5,41, 1, 
110664,2014-08-06,14,42,45,75, 1, 
110665,2014-08-06,14,42,82,1, 1, 
110666,2014-08-06,15,19,16,38, 0,RA BR
110667,2014-08-06,15,19,83,8, 0,RA BR
110668,2014-08-06,16,14,25,15,M,RA
110669,2014-08-06,16,45,22,1,M,RA
110670,2014-08-06,16,45,26,1,M,RA
110671,2014-08-06,18,36,9,29, 3, 
110672,2014-08-06,18,36,44,106, 3, 
110673,2014-08-06,19,30,13,4,-5, 
110674,2014-08-06,19,30,16,34,-5, 
110675,2014-08-06,19,30,44,110,-5, 
110676,2014-08-06,19,30,65,1,-5, 
110677,2014-08-06,20,17,9,136,M, 
110678,2014-08-06,20,17,37,56,M, 
110679,2014-08-06,20,17,71,1,M, 
110680,2014-08-07,1,1,9,68,M,VCTS
110681,2014-08-07,1,1,28,12,M,VCTS
110682,2014-08-07,1,1,47,17,M,VCTS
110683,2014-08-07,2,16,16,45,-4,RA VCTS
110684,2014-08-07,2,16,25,105,-4,RA VCTS
110685,2014-08-07,2,16,64,3,-4,RA VCTS
110686,2014-08-07,2,16,77,1,-4,RA VCTS
110687,2014-08-07,3,21,5,27,-1,TSRA RA BR
110688,2014-08-07,3,21,44,65,-1,TSRA RA BR
110689,2014-08-07,3,21,91,1,-1,TSRA RA BR
110690,2014-08-07,3,21,109,12,-1,TSRA RA BR
110691,2014-08-07,3,29,8,29,-1,TSRA RA BR
110692,2014-08-07,3,29,41,9,-1,TSRA RA BR
110693,2014-08-07,3,29,45,23,-1,TSRA RA BR
110694,2014-08-07,3,29,56,4,-1,TSRA RA BR
110695,2014-08-07,3,33,9,91,-1,TSRA RA BR
110696,2014-08-07,3,33,44,252,-1,TSRA RA BR
110697,2014-08-07,3,33,92,2,-1,TSRA RA BR
110698,2014-08-07,4,8,5,16, 4,BR
110699,2014-08-07,4,8,23,13, 4,BR
110700,2014-08-07,5,35,16,21,M, 
110701,2014-08-07,5,35,66,13,M, 
110702,2014-08-07,6,7,5,49, 6,BR
110703,2014-08-07,6,7,7,1, 6,BR
110704,2014-08-07,6,7,23,17, 6,BR
110705,2014-08-07,6,7,95,33, 6,BR
110706,2014-08-07,6,13,5,53, 6,BR
110707,2014-08-07,6,13,36,46, 6,BR
110708,2014-08-07,7,3,5,48,M,VCTS
110709,2014-08-07,7,3,45,41,M,VCTS
110710,2014-08-07,7,20,5,51,M,VCTS
110711,2014-08-07,7,20,41,11,M,VCTS
110712,2014-08-07,7,20,74,1,M,VCTS
110713,2014-08-07,7,28,2,4,M,VCTS
110714,2014-08-07,7,28,5,27,M,VCTS
110715,2014-08-07,7,28,35,3,M,VCTS
110716,2014-08-07,7,28,45,36,M,VCTS
110717,2014-08-07,8,39,36,4,M,BR HZ
110718,2014-08-07,8,39,103,1,M,BR HZ
110719,2014-08-07,8,39,111,2,M,BR HZ
110720,2014-08-07,9,4,9,180,M, 
110721,2014-08-07,9,4,27,17,M, 
110722,2014-08-07,9,4,90,2,M, 
110723,2014-08-07,9,24,6,44,M, 
110724,2014-08-07,9,24,43,33,M, 
110725,2014-08-07,10,11,9,15,M,TSRA
110726,2014-08-07,10,11,68,14,M,TSRA
110727,2014-08-07,10,11,87,2,M,TSRA
110728,2014-08-07,10,11,110,2,M,TSRA
110729,2014-08-07,10,22,9,28,M,TSRA
110730,2014-08-07,10,22,68,21,M,TSRA
110731,2014-08-07,10,27,9,24,M,TSRA
110732,2014-08-07,10,27,68,18,M,TSRA
110733,2014-08-07,11,12,16,32, 4, 
110734,2014-08-07,11,12,37,25, 4, 
110735,2014-08-07,11,43,16,57, 4, 
110736,2014-08-07,11,43,37,16, 4, 
110737,2014-08-07,11,43,73,1, 4, 
110738,2014-08-07,12,5,16,29,M, 
110739,2014-08-07,12,5,37,12,M, 
110740,2014-08-07,12,10,5,46,M, 
110741,2014-08-07,12,10,37,20,M, 
110742,2014-08-07,12,41,16,36,M, 
110743,2014-08-07,12,41,61,2,M, 
110744,2014-08-07,12,41,68,28,M, 
110745,2014-08-07,12,44,5,38,M, 
110746,2014-08-07,12,44,62,1,M, 
110747,2014-08-07,12,44,68,35,M, 
110748,2014-08-07,13,15,5,20,M,TS RA
110749,2014-08-07,13,15,45,48,M,TS RA
110750,2014-08-07,13,15,61,1,M,TS RA
110751,2014-08-07,13,25,9,83,M,TS RA
110752,2014-08-07,13,25,45,58,M,TS RA
110753,2014-08-07,13,32,9,35,M,TS RA
110754,2014-08-07,13,32,45,21,M,TS RA
110755,2014-08-07,13,37,5,15,M,TS RA
110756,2014-08-07,13,37,38,11,M,TS RA
110757,2014-08-07,13,37,45,13,M,TS RA
110758,2014-08-07,13,37,104,1,M,TS RA
110759,2014-08-07,13,37,105,1,M,TS RA
110760,2014-08-07,13,40,5,14,M,TS RA
110761,2014-08-07,13,40,45,28,M,TS RA
110762,2014-08-07,13,40,55,1,M,TS RA
110763,2014-08-07,14,2,5,55, 5, 
110764,2014-08-07,14,2,44,113, 5, 
110765,2014-08-07,14,6,9,78, 5, 
110766,2014-08-07,14,6,14,1, 5, 
110767,2014-08-07,14,6,45,67, 5, 
110768,2014-08-07,14,6,107,1, 5, 
110769,2014-08-07,14,38,9,53, 5, 
110770,2014-08-07,14,38,45,96, 5, 
110771,2014-08-07,14,42,5,33, 5, 
110772,2014-08-07,14,42,45,60, 5, 
110773,2014-08-07,15,19,16,28,-7,RA
110774,2014-08-07,15,19,75,1,-7,RA
110775,2014-08-07,15,19,83,2,-7,RA
110776,2014-08-07,16,14,25,9,M,RA VCTS
110777,2014-08-07,16,45,9,17,M,RA VCTS
110778,2014-08-07,16,45,22,4,M,RA VCTS
110779,2014-08-07,16,45,26,1,M,RA VCTS
110780,2014-08-07,18,36,1,4, 1, 
110781,2014-08-07,18,36,9,25, 1, 
110782,2014-08-07,18,36,44,50, 1, 
110783,2014-08-07,19,30,16,27,-5, 
110784,2014-08-07,19,30,44,52,-5, 
110785,2014-08-07,20,17,9,95,M, 
110786,2014-08-07,20,17,37,50,M, 
110787,2014-08-08,1,1,9,27,M, 
110788,2014-08-08,1,1,28,2,M, 
110789,2014-08-08,1,1,47,20,M, 
110790,2014-08-08,1,1,99,1,M, 
110791,2014-08-08,2,16,16,48,-4, 
110792,2014-08-08,2,16,25,159,-4, 
110793,2014-08-08,2,16,64,3,-4, 
110794,2014-08-08,2,16,77,1,-4, 
110795,2014-08-08,3,21,5,33,-2,TS RA
110796,2014-08-08,3,21,44,51,-2,TS RA
110797,2014-08-08,3,21,109,2,-2,TS RA
110798,2014-08-08,3,29,8,26,-2,TS RA
110799,2014-08-08,3,29,41,13,-2,TS RA
110800,2014-08-08,3,29,45,42,-2,TS RA
110801,2014-08-08,3,33,9,63,-2,TS RA
110802,2014-08-08,3,33,44,248,-2,TS RA
110803,2014-08-08,3,33,92,1,-2,TS RA
110804,2014-08-08,4,8,5,9, 3, 
110805,2014-08-08,4,8,23,14, 3, 
110806,2014-08-08,5,35,16,25,M, 
110807,2014-08-08,5,35,63,1,M, 
110808,2014-08-08,5,35,66,11,M, 
110809,2014-08-08,5,35,105,1,M, 
110810,2014-08-08,6,7,5,58, 4, 
110811,2014-08-08,6,7,23,30, 4, 
110812,2014-08-08,6,7,95,35, 4, 
110813,2014-08-08,6,13,5,46, 4, 
110814,2014-08-08,6,13,36,72, 4, 
110815,2014-08-08,7,3,2,2,M,HZ VCTS
110816,2014-08-08,7,3,5,50,M,HZ VCTS
110817,2014-08-08,7,3,45,47,M,HZ VCTS
110818,2014-08-08,7,20,5,102,M,HZ VCTS
110819,2014-08-08,7,20,41,22,M,HZ VCTS
110820,2014-08-08,7,28,5,28,M,HZ VCTS
110821,2014-08-08,7,28,45,31,M,HZ VCTS
110822,2014-08-08,8,39,9,12,M,RA BR
110823,2014-08-08,8,39,36,5,M,RA BR
110824,2014-08-08,8,39,111,5,M,RA BR
110825,2014-08-08,9,4,9,160,M, 
110826,2014-08-08,9,4,27,22,M, 
110827,2014-08-08,9,4,90,1,M, 
110828,2014-08-08,9,24,6,22,M, 
110829,2014-08-08,9,24,43,49,M, 
110830,2014-08-08,10,11,9,19,M, 
110831,2014-08-08,10,11,61,9,M, 
110832,2014-08-08,10,11,68,24,M, 
110833,2014-08-08,10,11,87,3,M, 
110834,2014-08-08,10,11,110,48,M, 
110835,2014-08-08,10,22,9,12,M, 
110836,2014-08-08,10,22,54,2,M, 
110837,2014-08-08,10,22,68,26,M, 
110838,2014-08-08,10,27,9,21,M, 
110839,2014-08-08,10,27,68,14,M, 
110840,2014-08-08,11,12,16,36, 3,TS
110841,2014-08-08,11,12,37,17, 3,TS
110842,2014-08-08,11,12,79,1, 3,TS
110843,2014-08-08,11,43,16,53, 3,TS
110844,2014-08-08,11,43,37,11, 3,TS
110845,2014-08-08,11,43,105,2, 3,TS
110846,2014-08-08,12,5,16,34,M,VCTS
110847,2014-08-08,12,5,37,5,M,VCTS
110848,2014-08-08,12,10,5,67,M,VCTS
110849,2014-08-08,12,10,37,16,M,VCTS
110850,2014-08-08,12,41,16,42,M,VCTS
110851,2014-08-08,12,41,68,18,M,VCTS
110852,2014-08-08,12,41,108,14,M,VCTS
110853,2014-08-08,12,44,5,40,M,VCTS
110854,2014-08-08,12,44,68,41,M,VCTS
110855,2014-08-08,13,15,5,60,M, 
110856,2014-08-08,13,15,45,58,M, 
110857,2014-08-08,13,15,61,2,M, 
110858,2014-08-08,13,25,9,82,M, 
110859,2014-08-08,13,25,45,66,M, 
110860,2014-08-08,13,32,9,60,M, 
110861,2014-08-08,13,32,45,26,M, 
110862,2014-08-08,13,37,5,13,M, 
110863,2014-08-08,13,37,38,6,M, 
110864,2014-08-08,13,37,45,39,M, 
110865,2014-08-08,13,40,5,52,M, 
110866,2014-08-08,13,40,45,44,M, 
110867,2014-08-08,13,40,55,4,M, 
110868,2014-08-08,14,2,5,21, 1,RA
110869,2014-08-08,14,2,11,1, 1,RA
110870,2014-08-08,14,2,44,127, 1,RA
110871,2014-08-08,14,6,9,51, 1,RA
110872,2014-08-08,14,6,45,60, 1,RA
110873,2014-08-08,14,38,9,104, 1,RA
110874,2014-08-08,14,38,45,70, 1,RA
110875,2014-08-08,14,42,5,9, 1,RA
110876,2014-08-08,14,42,45,52, 1,RA
110877,2014-08-08,14,42,82,1, 1,RA
110878,2014-08-08,15,19,16,41,-5, 
110879,2014-08-08,15,19,83,10,-5, 
110880,2014-08-08,16,14,25,8,M, 
110881,2014-08-08,16,14,70,1,M, 
110882,2014-08-08,16,45,4,1,M, 
110883,2014-08-08,16,45,9,18,M, 
110884,2014-08-08,16,45,22,1,M, 
110885,2014-08-08,16,45,26,3,M, 
110886,2014-08-08,18,36,9,22, 6, 
110887,2014-08-08,18,36,30,2, 6, 
110888,2014-08-08,18,36,44,43, 6, 
110889,2014-08-08,19,30,16,26,-2, 
110890,2014-08-08,19,30,44,85,-2, 
110891,2014-08-08,20,17,9,92,M, 
110892,2014-08-08,20,17,37,41,M, 
110893,2014-08-09,1,1,9,47,M, 
110894,2014-08-09,1,1,28,17,M, 
110895,2014-08-09,1,1,47,29,M, 
110896,2014-08-09,1,1,99,4,M, 
110897,2014-08-09,2,16,16,30, 1, 
110898,2014-08-09,2,16,25,141, 1, 
110899,2014-08-09,2,16,64,3, 1, 
110900,2014-08-09,3,21,5,27,-3,TSRA
110901,2014-08-09,3,21,44,78,-3,TSRA
110902,2014-08-09,3,21,109,10,-3,TSRA
110903,2014-08-09,3,29,8,35,-3,TSRA
110904,2014-08-09,3,29,41,18,-3,TSRA
110905,2014-08-09,3,29,45,53,-3,TSRA
110906,2014-08-09,3,33,9,73,-3,TSRA
110907,2014-08-09,3,33,44,206,-3,TSRA
110908,2014-08-09,3,33,92,1,-3,TSRA
110909,2014-08-09,4,8,5,45, 3, 
110910,2014-08-09,4,8,23,16, 3, 
110911,2014-08-09,5,35,16,20,M, 
110912,2014-08-09,5,35,66,13,M, 
110913,2014-08-09,6,7,5,40, 3,BR
110914,2014-08-09,6,7,23,31, 3,BR
110915,2014-08-09,6,7,95,49, 3,BR
110916,2014-08-09,6,13,5,36, 3,BR
110917,2014-08-09,6,13,36,56, 3,BR
110918,2014-08-09,7,3,5,71,M,TS RA HZ
110919,2014-08-09,7,3,45,56,M,TS RA HZ
110920,2014-08-09,7,3,109,1,M,TS RA HZ
110921,2014-08-09,7,20,5,67,M,TS RA HZ
110922,2014-08-09,7,20,41,16,M,TS RA HZ
110923,2014-08-09,7,28,5,11,M,TS RA HZ
110924,2014-08-09,7,28,45,35,M,TS RA HZ
110925,2014-08-09,8,39,9,3,M,BR
110926,2014-08-09,8,39,36,3,M,BR
110927,2014-08-09,8,39,111,1,M,BR
110928,2014-08-09,9,4,9,211,M, 
110929,2014-08-09,9,4,27,19,M, 
110930,2014-08-09,9,24,6,71,M, 
110931,2014-08-09,9,24,43,52,M, 
110932,2014-08-09,9,24,76,2,M, 
110933,2014-08-09,10,11,9,25,M, 
110934,2014-08-09,10,11,68,34,M, 
110935,2014-08-09,10,11,87,3,M, 
110936,2014-08-09,10,11,110,22,M, 
110937,2014-08-09,10,22,9,49,M, 
110938,2014-08-09,10,22,68,32,M, 
110939,2014-08-09,10,27,9,32,M, 
110940,2014-08-09,10,27,68,22,M, 
110941,2014-08-09,11,12,16,42, 3,TS
110942,2014-08-09,11,12,37,21, 3,TS
110943,2014-08-09,11,12,79,1, 3,TS
110944,2014-08-09,11,43,16,51, 3,TS
110945,2014-08-09,11,43,37,14, 3,TS
110946,2014-08-09,12,5,16,29,M, 
110947,2014-08-09,12,5,37,7,M, 
110948,2014-08-09,12,10,5,118,M, 
110949,2014-08-09,12,10,37,20,M, 
110950,2014-08-09,12,41,16,30,M, 
110951,2014-08-09,12,41,68,22,M, 
110952,2014-08-09,12,41,108,9,M, 
110953,2014-08-09,12,44,5,19,M, 
110954,2014-08-09,12,44,68,58,M, 
110955,2014-08-09,13,15,5,50,M,TSRA
110956,2014-08-09,13,15,45,71,M,TSRA
110957,2014-08-09,13,25,9,132,M,TSRA
110958,2014-08-09,13,25,45,75,M,TSRA
