,station_nbr,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
18934,18,95.0,70.0,83.0,59.0,68.0,0.0,18.0,moderate,0.0,0.0,29.52,30.03,5.7,8.0,6.5
18935,19,76.0,58.0,67.0,54.0,59.0,0.0,2.0,moderate,0.0,0.0,29.28,29.99,3.0,1.0,6.8
18936,20,95.0,66.0,81.0,57.0,67.0,0.0,16.0,moderate,0.0,0.0,29.33,30.03,4.0,8.0,5.0
18938,2,70.0,55.0,63.0,51.0,56.0,2.0,0.0,RA,0.0,0.0,28.71,29.81,10.0,28.0,10.4
18939,3,91.0,64.0,78.0,64.0,69.0,0.0,13.0,moderate,0.0,0.0,29.28,29.99,5.0,15.0,5.7
18940,4,98.0,70.0,84.0,61.0,70.0,0.0,19.0,moderate,0.0,0.0,29.28,29.96,1.6,10.0,3.5
18942,6,99.0,66.0,83.0,63.0,70.0,0.0,18.0,moderate,0.0,0.0,29.44,29.96,3.0,7.0,4.2
18943,7,94.0,68.0,81.0,62.0,69.0,0.0,16.0,moderate,0.0,0.0,28.62,29.97,12.2,17.0,12.5
18947,11,91.0,73.0,82.0,74.0,75.0,0.0,17.0,TSRA BR,0.0,0.04,29.93,29.97,1.6,21.0,5.3
18948,12,91.0,74.0,83.0,74.0,76.0,0.0,18.0,TSRA RA VCTS,0.0,1.0,29.93,29.98,3.0,22.0,4.7
18950,14,95.0,65.0,80.0,61.0,68.0,0.0,15.0,moderate,0.0,0.0,28.62,29.97,9.8,16.0,10.1
18951,15,74.0,49.0,62.0,51.0,56.0,3.0,0.0,moderate,0.0,0.0,29.38,29.77,6.1,27.0,7.0
18953,17,91.0,64.0,78.0,65.0,70.0,0.0,13.0,moderate,0.0,0.0,29.34,30.04,4.3,16.0,4.7
18954,18,95.0,74.0,85.0,61.0,69.0,0.0,20.0,moderate,0.0,0.0,29.48,30.0,6.8,14.0,8.4
18955,19,68.0,56.0,62.0,47.0,54.0,3.0,0.0,moderate,0.0,0.0,29.34,30.08,5.1,7.0,7.6
18956,20,97.0,70.0,84.0,60.0,69.0,0.0,19.0,moderate,0.0,0.0,29.29,29.99,5.9,13.0,7.1
18958,2,65.0,54.0,60.0,51.0,54.0,5.0,0.0,moderate,0.0,0.02,28.82,29.91,6.7,28.0,7.5
18959,3,92.0,74.0,83.0,66.0,72.0,0.0,18.0,moderate,0.0,0.0,29.18,29.9,13.5,17.0,13.7
18960,4,101.0,75.0,88.0,67.0,74.0,0.0,23.0,moderate,0.0,0.0,29.24,29.91,2.6,16.0,4.5
18962,6,100.0,71.0,86.0,67.0,73.0,0.0,21.0,moderate,0.0,0.0,29.41,29.91,6.3,18.0,6.9
18963,7,98.0,73.0,86.0,64.0,71.0,0.0,21.0,moderate,0.0,0.0,28.53,29.88,14.8,18.0,15.4
18967,11,89.0,73.0,81.0,74.0,76.0,0.0,16.0,moderate,0.0,0.0,29.94,29.98,2.7,19.0,3.7
18968,12,89.0,74.0,82.0,74.0,76.0,0.0,17.0,BR,0.0,0.23,29.94,29.99,2.7,20.0,3.7
18970,14,98.0,68.0,83.0,63.0,70.0,0.0,18.0,moderate,0.0,0.0,28.53,29.88,11.8,17.0,12.3
18973,17,92.0,67.0,80.0,68.0,72.0,0.0,15.0,BR,0.0,0.0,29.25,29.95,8.1,17.0,8.2
18974,18,100.0,75.0,88.0,64.0,72.0,0.0,23.0,moderate,0.0,0.0,29.4,29.92,11.5,15.0,12.6
18975,19,79.0,56.0,68.0,52.0,59.0,0.0,3.0,moderate,0.0,0.0,29.24,30.01,7.4,24.0,8.0
18976,20,101.0,74.0,88.0,64.0,71.0,0.0,23.0,moderate,0.0,0.0,29.21,29.92,7.1,15.0,8.3
18978,2,72.0,54.0,63.0,51.0,56.0,2.0,0.0,moderate,0.0,0.0,28.87,29.96,9.2,24.0,9.5
18979,3,93.0,76.0,85.0,69.0,73.0,0.0,20.0,moderate,0.0,0.0,29.13,29.83,9.0,18.0,9.4
18980,4,104.0,77.0,91.0,69.0,76.0,0.0,26.0,moderate,0.0,0.0,29.23,29.89,4.2,17.0,6.8
18982,6,102.0,76.0,89.0,70.0,76.0,0.0,24.0,moderate,0.0,0.0,29.39,29.89,10.2,18.0,10.7
18987,11,93.0,73.0,83.0,73.0,76.0,0.0,18.0,moderate,0.0,0.0,29.97,30.02,5.3,23.0,6.6
18988,12,93.0,74.0,84.0,74.0,76.0,0.0,19.0,moderate,0.0,0.0,29.97,30.02,4.9,22.0,7.1
18991,15,75.0,50.0,63.0,52.0,57.0,2.0,0.0,RA,0.0,0.01,29.55,29.92,3.0,23.0,4.1
18993,17,92.0,73.0,83.0,70.0,74.0,0.0,18.0,moderate,0.0,0.0,29.19,29.88,6.1,20.0,6.5
18994,18,103.0,77.0,90.0,70.0,75.0,0.0,25.0,RA,0.0,0.41,29.38,29.88,6.9,16.0,10.7
18998,2,74.0,57.0,66.0,56.0,60.0,0.0,1.0,RA,0.0,0.01,28.77,29.84,9.4,28.0,10.5
18999,3,98.0,72.0,85.0,70.0,75.0,0.0,20.0,moderate,0.0,0.0,29.16,29.86,1.0,23.0,5.1
19000,4,101.0,79.0,90.0,70.0,75.0,0.0,25.0,moderate,0.0,0.0,29.24,29.91,1.8,15.0,5.7
19002,6,101.0,77.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,29.4,29.9,8.6,19.0,9.8
19003,7,96.0,72.0,84.0,68.0,73.0,0.0,19.0,moderate,0.0,0.0,28.54,29.87,8.3,19.0,8.8
19007,11,93.0,73.0,83.0,74.0,76.0,0.0,18.0,TSRA BR,0.0,0.25,30.01,30.04,4.6,24.0,5.8
19008,12,93.0,76.0,85.0,73.0,76.0,0.0,20.0,VCTS,0.0,0.66,30.0,30.05,3.9,25.0,4.9
19010,14,97.0,69.0,83.0,67.0,72.0,0.0,18.0,moderate,0.0,0.0,28.54,29.88,6.0,18.0,6.8
19013,17,98.0,70.0,84.0,71.0,75.0,0.0,19.0,BR,0.0,0.0,29.23,29.9,0.9,20.0,2.7
19014,18,86.0,71.0,79.0,72.0,74.0,0.0,14.0,TSRA RA BR,0.0,2.81,29.41,29.92,5.4,17.0,7.8
19015,19,67.0,61.0,64.0,58.0,60.0,1.0,0.0,RA BR,0.0,0.03,29.23,29.99,10.2,3.0,11.0
19016,20,86.0,73.0,80.0,72.0,74.0,0.0,15.0,TSRA RA BR VCTS,0.0,0.86,29.23,29.92,2.3,17.0,5.5
19018,2,73.0,55.0,64.0,49.0,56.0,1.0,0.0,moderate,0.0,0.0,28.77,29.86,9.7,31.0,10.2
19019,3,89.0,72.0,81.0,71.0,74.0,0.0,16.0,moderate,0.0,0.18,29.1,29.82,5.9,15.0,8.4
19020,4,102.0,78.0,90.0,70.0,76.0,0.0,25.0,moderate,0.0,0.0,29.21,29.88,4.0,17.0,6.5
19023,7,100.0,73.0,87.0,64.0,71.0,0.0,22.0,RA VCTS,0.0,0.05,28.51,29.84,6.1,17.0,13.6
19027,11,93.0,74.0,84.0,74.0,76.0,0.0,19.0,TS RA,0.0,0.02,29.95,29.99,6.4,25.0,7.0
19028,12,93.0,74.0,84.0,73.0,76.0,0.0,19.0,TSRA RA VCTS,0.0,0.09,29.95,29.99,6.2,24.0,7.0
19030,14,101.0,69.0,85.0,64.0,70.0,0.0,20.0,TS TSRA,0.0,0.65,28.5,29.84,6.0,18.0,12.7
19031,15,74.0,49.0,62.0,50.0,55.0,3.0,0.0,moderate,0.0,0.0,29.46,29.84,5.9,32.0,6.5
19033,17,91.0,72.0,82.0,71.0,74.0,0.0,17.0,VCTS,0.0,0.0,29.15,29.86,4.2,16.0,5.8
19035,19,79.0,60.0,70.0,63.0,65.0,0.0,5.0,moderate,0.0,0.0,29.08,29.85,3.0,14.0,6.0
19038,2,74.0,54.0,64.0,49.0,56.0,1.0,0.0,moderate,0.0,0.0,28.84,29.94,4.5,30.0,5.7
19039,3,98.0,69.0,84.0,67.0,73.0,0.0,19.0,moderate,0.0,0.0,29.12,29.81,8.3,18.0,9.2
19040,4,96.0,77.0,87.0,68.0,74.0,0.0,22.0,moderate,0.0,0.0,29.21,29.87,5.6,17.0,7.3
19043,7,96.0,70.0,83.0,66.0,72.0,0.0,18.0,moderate,0.0,0.0,28.51,29.82,10.7,19.0,11.5
19048,12,95.0,77.0,86.0,72.0,76.0,0.0,21.0,moderate,0.0,0.0,29.91,29.97,7.7,27.0,8.3
19050,14,95.0,68.0,82.0,66.0,71.0,0.0,17.0,moderate,0.0,0.0,28.5,29.83,7.9,19.0,10.3
19051,15,78.0,44.0,61.0,51.0,55.0,4.0,0.0,moderate,0.0,0.0,29.54,29.92,0.5,35.0,2.1
19053,17,99.0,68.0,84.0,67.0,72.0,0.0,19.0,moderate,0.0,0.0,29.18,29.86,4.5,20.0,5.0
19054,18,94.0,77.0,86.0,68.0,74.0,0.0,21.0,moderate,0.0,0.0,29.36,29.87,7.7,17.0,9.4
19055,19,83.0,65.0,74.0,65.0,68.0,0.0,9.0,TSRA RA,0.0,1.01,28.97,29.71,5.0,24.0,8.1
19056,20,95.0,76.0,86.0,68.0,74.0,0.0,21.0,moderate,0.0,0.0,29.17,29.86,5.3,16.0,6.9
19058,2,79.0,59.0,69.0,54.0,61.0,0.0,4.0,moderate,0.0,0.0,28.94,30.02,1.1,4.0,3.9
19059,3,95.0,76.0,86.0,68.0,73.0,0.0,21.0,moderate,0.0,0.0,29.17,29.86,14.2,17.0,14.4
19060,4,102.0,78.0,90.0,70.0,76.0,0.0,25.0,moderate,0.0,0.0,29.25,29.9,5.5,17.0,8.1
19063,7,97.0,75.0,86.0,65.0,72.0,0.0,21.0,moderate,0.0,0.0,28.51,29.83,16.1,18.0,16.4
19067,11,95.0,73.0,84.0,74.0,77.0,0.0,19.0,moderate,0.0,0.0,29.98,30.02,6.2,27.0,6.6
19068,12,95.0,79.0,87.0,73.0,77.0,0.0,22.0,moderate,0.0,0.0,29.98,30.03,6.2,27.0,7.6
19070,14,95.0,73.0,84.0,65.0,71.0,0.0,19.0,moderate,0.0,0.0,28.51,29.84,13.9,17.0,14.2
19071,15,81.0,48.0,65.0,54.0,58.0,0.0,0.0,moderate,0.0,0.0,29.64,30.02,1.4,16.0,2.7
19073,17,96.0,71.0,84.0,67.0,73.0,0.0,19.0,moderate,0.0,0.0,29.23,29.9,10.2,19.0,10.4
19074,18,98.0,79.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,29.41,29.9,13.5,17.0,13.8
19075,19,81.0,66.0,74.0,64.0,66.0,0.0,9.0,moderate,0.0,0.0,29.15,29.86,1.3,11.0,6.9
19076,20,99.0,79.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,29.21,29.9,10.8,16.0,11.2
19078,2,71.0,58.0,65.0,56.0,59.0,0.0,0.0,RA FG BR,0.0,0.09,29.0,30.09,2.5,6.0,3.4
19079,3,97.0,78.0,88.0,71.0,76.0,0.0,23.0,moderate,0.0,0.0,29.21,29.9,14.3,17.0,14.5
19080,4,103.0,80.0,92.0,69.0,76.0,0.0,27.0,moderate,0.0,0.0,29.31,29.96,7.5,17.0,8.6
19082,6,102.0,78.0,90.0,70.0,76.0,0.0,25.0,moderate,0.0,0.0,29.5,30.0,13.3,17.0,13.9
19083,7,99.0,78.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,28.56,29.88,16.9,18.0,17.5
19087,11,97.0,73.0,85.0,72.0,76.0,0.0,20.0,BR,0.0,0.0,30.03,30.07,2.1,27.0,4.4
19088,12,98.0,77.0,88.0,73.0,77.0,0.0,23.0,moderate,0.0,0.0,30.03,30.07,1.4,27.0,4.9
19090,14,98.0,73.0,86.0,69.0,74.0,0.0,21.0,moderate,0.0,0.0,28.56,29.89,13.9,17.0,14.3
19091,15,68.0,51.0,60.0,55.0,57.0,5.0,0.0,RA BR,0.0,1.23,29.72,30.1,0.5,28.0,3.1
19093,17,97.0,77.0,87.0,71.0,76.0,0.0,22.0,moderate,0.0,0.0,29.28,29.95,9.0,18.0,9.2
19094,18,99.0,78.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,29.46,29.95,13.6,18.0,14.2
19095,19,77.0,65.0,71.0,67.0,68.0,0.0,6.0,RA BR,0.0,0.44,29.2,29.92,3.3,13.0,4.9
19096,20,100.0,78.0,89.0,68.0,75.0,0.0,24.0,moderate,0.0,0.0,29.26,29.95,9.8,17.0,10.0
19099,3,102.0,79.0,91.0,69.0,76.0,0.0,26.0,moderate,0.0,0.0,29.2,29.9,12.7,18.0,13.2
19100,4,103.0,79.0,91.0,68.0,75.0,0.0,26.0,moderate,0.0,0.0,29.31,29.97,4.8,17.0,7.6
19102,6,101.0,78.0,90.0,68.0,75.0,0.0,25.0,moderate,0.0,0.0,29.47,29.97,11.7,18.0,12.1
19103,7,101.0,79.0,90.0,64.0,72.0,0.0,25.0,moderate,0.0,0.0,28.56,29.89,15.7,19.0,16.4
19107,11,99.0,73.0,86.0,73.0,76.0,0.0,21.0,moderate,0.0,0.0,29.99,30.02,1.6,25.0,4.4
19108,12,98.0,77.0,88.0,73.0,76.0,0.0,23.0,moderate,0.0,0.0,29.99,30.02,1.2,25.0,4.3
19110,14,100.0,72.0,86.0,64.0,72.0,0.0,21.0,moderate,0.0,0.0,28.56,29.89,12.8,18.0,13.7
19111,15,69.0,56.0,63.0,58.0,60.0,2.0,0.0,RA BR,0.0,0.22,29.74,30.12,2.8,6.0,3.8
19113,17,102.0,74.0,88.0,69.0,75.0,0.0,23.0,moderate,0.0,0.0,29.27,29.94,7.3,19.0,8.0
19114,18,100.0,78.0,89.0,67.0,74.0,0.0,24.0,moderate,0.0,0.0,29.46,29.96,11.6,18.0,12.8
19116,20,102.0,80.0,91.0,67.0,74.0,0.0,26.0,moderate,0.0,0.0,29.27,29.96,7.0,17.0,8.4
19118,2,69.0,55.0,62.0,55.0,58.0,3.0,0.0,moderate,0.0,0.0,29.04,30.13,4.1,3.0,5.1
19119,3,101.0,78.0,90.0,66.0,73.0,0.0,25.0,moderate,0.0,0.0,29.18,29.87,12.1,18.0,12.6
19120,4,101.0,75.0,88.0,69.0,75.0,0.0,23.0,moderate,0.0,0.0,29.26,29.93,3.3,16.0,5.6
19122,6,100.0,69.0,85.0,69.0,74.0,0.0,20.0,BR,0.0,0.0,29.42,29.93,8.3,18.0,8.7
19123,7,101.0,74.0,88.0,59.0,69.0,0.0,23.0,moderate,0.0,0.0,28.53,29.86,14.7,18.0,15.2
19128,12,98.0,79.0,89.0,74.0,77.0,0.0,24.0,VCTS,0.0,0.0,29.88,29.91,2.5,25.0,6.1
19130,14,100.0,65.0,83.0,59.0,68.0,0.0,18.0,moderate,0.0,0.0,28.53,29.87,11.1,17.0,11.9
19131,15,73.0,54.0,64.0,57.0,60.0,1.0,0.0,moderate,0.0,0.0,29.75,30.13,2.0,6.0,3.5
19133,17,101.0,70.0,86.0,66.0,73.0,0.0,21.0,moderate,0.0,0.0,29.23,29.92,6.9,18.0,7.4
19134,18,98.0,79.0,89.0,65.0,73.0,0.0,24.0,moderate,0.0,0.0,29.41,29.92,9.7,17.0,10.6
19136,20,101.0,78.0,90.0,64.0,73.0,0.0,25.0,moderate,0.0,0.0,29.23,29.92,5.9,16.0,8.1
19138,2,77.0,55.0,66.0,54.0,59.0,0.0,1.0,moderate,0.0,0.0,29.07,30.15,3.2,34.0,6.7
19139,3,101.0,77.0,89.0,67.0,74.0,0.0,24.0,moderate,0.0,0.0,29.17,29.86,10.7,17.0,11.3
19140,4,101.0,77.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,29.23,29.89,2.5,17.0,4.8
19142,6,100.0,74.0,87.0,69.0,75.0,0.0,22.0,moderate,0.0,0.0,29.39,29.88,6.9,17.0,7.8
19143,7,100.0,74.0,87.0,63.0,71.0,0.0,22.0,moderate,0.0,0.0,28.53,29.85,13.3,18.0,13.8
19150,14,99.0,70.0,85.0,63.0,71.0,0.0,20.0,moderate,0.0,0.0,28.53,29.85,10.6,17.0,11.0
19151,15,82.0,53.0,68.0,57.0,61.0,0.0,3.0,FG+ FG,0.0,0.0,29.76,30.13,1.2,2.0,1.9
19153,17,102.0,69.0,86.0,67.0,73.0,0.0,21.0,moderate,0.0,0.0,29.23,29.91,6.2,18.0,6.4
19154,18,99.0,79.0,89.0,66.0,74.0,0.0,24.0,moderate,0.0,0.0,29.39,29.89,7.8,16.0,8.9
19155,19,77.0,70.0,74.0,68.0,70.0,0.0,9.0,BR,0.0,0.01,29.26,30.0,9.3,13.0,9.7
19156,20,101.0,78.0,90.0,65.0,73.0,0.0,25.0,moderate,0.0,0.0,29.2,29.89,5.3,16.0,7.5
19158,2,84.0,64.0,74.0,58.0,64.0,0.0,9.0,moderate,0.0,0.0,29.08,30.16,4.0,31.0,6.6
19159,3,100.0,77.0,89.0,68.0,74.0,0.0,24.0,moderate,0.0,0.0,29.22,29.91,6.4,15.0,7.6
19160,4,101.0,76.0,89.0,67.0,74.0,0.0,24.0,moderate,0.0,0.0,29.23,29.89,1.8,14.0,4.7
19162,6,101.0,71.0,86.0,67.0,74.0,0.0,21.0,moderate,0.0,0.0,29.39,29.89,2.8,14.0,5.2
19163,7,101.0,75.0,88.0,65.0,72.0,0.0,23.0,moderate,0.0,0.0,28.58,29.89,10.5,17.0,12.1
19167,11,86.0,74.0,80.0,71.0,74.0,0.0,15.0,RA BR,0.0,0.49,29.88,29.92,14.4,4.0,15.0
19168,12,85.0,75.0,80.0,72.0,74.0,0.0,15.0,RA BR,0.0,0.65,29.86,29.92,13.2,4.0,13.4
19170,14,101.0,71.0,86.0,64.0,72.0,0.0,21.0,moderate,0.0,0.0,28.57,29.9,9.2,15.0,9.7
19171,15,88.0,53.0,71.0,58.0,63.0,0.0,6.0,moderate,0.0,0.0,29.76,30.14,0.7,31.0,1.7
19173,17,101.0,71.0,86.0,67.0,73.0,0.0,21.0,moderate,0.0,0.0,29.28,29.96,3.3,14.0,4.3
19174,18,100.0,80.0,90.0,67.0,74.0,0.0,25.0,moderate,0.0,0.0,29.41,29.91,5.1,14.0,7.8
19175,19,81.0,71.0,76.0,69.0,71.0,0.0,11.0,TSRA RA BR HZ,0.0,0.14,29.26,29.99,4.6,21.0,5.9
19176,20,102.0,77.0,90.0,66.0,74.0,0.0,25.0,moderate,0.0,0.0,29.21,29.9,4.2,12.0,5.8
19178,2,84.0,63.0,74.0,61.0,65.0,0.0,9.0,moderate,0.0,0.0,29.06,30.13,6.7,24.0,7.3
19179,3,99.0,73.0,86.0,69.0,75.0,0.0,21.0,moderate,0.0,0.0,29.3,29.99,4.8,15.0,5.4
19187,11,85.0,70.0,78.0,73.0,75.0,0.0,13.0,RA,0.0,0.14,29.93,29.97,9.1,3.0,9.8
19188,12,86.0,75.0,81.0,72.0,75.0,0.0,16.0,RA BR,0.0,0.09,29.92,29.97,8.7,5.0,8.9
19190,14,98.0,70.0,84.0,66.0,72.0,0.0,19.0,moderate,0.0,0.0,28.66,29.99,7.0,13.0,8.2
19191,15,87.0,56.0,72.0,61.0,65.0,0.0,7.0,FG+ BR,0.0,0.0,29.73,30.09,2.3,22.0,2.9
19193,17,98.0,72.0,85.0,69.0,74.0,0.0,20.0,moderate,0.0,0.0,29.36,30.04,2.7,13.0,3.5
19194,18,97.0,81.0,89.0,69.0,75.0,0.0,24.0,moderate,0.0,0.0,29.47,29.96,6.9,10.0,7.8
19195,19,79.0,66.0,73.0,63.0,66.0,0.0,8.0,RA,0.0,0.02,29.34,30.07,3.9,31.0,6.1
19196,20,100.0,78.0,89.0,68.0,75.0,0.0,24.0,moderate,0.0,0.0,29.28,29.96,6.4,9.0,7.2
19198,2,84.0,64.0,74.0,64.0,67.0,0.0,9.0,TSRA RA BR VCTS,0.0,1.32,28.9,29.95,10.0,26.0,10.7
19199,3,97.0,74.0,86.0,68.0,74.0,0.0,21.0,moderate,0.0,0.0,29.28,29.99,4.2,15.0,5.7
19200,4,98.0,76.0,87.0,66.0,73.0,0.0,22.0,moderate,0.0,0.0,29.28,29.95,1.7,9.0,3.8
19202,6,97.0,71.0,84.0,66.0,72.0,0.0,19.0,moderate,0.0,0.0,29.44,29.94,3.8,10.0,4.8
19203,7,96.0,72.0,84.0,66.0,72.0,0.0,19.0,moderate,0.0,0.0,28.66,29.99,8.4,15.0,9.4
19207,11,88.0,66.0,77.0,67.0,70.0,0.0,12.0,moderate,0.0,0.0,29.95,29.99,3.5,6.0,4.3
19208,12,86.0,70.0,78.0,67.0,71.0,0.0,13.0,moderate,0.0,0.0,29.95,29.99,5.8,4.0,6.7
19210,14,96.0,69.0,83.0,66.0,71.0,0.0,18.0,moderate,0.0,0.0,28.65,30.0,7.1,14.0,7.7
19211,15,87.0,63.0,75.0,65.0,69.0,0.0,10.0,moderate,0.0,0.0,29.54,29.9,3.8,24.0,6.2
19213,17,97.0,70.0,84.0,68.0,73.0,0.0,19.0,moderate,0.0,0.0,29.34,30.04,2.9,14.0,3.7
19214,18,94.0,78.0,86.0,66.0,73.0,0.0,21.0,moderate,0.0,0.0,29.47,29.98,6.3,11.0,6.6
19215,19,73.0,62.0,68.0,60.0,63.0,0.0,3.0,moderate,0.0,0.0,29.41,30.14,5.1,5.0,6.4
19216,20,97.0,75.0,86.0,65.0,72.0,0.0,21.0,moderate,0.0,0.0,29.28,29.98,4.6,10.0,5.6
19218,2,74.0,57.0,66.0,54.0,59.0,0.0,1.0,moderate,0.0,0.0,28.8,29.9,10.8,33.0,11.2
19219,3,95.0,74.0,85.0,65.0,71.0,0.0,20.0,moderate,0.0,0.0,29.18,29.89,8.7,16.0,9.5
19220,4,99.0,76.0,88.0,71.0,75.0,0.0,23.0,moderate,0.0,0.0,29.2,29.88,3.7,15.0,4.8
19222,6,97.0,70.0,84.0,70.0,74.0,0.0,19.0,TS HZ,0.0,0.0,29.36,29.88,5.3,13.0,6.1
19223,7,96.0,70.0,83.0,64.0,70.0,0.0,18.0,RA BR,0.0,0.11,28.54,29.89,11.2,19.0,12.2
19227,11,90.0,64.0,77.0,67.0,70.0,0.0,12.0,moderate,0.0,0.0,29.96,30.01,2.7,8.0,3.5
19228,12,88.0,69.0,79.0,68.0,71.0,0.0,14.0,moderate,0.0,0.0,29.96,30.01,2.0,8.0,4.0
19230,14,95.0,68.0,82.0,64.0,69.0,0.0,17.0,RA,0.0,0.17,28.54,29.9,8.4,19.0,9.9
19231,15,78.0,56.0,67.0,53.0,59.0,0.0,2.0,moderate,0.0,0.0,29.49,29.88,8.5,32.0,8.7
19233,17,96.0,70.0,83.0,65.0,71.0,0.0,18.0,moderate,0.0,0.0,29.24,29.94,6.4,17.0,6.6
19234,18,96.0,76.0,86.0,66.0,72.0,0.0,21.0,moderate,0.0,0.0,29.38,29.9,8.1,15.0,8.9
19235,19,71.0,60.0,66.0,56.0,60.0,0.0,1.0,moderate,0.0,0.0,29.35,30.11,8.4,11.0,9.0
19236,20,98.0,72.0,85.0,65.0,72.0,0.0,20.0,moderate,0.0,0.0,29.18,29.89,5.9,15.0,6.6
19238,2,72.0,54.0,63.0,51.0,56.0,2.0,0.0,moderate,0.0,0.0,29.07,30.19,2.4,28.0,6.2
19240,4,96.0,77.0,87.0,72.0,75.0,0.0,22.0,TS,0.0,0.07,29.2,29.85,2.8,12.0,4.6
19243,7,84.0,67.0,76.0,66.0,69.0,0.0,11.0,moderate,0.0,0.01,28.53,29.87,8.9,20.0,10.0
19247,11,92.0,67.0,80.0,72.0,75.0,0.0,15.0,moderate,0.0,0.0,30.01,30.05,5.2,11.0,5.8
19248,12,91.0,71.0,81.0,73.0,75.0,0.0,16.0,moderate,0.0,0.0,30.01,30.05,4.7,13.0,5.5
19251,15,77.0,47.0,62.0,52.0,57.0,3.0,0.0,moderate,0.0,0.0,29.77,30.17,0.9,18.0,3.9
19253,17,91.0,70.0,81.0,67.0,72.0,0.0,16.0,RA,0.0,0.11,29.21,29.89,5.8,19.0,6.4
19255,19,82.0,68.0,75.0,68.0,70.0,0.0,10.0,RA BR,0.0,0.13,29.15,29.91,10.7,17.0,11.1
19256,20,96.0,71.0,84.0,68.0,72.0,0.0,19.0,RA BR VCTS,0.0,0.06,29.18,29.87,1.6,14.0,6.6
19258,2,73.0,54.0,64.0,56.0,59.0,1.0,0.0,moderate,0.0,0.0,29.16,30.24,10.2,21.0,10.7
19259,3,98.0,73.0,86.0,69.0,73.0,0.0,21.0,moderate,0.0,0.01,29.17,29.87,5.7,15.0,7.2
19260,4,95.0,74.0,85.0,71.0,75.0,0.0,20.0,moderate,0.0,0.0,29.22,29.89,2.5,14.0,4.0
19262,6,95.0,72.0,84.0,71.0,75.0,0.0,19.0,moderate,0.0,0.0,29.38,29.88,3.9,14.0,5.4
19263,7,96.0,69.0,83.0,62.0,70.0,0.0,18.0,moderate,0.0,0.0,28.54,29.87,5.0,19.0,6.9
19267,11,91.0,72.0,82.0,75.0,76.0,0.0,17.0,moderate,0.0,0.0,30.06,30.11,2.9,10.0,5.0
19268,12,90.0,73.0,82.0,74.0,76.0,0.0,17.0,moderate,0.0,0.0,30.06,30.11,2.1,8.0,3.5
19270,14,97.0,67.0,82.0,62.0,69.0,0.0,17.0,moderate,0.0,0.0,28.54,29.88,2.8,17.0,5.2
19271,15,78.0,52.0,65.0,55.0,59.0,0.0,0.0,BR,0.0,0.0,29.84,30.2,5.2,19.0,6.2
19273,17,97.0,71.0,84.0,68.0,73.0,0.0,19.0,moderate,0.0,0.0,29.23,29.91,3.3,16.0,4.7
19274,18,94.0,76.0,85.0,70.0,74.0,0.0,20.0,moderate,0.0,0.0,29.39,29.9,6.4,15.0,7.0
19275,19,79.0,69.0,74.0,67.0,69.0,0.0,9.0,RA,0.0,0.55,29.09,29.82,9.7,23.0,10.7
19276,20,96.0,75.0,86.0,70.0,74.0,0.0,21.0,moderate,0.0,0.0,29.21,29.9,5.3,14.0,6.3
19278,2,79.0,64.0,72.0,67.0,68.0,0.0,7.0,TSRA RA BR,0.0,2.41,28.98,30.05,11.4,24.0,12.7
19279,3,97.0,74.0,86.0,69.0,74.0,0.0,21.0,moderate,0.0,0.0,29.11,29.82,15.9,17.0,16.0
19280,4,99.0,74.0,87.0,72.0,75.0,0.0,22.0,moderate,0.0,0.0,29.24,29.91,4.5,16.0,6.7
19282,6,96.0,71.0,84.0,72.0,75.0,0.0,19.0,moderate,0.0,0.0,29.4,29.91,9.4,17.0,9.9
19283,7,98.0,73.0,86.0,67.0,73.0,0.0,21.0,moderate,0.0,0.0,28.46,29.8,18.3,18.0,18.5
19287,11,93.0,71.0,82.0,73.0,76.0,0.0,17.0,moderate,0.0,0.0,30.08,30.11,2.6,14.0,4.7
19288,12,90.0,75.0,83.0,73.0,76.0,0.0,18.0,moderate,0.0,0.0,30.08,30.12,2.5,14.0,5.2
19290,14,97.0,70.0,84.0,66.0,72.0,0.0,19.0,moderate,0.0,0.0,28.46,29.81,15.6,18.0,15.9
19291,15,84.0,62.0,73.0,67.0,69.0,0.0,8.0,RA BR,0.0,0.21,29.64,29.99,3.8,19.0,5.0
19293,17,98.0,70.0,84.0,68.0,74.0,0.0,19.0,moderate,0.0,0.0,29.18,29.87,10.1,18.0,10.2
19294,18,95.0,76.0,86.0,71.0,75.0,0.0,21.0,moderate,0.0,0.0,29.39,29.89,13.0,16.0,13.4
19295,19,78.0,64.0,71.0,67.0,69.0,0.0,6.0,BR,0.0,0.0,29.15,29.88,4.3,14.0,6.3
19296,20,97.0,76.0,87.0,70.0,75.0,0.0,22.0,moderate,0.0,0.0,29.2,29.89,9.0,16.0,10.3
