,units
78408,18
78409,7
78410,4
78411,2
78412,20
78413,53
78414,1
78415,11
78416,23
78417,16
78418,20
78419,68
78420,1
78421,1
78422,36
78423,26
78424,39
78425,76
78426,6
78427,23
78428,15
78429,157
78430,44
78431,83
78432,13
78433,44
78434,24
78435,53
78436,126
78437,28
78438,11
78439,30
78440,17
78441,105
78442,26
78443,7
78444,11
78445,27
78446,7
78447,16
78448,13
78449,40
78450,66
78451,16
78452,35
78453,11
78454,21
78455,9
78456,14
78457,5
78458,49
78459,29
78460,3
78461,8
78462,18
78463,17
78464,46
78465,25
78466,82
78467,1
78468,6
78469,22
78470,51
78471,36
78472,74
78473,5
78474,9
78475,34
78476,16
78477,67
78478,5
78479,10
78480,16
78481,163
78482,66
78483,5
78484,25
78485,13
78486,38
78487,69
78488,1
78489,12
78490,12
78491,22
78492,2
78493,10
78494,10
78495,8
78496,14
78497,182
78498,49
78499,1
78500,8
78501,42
78502,19
78503,54
78504,140
78505,186
78506,46
78507,76
78508,9
78509,35
78510,19
78511,48
78512,134
78513,30
78514,73
78515,9
78516,17
78517,6
78518,42
78519,171
78520,2
78521,2
78522,32
78523,28
78524,177
78525,22
78526,32
78527,21
78528,49
78529,108
78530,161
78531,2
78532,26
78533,13
78534,48
78535,24
78536,7
78537,18
78538,7
78539,152
78540,38
78541,13
78542,48
78543,21
78544,8
78545,7
78546,36
78547,65
78548,1
78549,6
78550,9
78551,12
78552,8
78553,44
78554,9
78555,46
78556,45
78557,6
78558,21
78559,21
78560,112
78561,23
78562,9
78563,22
78564,16
78565,4
78566,19
78567,6
78568,44
78569,19
78570,3
78571,28
78572,10
78573,30
78574,2
78575,2
78576,10
78577,15
78578,15
78579,7
78580,9
78581,1
78582,6
78583,2
78584,2
78585,41
78586,1
78587,1
78588,1
78589,44
78590,1
78591,1
78592,1
78593,1
78594,46
78595,2
78596,6
78597,1
78598,2
78599,1
78600,1
78601,1
78602,1
78603,24
78604,19
78605,28
78606,6
78607,23
78608,6
78609,1
78610,49
78611,1
78612,42
78613,1
78614,40
78615,3
78616,21
78617,2
78618,24
78619,1
78620,19
78621,1
78622,29
78623,24
78624,5
78625,2
78626,17
78627,1
78628,40
78629,1
78630,36
78631,2
78632,5
78633,2
78634,2
78635,1
78636,24
78637,3
78638,1
78639,2
78640,1
78641,48
78642,1
78643,32
78644,3
78645,36
78646,1
78647,25
78648,1
78649,32
78650,32
78651,2
78652,33
78653,31
78654,8
78655,44
78656,34
78657,25
78658,22
78659,29
78660,4
78661,17
78662,1
78663,1
78664,2
78665,3
78666,46
78667,3
78668,3
78669,6
78670,1
78671,5
78672,1
78673,5
78674,1
78675,3
78676,46
78677,1
78678,2
78679,42
78680,2
78681,6
78682,2
78683,2
78684,38
78685,1
78686,7
78687,40
78688,1
78689,1
78690,49
78691,2
78692,41
78693,1
78694,42
78695,35
78696,105
78697,2
78698,26
78699,106
78700,5
78701,36
78702,2
78703,38
78704,1
78705,32
78706,1
78707,27
78708,1
78709,17
78710,2
78711,31
78712,17
78713,104
78714,1
78715,37
78716,5
78717,51
78718,1
78719,3
78720,34
78721,1
78722,1
78723,1
78724,3
78725,42
78726,1
78727,1
78728,8
78729,34
78730,8
78731,1
78732,3
78733,40
78734,3
78735,1
78736,4
78737,1
78738,7
78739,1
78740,5
78741,2
78742,3
78743,35
78744,1
78745,2
78746,42
78747,1
78748,1
78749,36
78750,4
78751,1
78752,4
78753,2
78754,39
78755,2
78756,44
78757,37
78758,2
78759,3
78760,44
78761,1
78762,1
78763,2
78764,43
78765,1
78766,4
78767,2
78768,2
78769,5
78770,2
78771,1
78772,2
78773,1
78774,2
78775,2
78776,4
78777,2
78778,40
78779,2
78780,4
78781,2
78782,40
78783,1
78784,2
78785,1
78786,4
78787,2
78788,36
78789,2
78790,37
78791,3
78792,41
78793,1
78794,2
78795,30
78796,41
78797,1
78798,2
78799,28
78800,15
78801,1
78802,25
78803,30
78804,2
78805,39
78806,2
78807,1
78808,2
78809,1
78810,5
78811,24
78812,1
78813,21
78814,1
78815,21
78816,4
78817,4
78818,2
78819,1
78820,1
78821,4
78822,2
78823,3
78824,2
78825,1
78826,3
78827,2
78828,1
78829,3
78830,26
78831,4
78832,1
78833,1
78834,1
78835,1
78836,2
78837,1
78838,42
78839,3
78840,36
78841,2
78842,1
78843,43
78844,3
78845,24
78846,1
78847,26
78848,1
78849,46
78850,1
78851,4
78852,40
78853,1
78854,38
78855,2
78856,1
78857,35
78858,1
78859,32
78860,1
78861,4
78862,47
78863,45
78864,1
78865,39
78866,2
78867,1
78868,3
78869,24
78870,4
78871,5
78872,2
78873,3
78874,3
78875,37
78876,1
78877,2
78878,1
78879,2
78880,38
78881,3
78882,2
78883,2
78884,5
78885,35
78886,3
78887,36
78888,1
78889,28
78890,24
78891,1
78892,1
78893,28
78894,3
78895,23
78896,1
78897,33
78898,1
78899,2
78900,28
78901,1
78902,4
78903,23
78904,38
78905,4
78906,18
78907,5
78908,22
78909,1
78910,29
78911,1
78912,35
78913,29
78914,1
78915,3
78916,20
78917,1
78918,22
78919,4
78920,1
78921,2
78922,2
78923,1
78924,5
78925,1
78926,4
78927,5
78928,39
78929,2
78930,5
78931,1
78932,31
78933,1
78934,6
78935,1
78936,3
78937,2
78938,3
78939,3
78940,11
78941,1
78942,40
78943,1
78944,4
78945,23
78946,34
78947,2
78948,43
78949,2
78950,36
78951,2
78952,1
78953,3
78954,1
78955,2
78956,37
78957,3
78958,1
78959,1
78960,2
78961,46
78962,46
78963,45
78964,1
78965,1
78966,1
78967,2
78968,1
78969,1
78970,1
78971,1
78972,1
78973,1
78974,1
78975,1
78976,1
78977,1
78978,44
78979,38
78980,40
78981,1
78982,31
78983,44
78984,2
78985,25
78986,1
78987,36
78988,26
78989,50
78990,3
78991,49
78992,32
78993,1
78994,1
78995,2
78996,2
78997,41
78998,1
78999,36
79000,43
79001,39
79002,39
79003,3
79004,51
79005,1
79006,42
79007,2
79008,38
79009,34
79010,32
79011,2
79012,32
79013,37
79014,1
79015,35
79016,1
79017,32
79018,40
79019,1
79020,25
79021,1
79022,44
79023,1
79024,43
79025,2
79026,2
79027,1
79028,30
79029,1
79030,2
79031,38
79032,1
79033,1
79034,36
79035,41
79036,1
79037,21
79038,15
79039,18
79040,2
79041,19
79042,25
79043,2
79044,2
79045,24
79046,2
79047,29
79048,2
79049,28
79050,16
79051,26
79052,3
79053,25
79054,1
79055,28
79056,1
79057,1
79058,2
79059,1
79060,36
79061,2
79062,1
79063,2
79064,1
79065,2
79066,1
79067,1
79068,48
79069,1
79070,18
79071,1
79072,1
79073,40
79074,2
79075,1
79076,1
79077,3
79078,39
79079,1
79080,6
79081,10
79082,1
79083,28
79084,1
79085,1
79086,27
79087,46
79088,18
79089,1
79090,42
79091,4
79092,33
79093,33
79094,2
79095,36
79096,3
79097,48
79098,3
79099,2
79100,97
79101,1
79102,3
79103,3
79104,2
79105,1
79106,1
79107,1
79108,2
79109,2
79110,1
79111,1
79112,3
79113,1
79114,1
79115,3
79116,2
79117,41
79118,1
79119,1
79120,1
79121,51
79122,28
79123,1
79124,39
79125,1
79126,1
79127,27
79128,2
79129,36
79130,5
79131,40
79132,2
79133,38
79134,1
79135,3
79136,23
79137,2
79138,2
79139,1
79140,21
79141,4
79142,1
79143,40
79144,1
79145,4
79146,1
79147,7
79148,1
79149,1
79150,4
79151,3
79152,6
79153,5
79154,2
79155,48
79156,12
79157,14
79158,2
79159,2
79160,1
79161,1
79162,1
79163,2
79164,3
79165,1
79166,2
79167,1
79168,2
79169,2
79170,45
79171,47
79172,2
79173,25
79174,1
79175,35
79176,2
79177,21
79178,102
79179,11
79180,29
79181,3
79182,28
79183,1
79184,34
79185,3
79186,1
79187,28
79188,11
79189,17
79190,20
79191,51
79192,1
79193,2
79194,34
79195,1
79196,1
79197,42
79198,1
79199,3
79200,49
79201,41
79202,1
79203,1
79204,36
79205,34
79206,31
79207,43
79208,1
79209,42
79210,1
79211,2
79212,26
79213,1
79214,30
79215,5
79216,22
79217,30
79218,1
79219,1
79220,22
79221,1
79222,1
79223,32
79224,24
79225,41
79226,1
79227,2
79228,2
79229,47
79230,4
79231,1
79232,5
79233,29
79234,1
79235,1
79236,21
79237,1
79238,1
79239,95
79240,1
79241,1
79242,92
79243,2
79244,98
79245,1
79246,1
79247,2
79248,1
79249,91
79250,1
79251,2
79252,15
79253,1
79254,2
79255,17
79256,1
79257,37
79258,1
79259,23
79260,99
79261,1
79262,37
79263,1
79264,1
79265,38
79266,1
79267,92
79268,22
79269,1
79270,27
79271,2
79272,7
79273,15
79274,5
79275,37
79276,3
79277,2
79278,25
79279,28
79280,2
79281,31
79282,2
79283,2
79284,22
79285,1
79286,2
79287,18
79288,95
79289,1
79290,25
79291,108
79292,2
79293,89
79294,101
79295,3
79296,105
79297,6
79298,20
79299,3
79300,1
79301,2
79302,47
79303,1
79304,27
79305,2
79306,4
79307,31
79308,2
79309,2
79310,29
79311,3
79312,1
79313,32
79314,1
79315,41
79316,1
79317,3
79318,39
79319,2
79320,35
79321,2
79322,1
79323,15
79324,92
79325,2
79326,27
79327,1
79328,2
79329,19
79330,2
79331,3
79332,22
79333,1
79334,27
79335,3
79336,1
79337,28
79338,1
79339,3
79340,1
79341,4
79342,48
79343,1
79344,44
79345,1
79346,16
79347,1
79348,36
79349,1
79350,26
79351,2
79352,49
79353,45
79354,3
79355,31
79356,92
79357,35
79358,39
79359,1
79360,28
79361,3
79362,23
79363,30
79364,18
79365,30
79366,104
79367,1
79368,22
79369,92
79370,1
79371,21
79372,87
79373,45
79374,37
79375,108
79376,2
79377,21
79378,23
79379,31
79380,103
79381,1
79382,17
79383,1
79384,1
79385,37
79386,1
79387,1
79388,1
79389,48
79390,1
79391,3
79392,35
79393,103
79394,2
79395,3
79396,43
79397,1
79398,1
79399,32
79400,2
79401,27
79402,1
79403,3
79404,45
79405,1
79406,16
79407,106
79408,1
79409,20
79410,1
79411,23
79412,2
79413,21
79414,19
79415,1
79416,1
79417,1
79418,1
79419,1
79420,2
79421,45
79422,4
79423,21
79424,91
79425,1
79426,2
79427,33
79428,1
79429,107
79430,1
79431,1
79432,25
79433,95
79434,2
79435,4
79436,46
79437,1
79438,4
79439,38
79440,2
79441,5
79442,21
79443,1
79444,33
79445,2
79446,3
79447,32
79448,2
79449,25
79450,92
79451,17
79452,98
79453,2
79454,21
79455,1
79456,22
79457,1
79458,3
79459,105
79460,1
79461,2
79462,95
79463,22
79464,2
79465,21
79466,23
79467,1
79468,1
79469,38
79470,3
79471,19
79472,1
79473,19
79474,45
79475,30
79476,3
79477,29
79478,1
79479,37
79480,1
79481,35
79482,1
79483,31
79484,103
79485,3
79486,104
79487,1
79488,24
79489,25
79490,18
79491,15
79492,2
79493,99
79494,93
79495,18
79496,3
79497,25
79498,110
79499,19
79500,104
79501,1
79502,98
79503,16
79504,92
79505,25
79506,40
79507,2
79508,47
79509,3
79510,15
79511,3
79512,45
79513,38
79514,21
79515,35
79516,1
79517,49
79518,39
79519,1
79520,51
79521,42
79522,98
79523,21
79524,1
79525,19
79526,19
79527,1
79528,34
79529,21
79530,2
79531,23
79532,24
79533,108
79534,1
79535,1
79536,44
79537,2
79538,3
79539,42
79540,1
79541,27
79542,100
79543,1
79544,34
79545,1
79546,5
79547,1
79548,22
79549,9
79550,3
79551,1
79552,44
79553,4
79554,9
79555,1
79556,46
79557,3
79558,7
79559,24
79560,102
79561,4
79562,5
79563,1
79564,24
79565,97
79566,3
79567,2
79568,2
79569,27
79570,1
79571,1
79572,20
79573,25
79574,93
79575,1
79576,5
79577,1
79578,104
79579,4
79580,3
79581,46
79582,1
79583,34
79584,107
79585,1
79586,1
79587,44
79588,3
79589,1
79590,38
79591,1
79592,17
79593,1
79594,28
79595,1
79596,2
79597,31
79598,33
79599,1
79600,21
79601,21
79602,1
79603,1
79604,1
79605,52
79606,39
79607,99
79608,1
79609,44
79610,21
79611,2
79612,23
79613,1
79614,22
79615,100
79616,38
79617,25
79618,98
79619,23
79620,41
79621,107
79622,50
79623,33
79624,2
79625,30
79626,1
79627,6
79628,37
79629,2
79630,27
79631,2
79632,1
79633,39
79634,105
79635,5
79636,37
79637,40
79638,1
79639,1
79640,25
79641,17
79642,2
79643,20
79644,1
79645,3
79646,85
79647,23
79648,1
79649,4
79650,25
79651,5
79652,32
79653,7
79654,1
79655,3
79656,16
79657,3
79658,1
79659,20
79660,3
79661,16
79662,106
79663,2
79664,25
79665,2
79666,30
79667,1
79668,15
79669,2
79670,17
79671,1
79672,30
79673,5
79674,35
79675,1
79676,30
79677,1
79678,32
79679,2
79680,34
79681,2
79682,29
79683,105
79684,3
79685,34
79686,93
79687,37
79688,96
79689,1
79690,20
79691,1
79692,1
79693,1
79694,98
79695,1
79696,17
79697,19
79698,1
79699,1
79700,15
79701,2
79702,15
79703,1
79704,24
79705,105
79706,38
79707,111
79708,23
79709,1
79710,32
79711,97
79712,28
79713,1
79714,21
79715,1
79716,24
79717,29
79718,35
79719,1
79720,1
79721,1
79722,1
79723,19
79724,16
79725,2
79726,16
79727,17
79728,1
79729,1
79730,19
79731,30
79732,90
79733,26
79734,16
79735,15
79736,24
79737,105
79738,38
79739,95
79740,1
79741,31
79742,99
79743,1
79744,38
79745,1
79746,15
79747,40
79748,29
79749,16
79750,20
79751,1
79752,1
79753,16
79754,103
79755,1
79756,103
79757,15
79758,90
79759,30
79760,33
79761,27
79762,1
79763,43
79764,1
79765,1
79766,33
79767,90
79768,1
79769,31
79770,17
79771,19
79772,27
79773,20
79774,1
79775,21
79776,100
79777,1
79778,44
79779,100
79780,22
79781,1
79782,21
79783,18
79784,1
79785,1
79786,15
79787,86
79788,1
79789,17
79790,1
79791,18
79792,15
79793,94
79794,2
79795,18
79796,29
79797,22
79798,100
79799,25
79800,85
79801,1
79802,4
79803,34
79804,1
79805,27
79806,26
79807,2
79808,33
79809,35
79810,2
79811,29
79812,30
79813,85
79814,1
79815,1
79816,27
79817,88
79818,26
79819,103
79820,1
79821,1
79822,16
79823,95
79824,100
79825,21
79826,38
79827,94
79828,90
79829,1
79830,16
79831,46
79832,103
79833,1
79834,103
79835,1
79836,25
79837,94
79838,18
79839,34
79840,1
79841,36
79842,102
79843,28
79844,1
79845,39
79846,102
79847,38
79848,22
79849,18
79850,24
79851,21
79852,21
79853,1
79854,16
79855,1
79856,1
79857,3
79858,23
79859,1
79860,1
79861,18
79862,22
79863,25
79864,94
79865,27
79866,38
79867,1
79868,24
79869,23
79870,1
79871,28
79872,31
79873,102
79874,25
79875,1
79876,19
79877,108
79878,23
79879,89
79880,2
79881,1
79882,19
79883,1
79884,41
79885,34
79886,1
79887,1
79888,1
79889,83
79890,41
79891,1
79892,2
79893,1
79894,5
79895,39
79896,3
79897,1
79898,1
79899,1
79900,2
79901,36
79902,1
79903,24
79904,3
79905,74
79906,14
79907,1
79908,39
79909,1
79910,4
79911,2
79912,83
79913,20
79914,1
79915,73
79916,1
79917,85
79918,27
79919,85
79920,43
79921,2
79922,30
79923,3
79924,2
79925,77
79926,20
79927,2
79928,2
79929,77
79930,3
79931,40
79932,2
79933,2
79934,3
79935,83
79936,2
79937,2
79938,76
79939,1
79940,75
79941,35
79942,2
79943,82
79944,1
79945,40
79946,6
79947,16
79948,3
79949,70
79950,70
79951,67
79952,65
79953,5
79954,86
79955,2
79956,86
79957,61
79958,30
79959,2
79960,64
79961,37
79962,1
79963,69
79964,27
79965,65
79966,33
79967,7
79968,69
79969,87
79970,3
79971,25
79972,35
79973,1
79974,70
79975,2
79976,3
79977,71
79978,44
79979,81
79980,1
79981,3
79982,4
79983,77
79984,2
79985,1
79986,3
79987,24
79988,2
79989,73
79990,1
79991,2
79992,3
79993,32
79994,3
79995,73
79996,9
79997,3
79998,3
79999,3
80000,2
80001,2
80002,1
80003,3
80004,1
80005,74
80006,2
80007,1
80008,69
80009,2
80010,1
80011,5
80012,4
80013,2
80014,23
80015,61
80016,2
80017,38
80018,2
80019,79
80020,1
80021,30
80022,2
80023,5
80024,27
80025,3
80026,2
80027,73
80028,2
80029,1
80030,90
80031,3
80032,25
80033,2
80034,1
80035,31
80036,1
80037,72
80038,6
80039,33
80040,3
80041,40
80042,1
80043,72
80044,22
80045,3
80046,71
80047,2
80048,32
80049,3
80050,2
80051,34
80052,2
80053,83
80054,3
80055,82
80056,1
80057,36
80058,1
80059,38
80060,87
80061,4
80062,23
80063,1
80064,1
80065,34
80066,3
80067,4
80068,25
80069,1
80070,76
80071,4
80072,2
80073,6
80074,1
80075,67
80076,3
80077,30
80078,1
80079,86
80080,35
80081,82
80082,1
80083,86
80084,2
80085,7
80086,1
80087,91
80088,4
80089,30
80090,3
80091,1
80092,23
80093,82
80094,29
80095,64
80096,1
80097,1
80098,81
80099,1
80100,1
80101,67
80102,3
80103,40
80104,2
80105,2
80106,25
80107,4
80108,75
80109,2
80110,74
80111,2
80112,1
80113,1
80114,18
80115,1
80116,72
80117,27
80118,1
80119,66
80120,1
80121,19
80122,2
80123,87
80124,1
80125,18
80126,3
80127,60
80128,6
80129,24
80130,67
80131,1
80132,3
80133,1
80134,74
80135,27
80136,4
80137,88
80138,86
80139,41
80140,2
80141,3
80142,1
80143,5
80144,1
80145,4
80146,40
80147,2
80148,63
80149,3
80150,32
80151,76
80152,2
80153,39
80154,1
80155,1
80156,3
80157,87
80158,5
80159,84
80160,1
80161,2
80162,77
80163,2
80164,2
80165,1
80166,32
80167,2
80168,71
80169,23
80170,67
80171,20
80172,1
80173,3
80174,74
80175,1
80176,40
80177,2
80178,69
80179,3
80180,33
80181,1
80182,5
80183,32
80184,1
80185,69
80186,29
80187,75
80188,16
80189,1
80190,70
80191,32
80192,4
80193,66
80194,25
80195,1
80196,88
80197,2
80198,91
80199,3
80200,83
80201,64
80202,1
80203,38
80204,1
80205,73
80206,2
80207,2
80208,1
80209,61
80210,6
80211,1
80212,1
80213,12
80214,72
80215,2
80216,31
80217,2
80218,4
80219,1
80220,90
80221,2
80222,5
80223,2
80224,1
80225,76
80226,5
80227,16
80228,1
80229,83
80230,13
80231,7
80232,2
80233,88
80234,4
80235,3
80236,2
80237,26
80238,4
80239,77
80240,2
80241,12
80242,2
80243,1
80244,26
80245,1
80246,86
80247,4
80248,29
80249,76
80250,1
80251,44
80252,1
80253,80
80254,3
80255,1
80256,83
80257,3
80258,2
80259,68
80260,19
80261,2
80262,76
80263,1
80264,14
80265,79
80266,2
80267,18
80268,2
80269,13
80270,1
80271,2
80272,1
80273,21
80274,2
80275,5
80276,16
80277,1
80278,37
80279,1
80280,1
80281,87
80282,3
80283,7
80284,45
80285,3
80286,86
80287,5
80288,2
80289,1
80290,1
80291,1
80292,26
80293,1
80294,1
80295,1
80296,90
80297,2
80298,1
80299,4
80300,5
80301,34
80302,1
80303,81
80304,9
80305,66
80306,2
80307,32
80308,1
80309,78
80310,19
80311,1
80312,67
80313,2
80314,2
80315,81
80316,1
80317,3
80318,2
80319,4
80320,19
80321,1
80322,85
80323,2
80324,23
80325,4
80326,80
80327,11
80328,87
80329,3
80330,25
80331,1
80332,28
80333,3
80334,12
80335,3
80336,88
80337,30
80338,20
80339,70
80340,2
80341,33
80342,1
80343,3
80344,1
80345,28
80346,21
80347,3
80348,2
80349,3
80350,1
80351,79
80352,28
80353,2
80354,87
80355,1
80356,24
80357,71
80358,3
80359,1
80360,19
80361,2
80362,30
80363,2
80364,68
80365,22
80366,1
80367,73
80368,20
80369,83
80370,40
80371,2
80372,92
80373,5
80374,92
80375,41
80376,1
80377,74
80378,24
80379,74
80380,17
80381,1
80382,61
80383,15
80384,23
80385,1
80386,86
80387,1
80388,19
80389,1
80390,77
80391,82
80392,38
80393,1
80394,72
80395,31
80396,1
80397,76
80398,1
80399,72
80400,7
80401,1
80402,1
80403,3
80404,64
80405,38
80406,1
80407,65
80408,10
80409,1
80410,32
80411,2
80412,59
80413,20
80414,3
80415,5
80416,85
80417,2
80418,79
80419,2
80420,79
80421,2
80422,60
80423,37
80424,1
80425,88
80426,16
80427,2
80428,22
80429,1
80430,61
80431,3
80432,40
80433,1
80434,70
80435,55
80436,13
80437,70
80438,36
80439,4
80440,19
80441,81
80442,32
80443,2
80444,80
80445,81
80446,36
80447,1
80448,2
80449,1
80450,60
80451,25
80452,2
80453,63
80454,2
80455,55
80456,21
80457,3
80458,64
80459,1
80460,68
80461,34
80462,26
80463,2
80464,23
80465,2
80466,2
80467,43
80468,41
80469,58
80470,40
80471,1
80472,57
80473,33
80474,21
80475,1
80476,70
80477,23
80478,70
80479,19
80480,1
80481,62
80482,18
80483,3
80484,10
80485,2
80486,68
80487,8
80488,1
80489,60
80490,2
80491,40
80492,3
80493,66
80494,26
80495,1
80496,76
80497,15
80498,22
80499,2
80500,66
80501,17
80502,58
80503,23
80504,2
80505,38
80506,1
80507,78
80508,24
80509,1
80510,70
80511,31
80512,74
80513,1
80514,1
80515,71
80516,29
80517,74
80518,4
80519,21
80520,45
80521,1
80522,18
80523,14
80524,1
80525,13
80526,67
80527,24
80528,1
80529,20
80530,33
80531,1
80532,17
80533,1
80534,2
80535,79
80536,23
80537,20
80538,3
80539,55
80540,35
80541,2
80542,74
80543,81
80544,4
80545,66
80546,36
80547,29
80548,1
80549,66
80550,25
80551,57
80552,32
80553,55
80554,41
80555,1
80556,73
80557,42
80558,2
80559,70
80560,27
80561,1
80562,2
80563,65
80564,30
80565,1
80566,68
80567,31
80568,1
80569,2
80570,72
80571,42
80572,1
80573,71
80574,22
80575,59
80576,30
80577,21
80578,1
80579,45
80580,36
80581,2
80582,1
80583,39
80584,31
80585,2
80586,37
80587,1
80588,17
80589,67
80590,23
80591,64
80592,2
80593,2
80594,56
80595,2
80596,68
80597,3
80598,31
80599,71
80600,2
80601,73
80602,3
80603,64
80604,2
80605,71
80606,30
80607,2
80608,82
80609,79
80610,2
80611,63
80612,31
80613,1
80614,62
80615,2
80616,66
80617,1
80618,56
80619,1
80620,17
80621,56
80622,12
80623,2
80624,73
80625,1
80626,64
80627,1
80628,60
80629,40
80630,65
80631,2
80632,16
80633,2
80634,3
80635,57
80636,73
80637,27
80638,69
80639,2
80640,28
80641,3
80642,57
80643,18
80644,2
80645,59
80646,31
80647,1
80648,70
80649,26
80650,1
80651,80
80652,18
80653,2
80654,56
80655,16
80656,3
80657,74
80658,1
80659,2
80660,15
80661,27
80662,1
80663,1
80664,1
80665,66
80666,22
80667,1
80668,63
80669,10
80670,2
80671,26
80672,1
80673,31
80674,2
80675,19
80676,2
80677,2
80678,40
80679,1
80680,62
80681,3
80682,38
80683,2
80684,3
80685,36
80686,2
80687,1
80688,28
80689,1
80690,24
80691,2
80692,1
80693,42
80694,4
80695,28
80696,71
80697,1
80698,31
80699,1
80700,55
80701,2
80702,35
80703,55
80704,23
80705,1
80706,2
80707,38
80708,1
80709,1
80710,24
80711,38
80712,65
80713,7
80714,3
80715,7
80716,37
80717,1
80718,1
80719,2
80720,55
80721,2
80722,57
80723,4
80724,1
80725,44
80726,66
80727,2
80728,1
80729,68
80730,7
80731,33
80732,2
80733,60
80734,1
80735,1
80736,26
80737,59
80738,8
80739,29
80740,1
80741,3
80742,21
80743,1
80744,5
80745,2
80746,28
80747,60
80748,1
80749,22
80750,2
80751,3
80752,30
80753,2
80754,33
80755,3
80756,20
80757,2
80758,6
80759,25
80760,1
80761,4
80762,1
80763,1
80764,39
80765,64
80766,1
80767,1
80768,29
80769,1
80770,6
80771,8
80772,5
80773,22
80774,3
80775,3
80776,70
80777,28
80778,1
80779,1
80780,2
80781,25
80782,1
80783,58
80784,1
80785,28
80786,5
80787,32
80788,2
80789,16
80790,1
80791,3
80792,1
80793,5
80794,2
80795,5
80796,15
80797,2
80798,2
80799,2
80800,3
80801,22
80802,1
80803,26
80804,65
80805,2
80806,17
80807,12
80808,2
80809,2
80810,17
80811,2
80812,5
80813,14
80814,2
80815,2
80816,26
80817,1
80818,65
80819,20
80820,1
80821,1
80822,27
80823,1
80824,5
80825,15
80826,3
80827,1
80828,41
80829,1
80830,5
80831,28
80832,2
80833,58
80834,3
80835,18
80836,1
80837,60
80838,2
80839,34
80840,4
80841,38
80842,1
80843,24
80844,5
80845,27
80846,36
80847,3
80848,1
80849,20
80850,1
80851,56
80852,1
80853,27
80854,1
80855,1
80856,1
80857,63
80858,1
80859,10
80860,13
80861,63
80862,2
80863,2
80864,66
80865,28
80866,1
80867,70
80868,4
80869,25
80870,1
80871,24
80872,2
80873,1
80874,27
80875,38
80876,62
80877,3
80878,1
80879,34
80880,85
80881,2
80882,40
80883,1
80884,2
80885,1
80886,35
80887,2
80888,2
80889,39
80890,1
80891,2
80892,2
80893,3
80894,34
80895,92
80896,1
80897,35
80898,62
80899,1
80900,20
80901,1
80902,57
80903,1
80904,21
80905,1
80906,2
80907,67
80908,4
80909,20
80910,2
80911,10
80912,1
80913,70
80914,1
80915,67
80916,2
80917,22
80918,3
80919,87
80920,2
80921,30
80922,1
80923,78
80924,6
80925,35
80926,4
80927,73
80928,1
80929,68
80930,34
80931,13
80932,1
80933,76
80934,34
80935,1
80936,70
80937,1
80938,37
80939,1
80940,71
80941,2
80942,27
80943,74
80944,29
80945,1
80946,24
80947,81
80948,13
80949,4
80950,87
80951,1
80952,91
80953,5
80954,34
80955,2
80956,2
80957,31
80958,1
80959,66
80960,2
80961,1
80962,31
80963,1
80964,25
80965,59
80966,6
80967,40
80968,56
80969,4
80970,38
80971,2
80972,77
80973,4
80974,2
80975,85
80976,1
80977,77
80978,28
80979,1
80980,2
80981,16
80982,1
80983,63
80984,2
80985,34
80986,1
80987,77
80988,2
80989,17
80990,1
80991,59
80992,20
80993,1
80994,5
80995,28
80996,1
80997,69
80998,2
80999,22
81000,2
81001,3
81002,31
81003,2
81004,68
81005,1
81006,37
81007,67
81008,1
81009,2
81010,9
81011,36
81012,71
81013,2
81014,26
81015,1
81016,75
81017,16
81018,29
81019,2
81020,2
81021,15
81022,1
81023,1
81024,38
81025,1
81026,65
81027,2
81028,31
81029,2
81030,2
81031,1
81032,69
81033,1
81034,2
81035,88
81036,2
81037,1
81038,2
81039,1
81040,26
81041,36
81042,85
81043,28
81044,1
81045,86
81046,2
81047,82
81048,1
81049,80
81050,1
81051,63
81052,24
81053,1
81054,62
81055,16
81056,1
81057,35
81058,3
81059,71
81060,20
81061,1
81062,83
81063,32
81064,1
81065,71
81066,17
81067,71
81068,20
81069,60
81070,22
81071,1
81072,66
81073,1
81074,66
81075,35
81076,2
81077,73
81078,57
81079,10
81080,1
81081,2
81082,62
81083,12
81084,2
81085,17
81086,40
81087,74
81088,42
81089,2
81090,44
81091,2
81092,63
81093,1
81094,66
81095,25
81096,84
81097,10
81098,83
81099,36
81100,1
81101,78
81102,1
81103,91
81104,2
81105,1
81106,62
81107,27
81108,2
81109,2
81110,16
81111,70
81112,22
81113,1
81114,38
81115,1
81116,80
81117,32
81118,1
81119,31
81120,1
81121,23
81122,60
81123,19
81124,59
81125,24
81126,2
81127,61
81128,1
81129,72
81130,37
81131,1
81132,64
81133,24
81134,87
81135,26
81136,19
81137,3
81138,77
81139,20
81140,1
81141,23
81142,1
81143,60
81144,35
81145,1
81146,67
81147,1
81148,75
81149,19
81150,1
81151,34
81152,30
81153,31
81154,1
81155,2
81156,68
81157,1
81158,74
81159,63
81160,1
81161,14
81162,28
81163,2
81164,37
81165,59
81166,55
81167,16
81168,29
81169,1
81170,26
81171,40
81172,2
81173,69
81174,39
81175,67
81176,12
81177,59
81178,2
81179,18
81180,16
81181,2
81182,35
81183,28
81184,1
81185,36
81186,83
81187,22
81188,36
81189,1
81190,57
81191,2
81192,19
81193,2
81194,77
81195,1
81196,65
81197,1
81198,55
81199,26
81200,1
81201,17
81202,2
81203,20
81204,1
81205,29
81206,36
