,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
18259,3,2014-07-11,93.0,68.0,81.0,68.0,73.0,0.0,16.0,515.0,1943.0,moderate,0.0,0.0,29.33,30.02,9.4,18.0,10.2
18260,4,2014-07-11,95.0,71.0,83.0,66.0,71.0,0.0,18.0,537.0,1936.0,moderate,0.0,0.0,29.4,30.07,3.5,16.0,5.1
18267,11,2014-07-11,89.0,72.0,81.0,73.0,74.0,0.0,16.0,533.0,1932.0,TS TSRA RA BR,0.0,0.27,30.09,30.13,1.4,15.0,5.1
18270,14,2014-07-11,93.0,70.0,82.0,64.0,70.0,0.0,17.0,524.0,1948.0,moderate,0.0,0.0,28.69,30.01,10.5,18.0,11.1
18271,15,2014-07-11,79.0,53.0,66.0,55.0,60.0,0.0,1.0,416.0,1927.0,moderate,0.0,0.0,29.83,30.21,0.5,21.0,2.4
18274,18,2014-07-11,96.0,76.0,86.0,63.0,71.0,0.0,21.0,528.0,1938.0,HZ,0.0,0.0,29.56,30.06,8.9,19.0,10.4
18278,2,2014-07-12,82.0,60.0,71.0,56.0,63.0,0.0,6.0,422.0,1924.0,moderate,0.0,0.0,29.12,30.19,6.4,23.0,7.5
18279,3,2014-07-12,96.0,77.0,87.0,65.0,72.0,0.0,22.0,516.0,1943.0,moderate,0.0,0.0,29.32,30.03,10.5,19.0,11.2
18280,4,2014-07-12,98.0,71.0,85.0,65.0,72.0,0.0,20.0,538.0,1936.0,moderate,0.0,0.0,29.41,30.08,1.9,15.0,3.8
18282,6,2014-07-12,96.0,64.0,80.0,66.0,72.0,0.0,15.0,538.0,1935.0,BR,0.0,0.0,29.57,30.08,4.7,18.0,5.9
18287,11,2014-07-12,79.0,72.0,76.0,74.0,74.0,0.0,11.0,533.0,1932.0,RA,0.0,0.38,30.11,30.15,1.4,6.0,3.5
18290,14,2014-07-12,96.0,70.0,83.0,61.0,68.0,0.0,18.0,525.0,1947.0,moderate,0.0,0.0,28.69,30.04,8.9,19.0,9.7
18291,15,2014-07-12,85.0,52.0,69.0,58.0,62.0,0.0,4.0,417.0,1926.0,FG+,0.0,0.0,29.8,30.17,2.1,16.0,2.9
18294,18,2014-07-12,98.0,79.0,89.0,63.0,71.0,0.0,24.0,528.0,1938.0,moderate,0.0,0.0,29.57,30.07,7.8,19.0,8.3
18295,19,2014-07-12,77.0,67.0,72.0,65.0,68.0,0.0,7.0,424.0,1931.0,TSRA RA BR HZ,0.0,0.99,29.2,29.97,5.1,22.0,7.4
18298,2,2014-07-13,80.0,63.0,72.0,63.0,66.0,0.0,7.0,423.0,1924.0,RA BR,0.0,0.11,28.96,30.01,14.3,21.0,14.6
18300,4,2014-07-13,100.0,74.0,87.0,67.0,74.0,0.0,22.0,538.0,1935.0,moderate,0.0,0.0,29.35,30.02,2.0,16.0,4.3
18302,6,2014-07-13,97.0,69.0,83.0,68.0,73.0,0.0,18.0,538.0,1935.0,moderate,0.0,0.0,29.51,30.02,5.4,18.0,6.1
18307,11,2014-07-13,88.0,71.0,80.0,75.0,76.0,0.0,15.0,534.0,1931.0,moderate,0.0,0.02,30.06,30.1,1.7,12.0,4.2
18310,14,2014-07-13,99.0,68.0,84.0,62.0,70.0,0.0,19.0,525.0,1947.0,moderate,0.0,0.0,28.63,29.97,5.8,22.0,8.1
18311,15,2014-07-13,85.0,64.0,75.0,65.0,68.0,0.0,10.0,418.0,1926.0,RA BR,0.0,0.15,29.6,29.95,7.8,18.0,8.2
18314,18,2014-07-13,101.0,80.0,91.0,66.0,74.0,0.0,26.0,529.0,1938.0,moderate,0.0,0.0,29.49,30.01,5.2,21.0,6.3
18318,2,2014-07-14,80.0,69.0,75.0,69.0,70.0,0.0,10.0,423.0,1923.0,RA BR,0.0,0.14,28.84,29.9,8.0,22.0,8.6
18320,4,2014-07-14,101.0,75.0,88.0,66.0,73.0,0.0,23.0,539.0,1935.0,moderate,0.0,0.0,29.29,29.96,1.8,17.0,3.7
18322,6,2014-07-14,99.0,70.0,85.0,67.0,73.0,0.0,20.0,539.0,1934.0,moderate,0.0,0.0,29.45,29.96,5.8,19.0,6.6
18327,11,2014-07-14,92.0,73.0,83.0,73.0,75.0,0.0,18.0,534.0,1931.0,TS BR,0.0,0.0,30.01,30.05,3.2,20.0,4.3
18330,14,2014-07-14,93.0,75.0,84.0,68.0,73.0,0.0,19.0,526.0,1946.0,moderate,0.0,0.0,28.63,29.95,4.7,3.0,6.3
18331,15,2014-07-14,87.0,67.0,77.0,67.0,70.0,0.0,12.0,419.0,1925.0,RA BR,0.0,0.01,29.49,29.86,3.9,18.0,4.9
18334,18,2014-07-14,101.0,78.0,90.0,68.0,74.0,0.0,25.0,529.0,1937.0,TSRA,0.0,0.02,29.44,29.95,4.1,22.0,6.7
18335,19,2014-07-14,79.0,59.0,69.0,50.0,58.0,0.0,4.0,425.0,1930.0,moderate,0.0,0.0,29.09,29.83,7.3,29.0,8.4
18338,2,2014-07-15,81.0,67.0,74.0,70.0,71.0,0.0,9.0,424.0,1923.0,RA FG+ BR VCTS,0.0,2.59,28.74,29.8,9.4,21.0,10.2
18339,3,2014-07-15,79.0,60.0,70.0,55.0,62.0,0.0,5.0,518.0,1941.0,moderate,0.0,0.0,29.36,30.07,6.3,36.0,7.0
18340,4,2014-07-15,92.0,73.0,83.0,71.0,74.0,0.0,18.0,539.0,1935.0,TSRA RA,0.0,0.06,29.29,29.96,1.2,28.0,3.3
18342,6,2014-07-15,93.0,73.0,83.0,71.0,74.0,0.0,18.0,539.0,1934.0,TSRA RA BR,0.0,0.16,29.45,29.95,0.7,12.0,5.6
18350,14,2014-07-15,83.0,65.0,74.0,52.0,61.0,0.0,9.0,527.0,1946.0,moderate,0.0,0.0,28.71,30.06,9.1,5.0,9.9
18351,15,2014-07-15,86.0,69.0,78.0,71.0,72.0,0.0,13.0,420.0,1924.0,RA BR,0.0,0.81,29.41,29.77,2.9,20.0,4.4
18354,18,2014-07-15,94.0,75.0,85.0,58.0,68.0,0.0,20.0,530.0,1937.0,moderate,0.0,0.0,29.48,29.98,8.0,4.0,8.6
18355,19,2014-07-15,69.0,54.0,62.0,52.0,55.0,3.0,0.0,426.0,1929.0,RA,0.0,0.15,29.18,29.91,8.4,31.0,9.2
18358,2,2014-07-16,73.0,64.0,69.0,65.0,66.0,0.0,4.0,425.0,1922.0,RA,0.0,0.01,28.74,29.81,6.2,26.0,7.9
18359,3,2014-07-16,74.0,61.0,68.0,58.0,62.0,0.0,3.0,518.0,1941.0,RA,0.0,0.15,29.33,30.04,1.3,14.0,2.8
18360,4,2014-07-16,95.0,73.0,84.0,71.0,74.0,0.0,19.0,540.0,1934.0,RA BR,0.0,0.31,29.24,29.92,2.7,15.0,4.4
18367,11,2014-07-16,89.0,72.0,81.0,74.0,74.0,0.0,16.0,535.0,1930.0,TSRA FG+ BR,0.0,0.62,29.85,29.89,5.1,22.0,6.2
18370,14,2014-07-16,72.0,62.0,67.0,57.0,61.0,0.0,2.0,527.0,1946.0,RA,0.0,0.14,28.64,30.01,8.0,10.0,9.0
18371,15,2014-07-16,77.0,62.0,70.0,66.0,68.0,0.0,5.0,421.0,1924.0,RA BR,0.0,0.65,29.41,29.79,1.7,23.0,2.3
18374,18,2014-07-16,91.0,70.0,81.0,63.0,69.0,0.0,16.0,531.0,1936.0,TS,0.0,0.09,29.42,29.94,9.1,12.0,11.0
18375,19,2014-07-16,71.0,55.0,63.0,50.0,56.0,2.0,0.0,427.0,1928.0,moderate,0.0,0.0,29.28,30.01,0.5,36.0,5.6
18378,2,2014-07-17,78.0,61.0,70.0,54.0,60.0,0.0,5.0,426.0,1922.0,moderate,0.0,0.0,28.89,29.99,7.8,30.0,8.6
18379,3,2014-07-17,68.0,60.0,64.0,62.0,63.0,1.0,0.0,519.0,1940.0,RA BR,0.0,0.27,29.31,30.02,6.4,10.0,7.1
18380,4,2014-07-17,89.0,74.0,82.0,73.0,76.0,0.0,17.0,540.0,1934.0,TS TSRA RA FG BR VCTS,0.0,3.53,29.17,29.84,2.4,17.0,4.7
18382,6,2014-07-17,92.0,75.0,84.0,73.0,76.0,0.0,19.0,540.0,1933.0,TS TSRA RA BR,0.0,0.88,29.33,29.83,7.3,17.0,8.8
18387,11,2014-07-17,89.0,69.0,79.0,70.0,73.0,0.0,14.0,536.0,1930.0,FG+ BR,0.0,0.0,29.93,29.97,1.7,4.0,4.8
18390,14,2014-07-17,68.0,62.0,65.0,62.0,63.0,0.0,0.0,528.0,1945.0,TSRA RA DZ BR,0.0,1.3,28.62,29.98,7.6,10.0,8.1
18391,15,2014-07-17,81.0,56.0,69.0,56.0,61.0,0.0,4.0,421.0,1923.0,moderate,0.0,0.0,29.56,29.96,2.9,29.0,3.9
18394,18,2014-07-17,80.0,68.0,74.0,67.0,69.0,0.0,9.0,531.0,1936.0,TSRA RA BR,0.0,0.67,29.39,29.9,9.1,10.0,11.4
18395,19,2014-07-17,75.0,58.0,67.0,51.0,58.0,0.0,2.0,428.0,1928.0,moderate,0.0,0.0,29.35,30.09,4.1,17.0,6.3
18398,2,2014-07-18,76.0,58.0,67.0,52.0,59.0,0.0,2.0,427.0,1921.0,moderate,0.0,0.0,29.1,30.2,3.7,30.0,5.1
18399,3,2014-07-18,78.0,59.0,69.0,60.0,63.0,0.0,4.0,520.0,1940.0,moderate,0.0,0.0,29.31,30.03,3.4,12.0,5.0
18400,4,2014-07-18,78.0,72.0,75.0,70.0,71.0,0.0,10.0,541.0,1934.0,TSRA BR,0.0,1.52,29.26,29.93,1.4,2.0,3.4
18402,6,2014-07-18,79.0,72.0,76.0,70.0,72.0,0.0,11.0,541.0,1933.0,TSRA RA BR,0.0,0.25,29.42,29.92,6.1,2.0,7.5
18407,11,2014-07-18,87.0,71.0,79.0,73.0,75.0,0.0,14.0,536.0,1930.0,BR,0.0,0.71,30.03,30.07,5.3,9.0,5.9
18411,15,2014-07-18,81.0,51.0,66.0,55.0,59.0,0.0,1.0,422.0,1922.0,moderate,0.0,0.0,29.79,30.18,1.7,31.0,2.9
18414,18,2014-07-18,78.0,65.0,72.0,63.0,66.0,0.0,7.0,532.0,1936.0,moderate,0.0,0.0,29.47,29.97,7.7,4.0,8.4
18415,19,2014-07-18,74.0,57.0,66.0,55.0,60.0,0.0,1.0,429.0,1927.0,moderate,0.0,0.0,29.39,30.13,6.0,14.0,6.5
18419,3,2014-07-19,80.0,58.0,69.0,61.0,65.0,0.0,4.0,520.0,1939.0,BR,0.0,0.0,29.28,30.0,2.9,16.0,4.1
18420,4,2014-07-19,86.0,70.0,78.0,69.0,72.0,0.0,13.0,542.0,1933.0,HZ,0.0,0.0,29.29,29.97,1.2,9.0,2.4
18422,6,2014-07-19,86.0,70.0,78.0,69.0,72.0,0.0,13.0,542.0,1932.0,BR,0.0,0.0,29.46,29.96,4.5,5.0,5.6
18427,11,2014-07-19,89.0,74.0,82.0,74.0,76.0,0.0,17.0,537.0,1929.0,moderate,0.0,0.0,30.03,30.06,0.6,15.0,2.2
18430,14,2014-07-19,82.0,63.0,73.0,62.0,66.0,0.0,8.0,529.0,1944.0,moderate,0.0,0.0,28.64,29.99,5.2,16.0,5.8
18431,15,2014-07-19,78.0,54.0,66.0,59.0,62.0,0.0,1.0,423.0,1922.0,moderate,0.0,0.0,29.88,30.25,0.8,11.0,1.7
18434,18,2014-07-19,77.0,68.0,73.0,63.0,67.0,0.0,8.0,532.0,1935.0,moderate,0.0,0.0,29.49,30.01,4.7,11.0,5.5
18435,19,2014-07-19,77.0,57.0,67.0,55.0,61.0,0.0,2.0,430.0,1926.0,moderate,0.0,0.0,29.31,30.06,4.8,15.0,5.8
18438,2,2014-07-20,76.0,60.0,68.0,54.0,60.0,0.0,3.0,428.0,1919.0,moderate,0.0,0.0,29.1,30.19,3.7,7.0,4.8
18439,3,2014-07-20,86.0,64.0,75.0,66.0,69.0,0.0,10.0,521.0,1939.0,moderate,0.0,0.0,29.25,29.96,9.6,16.0,9.9
18440,4,2014-07-20,94.0,74.0,84.0,73.0,76.0,0.0,19.0,542.0,1933.0,moderate,0.0,0.0,29.27,29.94,2.6,12.0,4.1
18442,6,2014-07-20,95.0,74.0,85.0,73.0,76.0,0.0,20.0,542.0,1932.0,moderate,0.0,0.0,29.43,29.93,4.2,10.0,5.3
18450,14,2014-07-20,91.0,63.0,77.0,67.0,71.0,0.0,12.0,530.0,1944.0,moderate,0.0,0.0,28.59,29.94,10.0,17.0,10.1
18451,15,2014-07-20,78.0,56.0,67.0,56.0,60.0,0.0,2.0,424.0,1921.0,BR,0.0,0.0,29.82,30.19,2.0,12.0,3.0
18454,18,2014-07-20,92.0,67.0,80.0,68.0,72.0,0.0,15.0,533.0,1935.0,BR HZ,0.0,0.0,29.47,29.97,8.0,14.0,8.9
18455,19,2014-07-20,80.0,59.0,70.0,58.0,63.0,0.0,5.0,430.0,1926.0,moderate,0.0,0.0,29.28,30.02,5.6,19.0,6.5
18458,2,2014-07-21,79.0,57.0,68.0,57.0,61.0,0.0,3.0,429.0,1919.0,BR,0.0,0.0,29.1,30.19,1.6,1.0,4.9
18459,3,2014-07-21,92.0,71.0,82.0,71.0,74.0,0.0,17.0,522.0,1938.0,moderate,0.0,0.0,29.28,29.98,10.1,17.0,10.2
18460,4,2014-07-21,96.0,77.0,87.0,73.0,76.0,0.0,22.0,543.0,1932.0,BR,0.0,0.0,29.29,29.96,2.0,14.0,5.7
18462,6,2014-07-21,97.0,75.0,86.0,72.0,76.0,0.0,21.0,543.0,1932.0,BR,0.0,0.0,29.45,29.95,5.5,15.0,6.5
18467,11,2014-07-21,88.0,73.0,81.0,74.0,76.0,0.0,16.0,538.0,1928.0,TS,0.0,0.0,30.01,30.05,1.0,30.0,4.4
18470,14,2014-07-21,95.0,71.0,83.0,71.0,75.0,0.0,18.0,531.0,1943.0,BR HZ,0.0,0.0,28.63,29.97,8.8,17.0,8.9
18471,15,2014-07-21,82.0,51.0,67.0,55.0,60.0,0.0,2.0,425.0,1920.0,BR,0.0,0.0,29.8,30.18,0.4,9.0,1.4
18474,18,2014-07-21,97.0,74.0,86.0,71.0,75.0,0.0,21.0,534.0,1934.0,BR HZ,0.0,0.0,29.49,29.98,9.0,13.0,9.8
18475,19,2014-07-21,84.0,64.0,74.0,62.0,67.0,0.0,9.0,431.0,1925.0,moderate,0.0,0.0,29.31,30.04,8.3,18.0,9.2
18478,2,2014-07-22,85.0,62.0,74.0,63.0,67.0,0.0,9.0,430.0,1918.0,moderate,0.0,0.0,29.04,30.1,8.9,25.0,9.7
18479,3,2014-07-22,96.0,76.0,86.0,73.0,77.0,0.0,21.0,523.0,1937.0,HZ,0.0,0.0,29.33,30.02,5.9,17.0,6.9
18480,4,2014-07-22,96.0,76.0,86.0,71.0,76.0,0.0,21.0,543.0,1932.0,moderate,0.0,0.0,29.33,29.99,1.2,12.0,2.1
18482,6,2014-07-22,97.0,73.0,85.0,72.0,76.0,0.0,20.0,543.0,1931.0,BR,0.0,0.0,29.49,29.99,1.3,14.0,4.2
18487,11,2014-07-22,89.0,72.0,81.0,74.0,76.0,0.0,16.0,539.0,1928.0,TS,0.0,0.0,30.01,30.05,2.6,9.0,4.3
18490,14,2014-07-22,97.0,74.0,86.0,72.0,76.0,0.0,21.0,531.0,1942.0,BR,0.0,0.0,28.69,30.02,5.6,16.0,6.7
18491,15,2014-07-22,88.0,57.0,73.0,64.0,67.0,0.0,8.0,426.0,1919.0,moderate,0.0,0.0,29.7,30.06,1.7,20.0,2.9
18494,18,2014-07-22,98.0,78.0,88.0,71.0,76.0,0.0,23.0,534.0,1934.0,HZ,0.0,0.0,29.52,30.01,7.0,11.0,7.6
18495,19,2014-07-22,89.0,63.0,76.0,68.0,71.0,0.0,11.0,432.0,1924.0,TS,0.0,0.01,29.23,29.95,8.0,23.0,13.5
18498,2,2014-07-23,87.0,67.0,77.0,68.0,70.0,0.0,12.0,431.0,1917.0,RA BR VCTS,0.0,0.1,28.83,29.88,10.4,23.0,10.9
18499,3,2014-07-23,93.0,70.0,82.0,73.0,75.0,0.0,17.0,523.0,1937.0,TS RA,0.0,0.08,29.34,30.04,2.5,31.0,5.8
18500,4,2014-07-23,97.0,75.0,86.0,71.0,75.0,0.0,21.0,544.0,1931.0,BR,0.0,0.0,29.34,30.0,0.8,1.0,2.5
18502,6,2014-07-23,97.0,73.0,85.0,71.0,75.0,0.0,20.0,544.0,1931.0,BR HZ,0.0,0.0,29.49,29.99,2.9,5.0,4.4
18507,11,2014-07-23,93.0,72.0,83.0,75.0,76.0,0.0,18.0,539.0,1927.0,TS,0.0,0.0,30.01,30.03,1.5,14.0,3.9
18510,14,2014-07-23,99.0,73.0,86.0,72.0,75.0,0.0,21.0,532.0,1942.0,BR,0.0,0.0,28.71,30.05,1.6,12.0,5.9
18511,15,2014-07-23,91.0,67.0,79.0,69.0,72.0,0.0,14.0,427.0,1918.0,RA BR,0.0,0.58,29.47,29.82,4.5,22.0,6.3
18514,18,2014-07-23,96.0,74.0,85.0,68.0,74.0,0.0,20.0,535.0,1933.0,TSRA HZ,0.0,0.09,29.52,30.04,4.1,11.0,6.1
18515,19,2014-07-23,69.0,57.0,63.0,54.0,58.0,2.0,0.0,433.0,1923.0,moderate,0.0,0.0,29.41,30.15,11.5,2.0,11.8
18518,2,2014-07-24,77.0,65.0,71.0,59.0,63.0,0.0,6.0,432.0,1916.0,moderate,0.0,0.0,28.76,29.85,6.7,33.0,7.6
18519,3,2014-07-24,91.0,67.0,79.0,70.0,73.0,0.0,14.0,524.0,1936.0,BR,0.0,0.0,29.28,30.0,4.2,13.0,6.3
18520,4,2014-07-24,94.0,74.0,84.0,71.0,75.0,0.0,19.0,545.0,1931.0,RA BR,0.0,0.09,29.31,29.97,1.4,8.0,2.6
18522,6,2014-07-24,94.0,74.0,84.0,71.0,75.0,0.0,19.0,544.0,1930.0,RA BR,0.0,0.07,29.46,29.97,2.3,8.0,3.8
18527,11,2014-07-24,93.0,72.0,83.0,73.0,76.0,0.0,18.0,540.0,1927.0,moderate,0.0,0.0,29.96,29.99,6.2,25.0,6.6
18530,14,2014-07-24,93.0,72.0,83.0,69.0,73.0,0.0,18.0,533.0,1941.0,moderate,0.0,0.0,28.64,29.99,5.4,13.0,6.5
18534,18,2014-07-24,95.0,73.0,84.0,67.0,73.0,0.0,19.0,536.0,1932.0,moderate,0.0,0.0,29.49,29.99,4.7,10.0,6.9
18535,19,2014-07-24,71.0,55.0,63.0,48.0,55.0,2.0,0.0,434.0,1922.0,moderate,0.0,0.0,29.38,30.13,2.8,11.0,6.7
18538,2,2014-07-25,77.0,55.0,66.0,53.0,59.0,0.0,1.0,433.0,1915.0,moderate,0.0,0.0,28.89,29.98,5.3,29.0,7.1
18539,3,2014-07-25,95.0,74.0,85.0,72.0,76.0,0.0,20.0,525.0,1935.0,moderate,0.0,0.0,29.18,29.89,13.0,18.0,13.4
18540,4,2014-07-25,96.0,75.0,86.0,70.0,75.0,0.0,21.0,545.0,1930.0,moderate,0.0,0.0,29.29,29.96,2.3,14.0,4.7
18542,6,2014-07-25,97.0,72.0,85.0,70.0,74.0,0.0,20.0,545.0,1930.0,moderate,0.0,0.0,29.45,29.95,6.4,17.0,7.4
18547,11,2014-07-25,94.0,74.0,84.0,74.0,76.0,0.0,19.0,540.0,1926.0,TS TSRA,0.0,0.02,29.98,30.03,4.8,22.0,6.9
18550,14,2014-07-25,99.0,71.0,85.0,65.0,72.0,0.0,20.0,534.0,1940.0,moderate,0.0,0.0,28.54,29.89,10.9,19.0,11.5
18551,15,2014-07-25,81.0,49.0,65.0,55.0,59.0,0.0,0.0,429.0,1916.0,moderate,0.0,0.0,29.57,29.95,2.7,28.0,3.1
18554,18,2014-07-25,100.0,75.0,88.0,69.0,75.0,0.0,23.0,536.0,1932.0,moderate,0.0,0.0,29.44,29.94,8.8,17.0,10.4
18558,2,2014-07-26,79.0,60.0,70.0,57.0,62.0,0.0,5.0,434.0,1914.0,moderate,0.0,0.0,28.88,29.95,9.5,23.0,9.8
18559,3,2014-07-26,100.0,78.0,89.0,71.0,76.0,0.0,24.0,526.0,1935.0,moderate,0.0,0.0,29.16,29.86,13.2,19.0,13.3
18560,4,2014-07-26,98.0,76.0,87.0,71.0,75.0,0.0,22.0,546.0,1930.0,moderate,0.0,0.0,29.29,29.95,4.6,17.0,6.4
18562,6,2014-07-26,99.0,72.0,86.0,70.0,75.0,0.0,21.0,546.0,1929.0,BR,0.0,0.0,29.45,29.95,9.8,17.0,10.1
18570,14,2014-07-26,100.0,72.0,86.0,66.0,72.0,0.0,21.0,534.0,1940.0,moderate,0.0,0.0,28.54,29.87,10.1,19.0,10.5
18571,15,2014-07-26,82.0,54.0,68.0,57.0,61.0,0.0,3.0,430.0,1915.0,BR,0.0,0.0,29.54,29.91,2.8,25.0,3.6
18574,18,2014-07-26,101.0,80.0,91.0,68.0,75.0,0.0,26.0,537.0,1931.0,moderate,0.0,0.0,29.43,29.93,9.8,18.0,10.9
18575,19,2014-07-26,82.0,63.0,73.0,63.0,66.0,0.0,8.0,436.0,1920.0,moderate,0.0,0.0,29.07,29.82,3.5,20.0,5.8
18578,2,2014-07-27,76.0,63.0,70.0,66.0,67.0,0.0,5.0,435.0,1913.0,RA FG+ FG BR,0.0,1.08,28.72,29.77,8.0,21.0,8.4
18579,3,2014-07-27,94.0,72.0,83.0,69.0,74.0,0.0,18.0,526.0,1934.0,moderate,0.0,0.0,29.28,29.97,2.5,31.0,9.5
18580,4,2014-07-27,98.0,75.0,87.0,70.0,75.0,0.0,22.0,546.0,1929.0,moderate,0.0,0.0,29.33,29.99,3.4,19.0,6.2
18582,6,2014-07-27,99.0,72.0,86.0,70.0,75.0,0.0,21.0,546.0,1928.0,BR,0.0,0.0,29.49,29.98,9.2,18.0,9.6
18587,11,2014-07-27,95.0,76.0,86.0,75.0,78.0,0.0,21.0,542.0,1925.0,BR,0.0,0.0,29.98,30.01,8.0,25.0,8.5
18590,14,2014-07-27,96.0,71.0,84.0,65.0,71.0,0.0,19.0,535.0,1939.0,moderate,0.0,0.0,28.66,29.97,5.5,6.0,9.4
18591,15,2014-07-27,76.0,57.0,67.0,65.0,66.0,0.0,2.0,431.0,1914.0,RA BR,0.0,0.42,29.39,29.74,5.0,17.0,5.3
18594,18,2014-07-27,103.0,80.0,92.0,67.0,75.0,0.0,27.0,538.0,1930.0,moderate,0.0,0.0,29.47,29.97,8.1,18.0,9.4
18595,19,2014-07-27,84.0,62.0,73.0,61.0,65.0,0.0,8.0,437.0,1919.0,RA,0.0,0.3,29.05,29.77,8.1,30.0,10.8
18598,2,2014-07-28,79.0,63.0,71.0,64.0,66.0,0.0,6.0,436.0,1912.0,TSRA RA FG+ BR,0.0,0.36,28.51,29.57,8.6,22.0,11.5
18599,3,2014-07-28,90.0,65.0,78.0,61.0,67.0,0.0,13.0,527.0,1933.0,moderate,0.0,0.0,29.41,30.11,5.9,35.0,6.5
18600,4,2014-07-28,99.0,74.0,87.0,69.0,74.0,0.0,22.0,547.0,1928.0,moderate,0.0,0.0,29.38,30.04,0.8,19.0,3.1
18602,6,2014-07-28,100.0,71.0,86.0,69.0,74.0,0.0,21.0,547.0,1928.0,BR,0.0,0.0,29.53,30.03,3.2,20.0,6.5
18607,11,2014-07-28,96.0,78.0,87.0,76.0,79.0,0.0,22.0,542.0,1924.0,moderate,0.0,0.0,29.9,29.94,10.2,24.0,11.6
18610,14,2014-07-28,87.0,72.0,80.0,61.0,68.0,0.0,15.0,536.0,1938.0,moderate,0.0,0.0,28.79,30.13,5.8,5.0,6.8
18611,15,2014-07-28,83.0,64.0,74.0,66.0,68.0,0.0,9.0,432.0,1913.0,RA BR,0.0,0.6,29.18,29.54,3.8,18.0,6.7
18614,18,2014-07-28,97.0,81.0,89.0,67.0,74.0,0.0,24.0,538.0,1930.0,moderate,0.0,0.0,29.57,30.06,6.3,3.0,8.2
18615,19,2014-07-28,66.0,56.0,61.0,49.0,55.0,4.0,0.0,438.0,1918.0,moderate,0.0,0.0,29.31,30.04,5.6,2.0,9.7
18618,2,2014-07-29,72.0,58.0,65.0,54.0,59.0,0.0,0.0,437.0,1911.0,moderate,0.0,0.0,28.72,29.83,9.3,28.0,9.5
18619,3,2014-07-29,92.0,64.0,78.0,63.0,68.0,0.0,13.0,528.0,1932.0,moderate,0.0,0.0,29.36,30.08,0.9,4.0,4.2
18620,4,2014-07-29,97.0,76.0,87.0,70.0,75.0,0.0,22.0,548.0,1928.0,moderate,0.0,0.0,29.36,30.03,1.9,9.0,4.0
18622,6,2014-07-29,98.0,70.0,84.0,69.0,74.0,0.0,19.0,547.0,1927.0,moderate,0.0,0.0,29.52,30.02,3.6,6.0,4.5
18627,11,2014-07-29,94.0,75.0,85.0,68.0,73.0,0.0,20.0,543.0,1924.0,moderate,0.0,0.0,29.85,29.9,6.5,29.0,7.4
18630,14,2014-07-29,92.0,71.0,82.0,62.0,68.0,0.0,17.0,537.0,1937.0,RA,0.0,0.01,28.72,30.08,3.5,21.0,4.6
18631,15,2014-07-29,76.0,55.0,66.0,54.0,59.0,0.0,1.0,433.0,1912.0,moderate,0.0,0.0,29.39,29.8,6.4,30.0,7.3
18635,19,2014-07-29,79.0,59.0,69.0,54.0,60.0,0.0,4.0,439.0,1917.0,TSRA RA,0.0,0.12,29.26,30.0,7.2,30.0,8.5
18638,2,2014-07-30,74.0,57.0,66.0,52.0,58.0,0.0,1.0,438.0,1910.0,moderate,0.0,0.0,28.93,30.02,5.1,26.0,5.6
18639,3,2014-07-30,78.0,67.0,73.0,68.0,69.0,0.0,8.0,529.0,1931.0,RA BR,0.0,1.77,29.31,30.02,2.3,13.0,6.2
18640,4,2014-07-30,96.0,76.0,86.0,67.0,73.0,0.0,21.0,548.0,1927.0,moderate,0.0,0.0,29.28,29.95,3.9,16.0,6.3
18642,6,2014-07-30,97.0,71.0,84.0,66.0,72.0,0.0,19.0,548.0,1926.0,moderate,0.0,0.0,29.44,29.95,8.2,17.0,8.4
18647,11,2014-07-30,92.0,70.0,81.0,67.0,72.0,0.0,16.0,543.0,1923.0,moderate,0.0,0.0,29.91,29.95,2.3,33.0,4.5
18650,14,2014-07-30,73.0,67.0,70.0,67.0,68.0,0.0,5.0,537.0,1937.0,TSRA RA BR,0.0,1.67,28.64,30.0,5.6,12.0,9.0
18651,15,2014-07-30,76.0,54.0,65.0,55.0,59.0,0.0,0.0,434.0,1911.0,moderate,0.0,0.0,29.62,30.0,0.8,29.0,2.7
18654,18,2014-07-30,90.0,75.0,83.0,69.0,73.0,0.0,18.0,540.0,1928.0,RA,0.0,0.17,29.46,29.97,12.2,13.0,12.5
18655,19,2014-07-30,69.0,59.0,64.0,55.0,59.0,1.0,0.0,440.0,1916.0,moderate,0.0,0.0,29.28,30.02,0.6,7.0,6.8
18678,2,2014-08-01,80.0,63.0,72.0,64.0,66.0,0.0,7.0,440.0,1908.0,RA BR,0.0,0.21,29.13,30.22,7.2,22.0,8.3
18679,3,2014-08-01,84.0,68.0,76.0,64.0,68.0,0.0,11.0,530.0,1930.0,moderate,0.0,0.0,29.33,30.03,1.4,13.0,3.1
18680,4,2014-08-01,91.0,73.0,82.0,65.0,71.0,0.0,17.0,549.0,1926.0,moderate,0.0,0.0,29.31,29.98,2.9,1.0,5.4
18682,6,2014-08-01,91.0,73.0,82.0,66.0,71.0,0.0,17.0,549.0,1925.0,moderate,0.0,0.0,29.47,29.97,9.5,1.0,9.7
18687,11,2014-08-01,93.0,74.0,84.0,73.0,76.0,0.0,19.0,545.0,1922.0,moderate,0.0,0.0,29.93,29.96,1.6,17.0,4.7
